lost	top1_known	score	top10
naidaj	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""eːʃ"", -17.5269], [""xuːʃ"", -17.9674], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751]]"
naidaja	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""eːʃ"", -21.012], [""xuːʃ"", -21.4593]]"
naidajas	𒌷𒀀𒉿𒅈𒈾	-20.7122	"[[""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""uːxːi"", -21.7352], [""𒀸𒋗𒉿"", -22.1053], [""uxːi"", -23.254]]"
naiΘ	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
naiΘt	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
naiΘti	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -21.0773], [""lu"", -22.6343]]"
naiΘtij	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""eːʃ"", -20.7229], [""xuːʃ"", -21.0696]]"
naiΘtija	𒌷𒀀𒉿𒅈𒈾	-20.7122	"[[""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""eːʃ"", -24.2138], [""xuːʃ"", -24.5657]]"
naiΘtijas	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""uːxːi"", -24.9306], [""𒀸𒋗𒉿"", -25.2127], [""uxːi"", -26.5911]]"
naiΘtijasa	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒀀𒀝𒉌𒅖"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒀸𒋗𒉿"", -28.3678], [""uːxːi"", -28.4261], [""uxːi"", -30.0877]]"
naiΘu	𒀀𒀝𒉌𒅖	-13.1999	"[[""𒀀𒀝𒉌𒅖"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""as"", -15.898], [""kut"", -15.9667], [""ais"", -16.0405]]"
naiΘut	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""as"", -19.3992], [""kut"", -19.4018]]"
naiΘuti	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""iːsˤaː́"", -22.7329], [""aːsːa"", -22.7498]]"
naiΘutin	𒌷𒉈𒂊𒊭𒀸	-20.7122	"[[""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""iːsˤaː́"", -24.7572], [""aːsːa"", -25.6908]]"
naiΘutinu	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""𒀸𒋗𒉿"", -25.2127], [""tasːus"", -26.9129], [""tsak"", -27.0498]]"
naiΘutinuj	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒀀𒀝𒉌𒅖"", -27.1456], [""saːki"", -27.6572], [""aːsːa"", -27.7546], [""eʃtsi"", -27.9217]]"
naj	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""eːʃ"", -8.4409], [""aʃ"", -9.3158], [""xuːʃ"", -9.6391], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""xus"", -10.4601], [""ʃum"", -10.4601]]"
naja	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""eːʃ"", -11.8594], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""aʃ"", -12.7424], [""xuːʃ"", -13.0457]]"
najar	uːxːi	-12.6301	"[[""uːxːi"", -12.6301], [""uk"", -12.9792], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""uxːi"", -13.4297], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742]]"
najare	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""uːxːi"", -16.1234], [""uk"", -16.4818], [""uxːi"", -16.9244]]"
najaret	𒌷𒀀𒉿𒅈𒈾	-18.1288	"[[""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""uːxːi"", -19.6104], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""uk"", -19.9843]]"
najareta	𒌷𒀀𒉿𒅈𒈾	-20.7122	"[[""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""uːxːi"", -23.0898], [""xuːʃ"", -23.1531]]"
nak	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒌷𒉈𒂊𒊭𒀸"", -10.7315], [""𒌷𒀀𒉿𒅈𒈾"", -10.7315], [""ku6"", -12.1474], [""aʃ"", -12.8387], [""wa"", -12.8387]]"
naka	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
nakan	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
nakana	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -21.0773], [""lu"", -22.6343]]"
nakanas	𒌷𒀀𒉿𒅈𒈾	-18.1288	"[[""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""apːa"", -22.4363], [""paːi"", -22.4378]]"
nakanasi	𒌷𒉈𒂊𒊭𒀸	-20.7122	"[[""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""apːa"", -25.9077], [""paːi"", -25.9134]]"
nam	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""𒌷𒉈𒂊𒊭𒀸"", -10.7315], [""𒌷𒀀𒉿𒅈𒈾"", -10.7315], [""ku6"", -12.1474], [""aʃ"", -12.8387], [""wa"", -12.8387]]"
nama	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""ku6"", -14.9765], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -15.6251], [""lu"", -16.0479]]"
namai	𒌷𒆷𒊍𒉺	-13.1999	"[[""𒌷𒆷𒊍𒉺"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -16.8346], [""ku6"", -17.9765], [""ke"", -19.3208]]"
namain	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -21.0773], [""lu"", -22.6343]]"
namaina	𒌷𒀀𒉿𒅈𒈾	-18.1288	"[[""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""ku6"", -24.2448], [""iːsˤaː́"", -25.6984]]"
namainaj	𒌷𒀀𒉿𒅈𒈾	-20.7122	"[[""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""eːʃ"", -23.9616], [""xuːʃ"", -24.2378]]"
namainaja	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒀀𒀝𒉌𒅖"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""𒀸𒋗𒉿"", -25.2127], [""eːʃ"", -27.4563], [""xuːʃ"", -27.7365]]"
namainajar	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""𒈪𒋫𒀭𒉌"", -27.1456], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒀀𒀝𒉌𒅖"", -27.1456], [""uːxːi"", -28.1677], [""𒀸𒋗𒉿"", -28.3678], [""Ḫatːuʃa"", -29.6359]]"
namas	𒌷𒄩𒀜𒋾	-13.1999	"[[""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""𒌷𒉈𒂊𒊭𒀸"", -13.742], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""apːa"", -16.3263], [""paːi"", -16.3286], [""uxːi"", -16.3416]]"
namasi	𒀀𒀝𒉌𒅖	-15.6764	"[[""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -18.0751], [""ku6"", -19.5054], [""apːa"", -19.7696]]"
namasir	𒌷𒉈𒂊𒊭𒀸	-18.1288	"[[""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""uk"", -19.9706], [""ke"", -19.9774]]"
namasiru	kut	-19.9749	"[[""kut"", -19.9749], [""ais"", -20.2516], [""ekːus"", -20.6407], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""neːpis"", -20.8568], [""pekːus"", -21.0199], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055]]"
namasirut	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-23.4063	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""kut"", -23.4818], [""ais"", -23.7586], [""ekːus"", -24.1339], [""𒈪𒋫𒀭𒉌"", -24.139], [""𒌷𒄩𒀜𒋾"", -24.139], [""𒌷𒆷𒊍𒉺"", -24.139], [""𒀀𒀝𒉌𒅖"", -24.139]]"
namasirute	𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖	-25.5942	"[[""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -25.5942], [""𒌷𒀀𒉿𒅈𒈾"", -26.2798], [""𒌷𒉈𒂊𒊭𒀸"", -26.2798], [""kut"", -26.9887], [""𒀀𒀝𒉌𒅖"", -27.1456], [""𒌷𒄩𒀜𒋾"", -27.1456], [""𒌷𒆷𒊍𒉺"", -27.1456], [""𒈪𒋫𒀭𒉌"", -27.1456], [""ais"", -27.2656], [""ekːus"", -27.6171]]"
nar	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""uk"", -10.2251], [""ke"", -10.357], [""pai"", -10.6027], [""wa"", -10.6883], [""lu"", -10.6883]]"
naru	as	-8.3861	"[[""as"", -8.3861], [""uk"", -9.4697], [""kut"", -10.3294], [""ais"", -10.4142], [""itut"", -10.4471], [""kuit"", -10.5971], [""kuis"", -10.5971], [""𒀸𒋗𒉿"", -10.6439], [""xus"", -10.6859], [""ekːus"", -10.9531]]"
naruk	as	-11.8932	"[[""as"", -11.8932], [""uk"", -12.9749], [""𒈪𒋫𒀭𒉌"", -13.1999], [""𒀀𒀝𒉌𒅖"", -13.1999], [""𒌷𒆷𒊍𒉺"", -13.1999], [""𒌷𒄩𒀜𒋾"", -13.1999], [""𒀸𒋗𒉿"", -13.2697], [""itut"", -13.7316], [""𒌷𒀀𒉿𒅈𒈾"", -13.742], [""𒌷𒉈𒂊𒊭𒀸"", -13.742]]"
naruka	as	-15.4003	"[[""as"", -15.4003], [""𒌷𒄩𒀜𒋾"", -15.6764], [""𒌷𒆷𒊍𒉺"", -15.6764], [""𒈪𒋫𒀭𒉌"", -15.6764], [""𒀀𒀝𒉌𒅖"", -15.6764], [""𒌷𒀀𒉿𒅈𒈾"", -15.7621], [""𒌷𒉈𒂊𒊭𒀸"", -15.7621], [""𒀸𒋗𒉿"", -16.1017], [""uk"", -16.48], [""asːus"", -16.76]]"
narukan	𒌷𒀀𒉿𒅈𒈾	-18.1288	"[[""𒌷𒀀𒉿𒅈𒈾"", -18.1288], [""𒌷𒉈𒂊𒊭𒀸"", -18.1288], [""𒀀𒀝𒉌𒅖"", -18.3706], [""𒌷𒄩𒀜𒋾"", -18.3706], [""𒌷𒆷𒊍𒉺"", -18.3706], [""𒈪𒋫𒀭𒉌"", -18.3706], [""as"", -18.9074], [""𒀸𒋗𒉿"", -19.0604], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -19.6834], [""atːas"", -19.7272]]"
narukana	𒌷𒀀𒉿𒅈𒈾	-20.7122	"[[""𒌷𒀀𒉿𒅈𒈾"", -20.7122], [""𒌷𒉈𒂊𒊭𒀸"", -20.7122], [""𒀀𒀝𒉌𒅖"", -21.2055], [""𒌷𒄩𒀜𒋾"", -21.2055], [""𒌷𒆷𒊍𒉺"", -21.2055], [""𒈪𒋫𒀭𒉌"", -21.2055], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -21.435], [""𒀸𒋗𒉿"", -22.1053], [""as"", -22.4145], [""atːas"", -22.7885]]"
narukanas	Ḫatːuʃa	-22.6097	"[[""Ḫatːuʃa"", -22.6097], [""apːa"", -22.8373], [""𒋼𒊑𒀉𒋾𒌅𒌋𒉌𒅖"", -23.4063], [""𒌷𒉈𒂊𒊭𒀸"", -23.4428], [""𒌷𒀀𒉿𒅈𒈾"", -23.4428], [""etsːi"", -23.7331], [""iti"", -23.7785], [""xatːi"", -24.0614], [""natːa"", -24.0614], [""ijatːa"", -24.0963]]"
nas	𒀸𒋗𒉿	-8.4226	"[[""𒀸𒋗𒉿"", -8.4226], [""𒀀𒀝𒉌𒅖"", -9.899], [""𒌷𒄩𒀜𒋾"", -9.899], [""𒈪𒋫𒀭𒉌"", -9.899], [""𒌷𒆷𒊍𒉺"", -9.899], [""uk"", -10.2251], [""ke"", -10.357], [""pai"", -10.6027], [""wa"", -10.6883], [""lu"", -10.6883]]"
nasi	𒀸𒋗𒉿	-10.6439	"[[""𒀸𒋗𒉿"", -10.6439], [""𒌷𒄩𒀜𒋾"", -11.1101], [""𒀀𒀝𒉌𒅖"", -11.1101], [""𒌷𒆷𒊍𒉺"", -11.1101], [""𒈪𒋫𒀭𒉌"", -11.1101], [""𒌷𒉈𒂊𒊭𒀸"", -12.2879], [""𒌷𒀀𒉿𒅈𒈾"", -12.2879], [""ku6"", -12.8883], [""praː"", -13.4461], [""uk"", -13.5419]]"
