lost	top1_known	score	top10
aredija	kuːr-	-17.4926	"[[""kuːr-"", -17.4926], [""piːr"", -18.2781], [""poːr"", -18.2781], [""koj-"", -18.4959], [""kaːr"", -18.8258], [""kaːj"", -18.8258], [""kuːr"", -18.8258], [""kuratʃ"", -19.0832], [""putʃ"", -19.1422], [""kaʈ"", -19.3612]]"
arej	puh	-10.3741	"[[""puh"", -10.3741], [""piː"", -11.2714], [""paɳ-"", -11.5182], [""kaː-"", -11.6955], [""kaː"", -11.8206], [""koː"", -11.8206], [""pokaɭ-"", -12.0797], [""koʈ-"", -12.1791], [""kaʈ-"", -12.1791], [""koj-"", -12.2061]]"
areja	putʃ	-12.5618	"[[""putʃ"", -12.5618], [""kaʈ"", -12.8496], [""puh"", -13.8274], [""kaː-"", -14.2121], [""piː"", -14.2952], [""paɳ-"", -14.5079], [""paːʈa-"", -14.5712], [""paːʈu"", -14.6723], [""tʃuːʈ"", -14.685], [""kaː"", -14.7634]]"
aret	paɻa	-9.0784	"[[""paɻa"", -9.0784], [""pula"", -9.3573], [""puli"", -9.3573], [""kiɭi"", -9.3773], [""kale"", -9.3773], [""kaɻi"", -9.3773], [""kuʈa"", -9.7611], [""kuɻa"", -9.7752], [""piː"", -10.1341], [""paɳ-"", -10.1852]]"
areta	kaʈ	-7.008	"[[""kaʈ"", -7.008], [""piː"", -9.8593], [""kaː"", -9.8638], [""kaʈ-"", -10.3966], [""peʈʈi"", -10.4393], [""keʈu"", -10.4569], [""kapaɭ"", -10.4792], [""-aː"", -11.6354], [""pera-"", -11.9159], [""paɻa-"", -11.9159]]"
aru	puh	-6.8955	"[[""puh"", -6.8955], [""piː"", -8.3337], [""paɳ-"", -8.703], [""koː"", -9.1032], [""kaː"", -9.1032], [""oʈ-"", -9.1389], [""puɭ"", -9.3632], [""pal"", -9.3632], [""pul"", -9.3632], [""peɳ"", -9.3632]]"
aruk	po	-7.009	"[[""po"", -7.009], [""puɻu"", -9.0784], [""pitu"", -9.3573], [""paht̪u"", -9.6576], [""paʈaku"", -9.6855], [""pon̪ku"", -9.6856], [""puh"", -9.7516], [""keʈu"", -9.7611], [""koː"", -10.2797], [""koʈ-"", -10.3216]]"
aruka	koː	-9.8638	"[[""koː"", -9.8638], [""putʃ"", -10.3447], [""poʈʈ-"", -10.396], [""koʈ-"", -10.3966], [""tʃup"", -10.4242], [""kuʈa"", -10.4569], [""po"", -10.5153], [""-oː"", -11.6354], [""kuːʈ-"", -12.3503], [""koːʈ-"", -12.3503]]"
arukan	koʈ-	-9.8641	"[[""koʈ-"", -9.8641], [""poʈʈ-"", -12.1865], [""koː"", -12.6882], [""koːʈ-"", -12.9633], [""kuːʈ-"", -12.9633], [""kuʈa"", -13.2862], [""oʈ-"", -13.3696], [""putʃ"", -13.8255], [""tʃup"", -13.9313], [""po"", -14.0216]]"
arukana	koʈ-	-12.6796	"[[""koʈ-"", -12.6796], [""poʈʈ-"", -13.664], [""koːʈ-"", -15.255], [""kuːʈ-"", -15.255], [""koː"", -15.7938], [""putʃ"", -16.0282], [""kuːʈu"", -16.075], [""koːʈu"", -16.075], [""tʃuːʈ"", -16.0837], [""kuʈa"", -16.1156]]"
arukanas	poʈʈ-	-13.3605	"[[""poʈʈ-"", -13.3605], [""koʈ-"", -15.5028], [""kuːʈ-"", -15.5087], [""koːʈ-"", -15.5087], [""uɻupp-"", -18.9101], [""kuːʈu"", -18.9141], [""koːʈu"", -18.9141], [""tʃuːʈ-"", -18.915], [""oʈ-"", -19.0113], [""koː"", -19.0154]]"
asa	putʃ	-6.2694	"[[""putʃ"", -6.2694], [""piː"", -8.2247], [""paɳ-"", -8.6932], [""poʈʈ-"", -8.9215], [""paːʈa-"", -9.0109], [""peʈʈi"", -9.0207], [""paːʈu"", -9.0218], [""tʃuːʈ"", -9.0768], [""puɭ"", -9.0837], [""peɳ"", -9.0837]]"
asar	poʈʈ-	-9.0498	"[[""poʈʈ-"", -9.0498], [""puh"", -9.0679], [""patʃ-"", -9.1213], [""putʃ"", -9.7722], [""piː"", -11.0488], [""paːʈa-"", -11.1871], [""peːtʃ-"", -11.201], [""paɳ-"", -11.3617], [""oʈ-"", -11.5629], [""pitʃtʃ-"", -11.6367]]"
asara	poʈʈ-	-11.6185	"[[""poʈʈ-"", -11.6185], [""putʃ"", -11.8865], [""patʃ-"", -11.9202], [""puh"", -12.5534], [""peʈʈi"", -12.982], [""aɳʈʈ"", -13.2083], [""paːʈa-"", -13.4624], [""kaʈ"", -13.799], [""peːtʃ-"", -13.9576], [""piː"", -14.0021]]"
asaram	poʈʈ-	-12.476	"[[""poʈʈ-"", -12.476], [""patʃ-"", -14.3463], [""pitʃtʃ-"", -15.1728], [""putʃ"", -15.392], [""peʈʈi"", -15.8434], [""aɳʈʈ-"", -16.0286], [""puh"", -16.0387], [""paːʈa-"", -16.0524], [""peːtʃ-"", -16.0624], [""kuːʈ-"", -16.3929]]"
asarama	poʈʈ-	-15.2964	"[[""poʈʈ-"", -15.2964], [""patʃ-"", -17.3361], [""putʃ"", -17.973], [""pitʃtʃ-"", -17.974], [""peʈʈi"", -18.2133], [""paːʈa-"", -18.7238], [""aɳʈʈ-"", -18.8451], [""aɳʈʈ"", -18.8512], [""peːtʃ-"", -18.9769], [""kuːʈ-"", -19.2079]]"
asaraman	poʈʈ-	-17.6444	"[[""poʈʈ-"", -17.6444], [""patʃ-"", -20.1524], [""pitʃtʃ-"", -20.2316], [""peʈʈi"", -21.202], [""kuːʈ-"", -21.2421], [""koːʈ-"", -21.2421], [""aɳʈʈ-"", -21.2973], [""putʃ"", -21.4793], [""paːʈa-"", -21.5308], [""peːtʃ-"", -21.5381]]"
asaramana	poʈʈ-	-20.6164	"[[""poʈʈ-"", -20.6164], [""pitʃtʃ-"", -23.1751], [""patʃ-"", -23.2494], [""peʈʈi"", -23.9385], [""koːʈ-"", -24.1616], [""kuːʈ-"", -24.1616], [""putʃ"", -24.2825], [""aɳʈʈ-"", -24.2932], [""paːʈa-"", -24.3947], [""peːtʃ-"", -24.5514]]"
asaramanad	poʈʈ-	-23.347	"[[""poʈʈ-"", -23.347], [""pitʃtʃ-"", -25.8133], [""patʃ-"", -26.2441], [""koːʈ-"", -26.7889], [""kuːʈ-"", -26.7889], [""peʈʈi"", -27.0158], [""aɳʈʈ-"", -27.1177], [""paːʈa-"", -27.3355], [""peːtʃ-"", -27.3411], [""tʃuːʈ-"", -27.7799]]"
asarame	poʈʈ-	-15.3253	"[[""poʈʈ-"", -15.3253], [""patʃ-"", -17.3458], [""pitʃtʃ-"", -18.0067], [""aɳʈʈ-"", -18.8682], [""putʃ"", -18.8968], [""paːʈa-"", -18.9045], [""peʈʈi"", -18.9606], [""peːtʃ-"", -18.995], [""kuːʈ-"", -19.2552], [""koːʈ-"", -19.2552]]"
asaramei	poʈʈ-	-18.4385	"[[""poʈʈ-"", -18.4385], [""piːr"", -20.1594], [""poːr"", -20.1594], [""patʃ-"", -20.5174], [""pitʃtʃ-"", -21.0984], [""pokaj"", -21.5499], [""kuːr"", -21.7318], [""kaːj"", -21.7318], [""kaːr"", -21.7318], [""paːʈa-"", -21.9079]]"
asarameit	peʈʈi	-20.1854	"[[""peʈʈi"", -20.1854], [""poʈʈ-"", -21.6633], [""appa"", -22.8948], [""kerri"", -23.0453], [""paːraj"", -23.5309], [""piːr"", -23.6283], [""poːr"", -23.6657], [""kut̪i"", -23.7623], [""patʃ-"", -23.7707], [""puʈala"", -24.1138]]"
asarameiti	paːraj	-20.1554	"[[""paːraj"", -20.1554], [""pokaj"", -22.9978], [""muːʈʈaj"", -23.6598], [""peʈʈi"", -23.6924], [""paːʈa-"", -24.2124], [""kaj"", -24.5375], [""kej"", -24.5375], [""pera-"", -24.5447], [""poʈʈ-"", -24.9503], [""putʃa-"", -25.2396]]"
asarameu	poʈʈ-	-18.4385	"[[""poʈʈ-"", -18.4385], [""patʃ-"", -20.5174], [""pitʃtʃ-"", -21.0984], [""paːʈa-"", -21.9079], [""aɳʈʈ-"", -21.9783], [""peːtʃ-"", -22.1265], [""peʈʈi"", -22.1874], [""kuːʈ-"", -22.3692], [""koːʈ-"", -22.3692], [""putʃ"", -22.4009]]"
asarameun	poʈʈ-	-21.6633	"[[""poʈʈ-"", -21.6633], [""patʃ-"", -23.7732], [""pitʃtʃ-"", -24.3002], [""paːʈa-"", -25.0063], [""aɳʈʈ-"", -25.2018], [""peːtʃ-"", -25.3474], [""peʈʈi"", -25.4752], [""kuːʈ-"", -25.5901], [""koːʈ-"", -25.5901], [""koʈ-"", -25.735]]"
asarameuna	poʈʈ-	-24.9376	"[[""poʈʈ-"", -24.9376], [""patʃ-"", -27.0712], [""pitʃtʃ-"", -27.5358], [""paːʈa-"", -28.0255], [""putʃ"", -28.0933], [""peʈʈi"", -28.3328], [""aɳʈʈ-"", -28.4785], [""peːtʃ-"", -28.5917], [""koːʈ-"", -28.7983], [""kuːʈ-"", -28.7983]]"
asas	poʈʈ-	-9.0498	"[[""poʈʈ-"", -9.0498], [""patʃ-"", -9.1213], [""putʃ"", -9.7722], [""piː"", -11.0488], [""paːʈa-"", -11.1871], [""peːtʃ-"", -11.201], [""paɳ-"", -11.3617], [""oʈ-"", -11.5629], [""pitʃtʃ-"", -11.6367], [""paːʈu"", -11.8195]]"
asasa	poʈʈ-	-11.6185	"[[""poʈʈ-"", -11.6185], [""putʃ"", -11.8865], [""patʃ-"", -11.9202], [""peʈʈi"", -12.982], [""aɳʈʈ"", -13.2083], [""paːʈa-"", -13.4624], [""peːtʃ-"", -13.9576], [""piː"", -14.0021], [""paːʈu"", -14.0133], [""tʃuːʈ"", -14.0291]]"
asasar	poʈʈ-	-12.476	"[[""poʈʈ-"", -12.476], [""patʃ-"", -14.3463], [""pitʃtʃ-"", -15.1728], [""puh"", -15.283], [""putʃ"", -15.392], [""peʈʈi"", -15.8434], [""aɳʈʈ-"", -16.0286], [""paːʈa-"", -16.0524], [""peːtʃ-"", -16.0624], [""tʃuːʈ-"", -16.6611]]"
asasara	poʈʈ-	-15.2964	"[[""poʈʈ-"", -15.2964], [""patʃ-"", -17.3361], [""putʃ"", -17.973], [""pitʃtʃ-"", -17.974], [""peʈʈi"", -18.2133], [""paːʈa-"", -18.7238], [""puh"", -18.7772], [""aɳʈʈ-"", -18.8451], [""aɳʈʈ"", -18.8512], [""peːtʃ-"", -18.9769]]"
asasaram	poʈʈ-	-17.6444	"[[""poʈʈ-"", -17.6444], [""patʃ-"", -20.1524], [""pitʃtʃ-"", -20.2316], [""peʈʈi"", -21.202], [""aɳʈʈ-"", -21.2973], [""putʃ"", -21.4793], [""paːʈa-"", -21.5308], [""peːtʃ-"", -21.5381], [""tʃuːʈ-"", -22.0455], [""puh"", -22.2712]]"
asasarama	poʈʈ-	-20.6164	"[[""poʈʈ-"", -20.6164], [""pitʃtʃ-"", -23.1751], [""patʃ-"", -23.2494], [""peʈʈi"", -23.9385], [""putʃ"", -24.2825], [""aɳʈʈ-"", -24.2932], [""paːʈa-"", -24.3947], [""peːtʃ-"", -24.5514], [""aɳʈʈ"", -24.9466], [""tʃuːʈ-"", -25.0441]]"
asasaraman	poʈʈ-	-23.347	"[[""poʈʈ-"", -23.347], [""pitʃtʃ-"", -25.8133], [""patʃ-"", -26.2441], [""peʈʈi"", -27.0158], [""aɳʈʈ-"", -27.1177], [""paːʈa-"", -27.3355], [""peːtʃ-"", -27.3411], [""tʃuːʈ-"", -27.7799], [""putʃ"", -27.7893], [""koːʈ-"", -27.9772]]"
asasarame	poʈʈ-	-20.6291	"[[""poʈʈ-"", -20.6291], [""pitʃtʃ-"", -23.1907], [""patʃ-"", -23.2548], [""aɳʈʈ-"", -24.3028], [""peʈʈi"", -24.3695], [""paːʈa-"", -24.4909], [""peːtʃ-"", -24.562], [""putʃ"", -24.9853], [""tʃuːʈ-"", -25.0565], [""kuːʈ-"", -25.6265]]"
asasaramei	poʈʈ-	-23.7949	"[[""poʈʈ-"", -23.7949], [""pitʃtʃ-"", -26.3389], [""patʃ-"", -26.4746], [""piːr"", -26.4995], [""poːr"", -26.4995], [""muːʈʈaj"", -27.3784], [""aɳʈʈ-"", -27.4776], [""paːʈa-"", -27.5576], [""peʈʈi"", -27.6235], [""peːtʃ-"", -27.7386]]"
asasarameu	poʈʈ-	-23.7949	"[[""poʈʈ-"", -23.7949], [""pitʃtʃ-"", -26.3389], [""patʃ-"", -26.4746], [""aɳʈʈ-"", -27.4776], [""paːʈa-"", -27.5576], [""peʈʈi"", -27.6235], [""peːtʃ-"", -27.7386], [""tʃuːʈ-"", -28.2331], [""putʃ"", -28.491], [""putʃa-"", -28.7319]]"
asau	poʈʈ-	-9.0498	"[[""poʈʈ-"", -9.0498], [""patʃ-"", -9.1213], [""putʃ"", -9.7722], [""piː"", -11.0488], [""paːʈa-"", -11.1871], [""peːtʃ-"", -11.201], [""paɳ-"", -11.3617], [""oʈ-"", -11.5629], [""pitʃtʃ-"", -11.6367], [""paːʈu"", -11.8195]]"
asaun	poʈʈ-	-11.8658	"[[""poʈʈ-"", -11.8658], [""patʃ-"", -11.9438], [""putʃ"", -13.2732], [""paːʈa-"", -13.8851], [""peːtʃ-"", -13.9986], [""piː"", -14.0324], [""paɳ-"", -14.2504], [""pitʃtʃ-"", -14.2817], [""putʃa-"", -14.5442], [""oʈ-"", -14.5644]]"
asauna	poʈʈ-	-14.7796	"[[""poʈʈ-"", -14.7796], [""patʃ-"", -15.0252], [""putʃ"", -15.1593], [""peʈʈi"", -16.3983], [""paːʈa-"", -16.4022], [""aɳʈʈ"", -16.7104], [""tʃuːʈ"", -16.9856], [""peːtʃ-"", -17.0074], [""paːʈu"", -17.0722], [""pitʃtʃ-"", -17.0757]]"
asaunak	paːʈu	-13.913	"[[""paːʈu"", -13.913], [""aʈʈu"", -15.8784], [""poʈʈ-"", -15.9265], [""-oːʈu"", -16.162], [""paːmpu"", -16.4245], [""po"", -16.4357], [""aːʈu"", -17.3239], [""patʃ-"", -17.559], [""paraɳʈu"", -17.6846], [""kuːʈu"", -17.8682]]"
asaunaka	paːʈu	-17.4184	"[[""paːʈu"", -17.4184], [""poʈʈ-"", -18.4618], [""tʃup"", -18.7193], [""aʈʈu"", -19.3838], [""-oːʈu"", -19.6594], [""putʃ"", -19.6668], [""paːmpu"", -19.9295], [""po"", -19.9426], [""patʃ-"", -20.5734], [""aːʈu"", -20.8298]]"
asaunakan	poʈʈ-	-20.5891	"[[""poʈʈ-"", -20.5891], [""paːʈu"", -20.9237], [""tʃup"", -22.2265], [""aʈʈu"", -22.8892], [""putʃ"", -23.1502], [""-oːʈu"", -23.1519], [""pitʃtʃ-"", -23.4133], [""patʃ-"", -23.4271], [""paːmpu"", -23.4343], [""po"", -23.4495]]"
asaunakana	poʈʈ-	-22.7526	"[[""poʈʈ-"", -22.7526], [""tʃuːʈ"", -24.3829], [""paːʈu"", -24.4255], [""tʃup"", -25.0415], [""putʃ"", -25.4301], [""-oːʈu"", -26.3664], [""pitʃtʃ-"", -26.372], [""aʈʈu"", -26.3915], [""patʃ-"", -26.5376], [""oʈ-"", -26.6875]]"
ase	piː	-8.3337	"[[""piː"", -8.3337], [""paɳ-"", -8.703], [""oʈ-"", -9.1389], [""puɭ"", -9.3632], [""peɳ"", -9.3632], [""puh"", -9.3632], [""pal"", -9.3632], [""pul"", -9.3632], [""po"", -9.3933], [""peːɻ-"", -10.5107]]"
asek	po	-7.009	"[[""po"", -7.009], [""puɻu"", -9.0784], [""pitu"", -9.3573], [""puɭ"", -10.3995], [""puh"", -10.3995], [""pul"", -10.3995], [""puːɳ"", -10.457], [""poːr"", -10.457], [""poːɻ"", -10.457], [""putʃ"", -10.4732]]"
aseka	putʃ	-10.3447	"[[""putʃ"", -10.3447], [""poʈʈ-"", -10.396], [""tʃup"", -10.4242], [""po"", -10.5153], [""-oː"", -11.6354], [""puɻu"", -12.3608], [""poːɻ"", -12.6404], [""puːɳ"", -12.6404], [""poːr"", -12.6404], [""pitu"", -12.8619]]"
asekan	poʈʈ-	-12.1865	"[[""poʈʈ-"", -12.1865], [""oʈ-"", -13.3696], [""putʃ"", -13.8255], [""tʃup"", -13.9313], [""po"", -14.0216], [""-oː"", -14.4601], [""puːɳ"", -15.3565], [""poːr"", -15.3565], [""poːɻ"", -15.3565], [""patʃ-"", -15.4091]]"
asekana	poʈʈ-	-13.664	"[[""poʈʈ-"", -13.664], [""putʃ"", -16.0282], [""tʃuːʈ"", -16.0837], [""oʈ-"", -16.1869], [""tʃup"", -16.742], [""po"", -17.527], [""-oː"", -17.5653], [""-oːʈu"", -17.8443], [""patʃ-"", -18.2195], [""koʈ-"", -18.2822]]"
asekanas	poʈʈ-	-13.3605	"[[""poʈʈ-"", -13.3605], [""uɻupp-"", -18.9101], [""tʃuːʈ-"", -18.915], [""oʈ-"", -19.0113], [""putʃ"", -19.5286], [""uʈump-"", -19.5365], [""tʃuːʈ"", -19.5899], [""tʃup"", -20.2495], [""-oːʈu"", -20.6843], [""-oː"", -20.7864]]"
asekanasi	poʈʈ-	-16.1857	"[[""poʈʈ-"", -16.1857], [""poːr"", -19.0074], [""uɻupp-"", -21.7354], [""tʃuːʈ-"", -21.7497], [""oʈ-"", -22.1169], [""uʈump-"", -22.3763], [""uːr"", -22.5198], [""iruppaj"", -22.5237], [""pokaj"", -22.8335], [""putʃ"", -23.0288]]"
asekanasis	poʈʈ-	-19.2912	"[[""poʈʈ-"", -19.2912], [""poːr"", -22.5141], [""uɻupp-"", -24.8407], [""tʃuːʈ-"", -24.8581], [""oʈ-"", -25.3387], [""uʈump-"", -25.4849], [""iruppaj"", -26.017], [""uːr"", -26.0264], [""pokaj"", -26.3391], [""putʃ"", -26.5288]]"
aser	puh	-9.3524	"[[""puh"", -9.3524], [""piː"", -11.2714], [""paɳ-"", -11.5182], [""jaːh"", -12.1429], [""oʈ-"", -12.2286], [""puɭ"", -12.5688], [""peɳ"", -12.5688], [""pul"", -12.5688], [""pal"", -12.5688], [""ih"", -12.6134]]"
asera	putʃ	-12.5618	"[[""putʃ"", -12.5618], [""puh"", -12.8404], [""kaʈ"", -13.8521], [""piː"", -14.2952], [""paɳ-"", -14.5079], [""paːʈa-"", -14.5712], [""paːʈu"", -14.6723], [""tʃuːʈ"", -14.685], [""poʈʈ-"", -15.0948], [""peʈʈi"", -15.3219]]"
aserat	peʈʈi	-12.5226	"[[""peʈʈi"", -12.5226], [""kuʈa"", -13.8501], [""appa"", -13.8956], [""kuɳʈa"", -13.9737], [""paːʈa-"", -14.6493], [""palatʃa"", -15.052], [""puʈala"", -15.3073], [""poʈʈ-"", -15.3463], [""paɻa"", -15.3862], [""patʃ-"", -15.3947]]"
aserate	paːʈa-	-14.1208	"[[""paːʈa-"", -14.1208], [""putʃa-"", -15.4159], [""peʈʈi"", -16.0273], [""piː"", -16.182], [""kaː"", -16.8779], [""kuʈa"", -17.3571], [""appa"", -17.4026], [""kuɳʈa"", -17.4808], [""patʃ-"", -18.0105], [""-aː"", -18.1383]]"
asi	poːr	-5.6219	"[[""poːr"", -5.6219], [""piːr"", -5.6219], [""pan̪"", -6.9581], [""pot̪"", -6.9581], [""pin̪"", -6.9581], [""paːraj"", -8.2693], [""piː"", -8.3337], [""-ar"", -8.4315], [""-aj"", -8.4315], [""aːj"", -8.4735]]"
asii	poːr	-7.9601	"[[""poːr"", -7.9601], [""piːr"", -7.9601], [""paːraj"", -8.8851], [""pan̪"", -9.5444], [""pot̪"", -9.5444], [""pin̪"", -9.5444], [""-ar"", -10.9065], [""-aj"", -10.9065], [""uːr"", -10.9312], [""aːj"", -10.9312]]"
asiip	piːr	-11.4661	"[[""piːr"", -11.4661], [""poːr"", -11.4661], [""paːraj"", -12.3151], [""pan̪"", -13.049], [""pin̪"", -13.049], [""pot̪"", -13.049], [""piːt̪-"", -13.9034], [""pera-"", -14.0395], [""piː"", -14.3361], [""-ar"", -14.4009]]"
asiipi	paːraj	-13.8914	"[[""paːraj"", -13.8914], [""piːr"", -13.911], [""poːr"", -13.911], [""pot̪"", -15.8493], [""pan̪"", -15.8493], [""pin̪"", -15.8493], [""piːt̪-"", -16.812], [""pera-"", -16.8125], [""-aj"", -17.007], [""-ar"", -17.007]]"
asiipin	paːraj	-17.3681	"[[""paːraj"", -17.3681], [""piːr"", -17.4178], [""poːr"", -17.4178], [""pan̪"", -19.3549], [""pin̪"", -19.3549], [""pot̪"", -19.3549], [""piːt̪-"", -19.4359], [""pera-"", -19.7255], [""kuːr-"", -19.9836], [""jaː-"", -20.0656]]"
asiipina	paːraj	-20.8448	"[[""paːraj"", -20.8448], [""poːr"", -20.9242], [""piːr"", -20.9242], [""piːt̪-"", -22.4707], [""putʃ"", -22.4813], [""pera-"", -22.7566], [""pin̪"", -22.8599], [""pot̪"", -22.8599], [""pan̪"", -22.8599], [""jaː-"", -22.9019]]"
asiipinam	paːraj	-24.3215	"[[""paːraj"", -24.3215], [""poːr"", -24.4301], [""piːr"", -24.4301], [""jaɳʈ-"", -24.9207], [""poʈʈ-"", -25.2602], [""patʃ-"", -25.3172], [""piːt̪-"", -25.6478], [""peːtʃ-"", -25.7047], [""jaː-"", -25.8489], [""pera-"", -25.8716]]"
asiipinama	jaɳʈ-	-27.7353	"[[""jaɳʈ-"", -27.7353], [""paːraj"", -27.7983], [""poʈʈ-"", -27.8678], [""piːr"", -27.9353], [""poːr"", -27.9353], [""patʃ-"", -28.1372], [""peːtʃ-"", -28.5348], [""putʃ"", -28.5502], [""paːʈa-"", -28.7545], [""jaː-"", -28.8776]]"
asir	poːr	-9.1256	"[[""poːr"", -9.1256], [""piːr"", -9.1256], [""puh"", -9.3524], [""jaːh"", -10.3131], [""pon̪ku"", -10.4046], [""aʈan̪k"", -10.4169], [""pan̪"", -10.4591], [""pot̪"", -10.4591], [""pin̪"", -10.4591], [""piː"", -11.2714]]"
asiru	poːr	-12.6271	"[[""poːr"", -12.6271], [""piːr"", -12.6271], [""puh"", -12.8498], [""pon̪ku"", -13.2338], [""aʈan̪k-"", -13.2729], [""en̪k-"", -13.2795], [""jaːh"", -13.8121], [""aʈan̪k"", -13.924], [""pan̪"", -13.9583], [""pot̪"", -13.9583]]"
asirut	paɻa	-15.66	"[[""paɻa"", -15.66], [""puli"", -15.8319], [""pula"", -15.8319], [""piːr"", -15.9017], [""paːraj"", -15.9721], [""aʈan̪k-"", -16.096], [""en̪k-"", -16.1026], [""poːr"", -16.1261], [""pokaɭ-"", -16.1527], [""pan̪ti"", -16.1879]]"
asirute	pera-	-16.0629	"[[""pera-"", -16.0629], [""put̪a-"", -16.8043], [""piː"", -16.8635], [""kaː"", -16.8779], [""-aː"", -18.1383], [""pokaɭ-"", -18.4002], [""piɻi-"", -18.497], [""paɻa-"", -18.497], [""paːraj"", -18.829], [""piːr"", -18.9532]]"
asis	piːr	-9.1256	"[[""piːr"", -9.1256], [""poːr"", -9.1256], [""pin̪"", -10.4591], [""pot̪"", -10.4591], [""pan̪"", -10.4591], [""piː"", -11.2714], [""paːraj"", -11.4039], [""paɳ-"", -11.5182], [""pera-"", -11.7646], [""piːt̪-"", -11.8246]]"
asisi	piːr	-11.0421	"[[""piːr"", -11.0421], [""poːr"", -11.0421], [""paːraj"", -11.7277], [""pot̪"", -12.8575], [""pan̪"", -12.8575], [""pin̪"", -12.8575], [""-ar"", -14.0854], [""-aj"", -14.0854], [""uːr"", -14.1121], [""aːj"", -14.1121]]"
asisir	piːr	-14.5483	"[[""piːr"", -14.5483], [""poːr"", -14.5483], [""paːraj"", -15.1737], [""jaːh"", -15.1925], [""puh"", -15.8601], [""pon̪ku"", -16.2841], [""aʈan̪k"", -16.2943], [""pin̪"", -16.3621], [""pot̪"", -16.3621], [""pan̪"", -16.3621]]"
ata	piː	-2.8521	"[[""piː"", -2.8521], [""peʈʈi"", -3.4374], [""paɳ-"", -5.5959], [""paɻa-"", -5.6063], [""piɻi-"", -5.6063], [""pera-"", -5.6063], [""peːɻ-"", -5.6194], [""piːr"", -5.6371], [""paːl"", -5.6371], [""-aː"", -5.7094]]"
atai	piːr	-2.848	"[[""piːr"", -2.848], [""paːraj"", -5.5863], [""piː"", -5.675], [""patʃ-"", -6.2167], [""peʈʈi"", -6.2394], [""peːn̪"", -6.2408], [""peːtʃ-"", -6.2599], [""tʃeːr"", -6.3248], [""aːj"", -6.3559], [""-ar"", -6.357]]"
ataiΘ	piːr	-6.3531	"[[""piːr"", -6.3531], [""paːraj"", -8.6924], [""piː"", -8.7797], [""pera-"", -9.0171], [""peːtʃ-"", -9.0296], [""patʃ-"", -9.0389], [""piːt̪-"", -9.0628], [""peʈʈi"", -9.328], [""peːn̪"", -9.667], [""tʃir-"", -9.8294]]"
ataiΘu	piːr	-9.8572	"[[""piːr"", -9.8572], [""pera-"", -11.7656], [""piːt̪-"", -11.8596], [""paːraj"", -11.9059], [""piː"", -12.0007], [""peːtʃ-"", -12.066], [""patʃ-"", -12.1342], [""peʈʈi"", -12.5343], [""tʃir-"", -12.6538], [""tʃij-"", -12.6538]]"
ataiΘuj	piːr	-13.3605	"[[""piːr"", -13.3605], [""pera-"", -14.7224], [""piːt̪-"", -14.9205], [""paːraj"", -15.1794], [""peːtʃ-"", -15.207], [""piː"", -15.2856], [""patʃ-"", -15.3434], [""tʃir-"", -15.7593], [""tʃij-"", -15.7593], [""ir-"", -15.7938]]"
ataiΘuja	piːr	-16.8629	"[[""piːr"", -16.8629], [""peʈʈi"", -17.3196], [""pera-"", -17.7981], [""piːt̪-"", -18.0885], [""paːʈa-"", -18.3227], [""peːtʃ-"", -18.3317], [""paːraj"", -18.4914], [""patʃ-"", -18.599], [""piː"", -18.611], [""paːʈu"", -18.6454]]"
ataiΘw	piːr	-9.8572	"[[""piːr"", -9.8572], [""pera-"", -11.7656], [""piːt̪-"", -11.8596], [""paːraj"", -11.9059], [""piː"", -12.0007], [""peːtʃ-"", -12.066], [""patʃ-"", -12.1342], [""peʈʈi"", -12.5343], [""tʃir-"", -12.6538], [""tʃij-"", -12.6538]]"
ataiΘwa	piːr	-13.3605	"[[""piːr"", -13.3605], [""peʈʈi"", -13.8423], [""pera-"", -14.7224], [""piːt̪-"", -14.9205], [""paːʈa-"", -15.1309], [""peːtʃ-"", -15.1392], [""paːraj"", -15.1794], [""piː"", -15.2855], [""patʃ-"", -15.3258], [""paːʈu"", -15.3734]]"
ataiΘwae	peʈʈi	-16.7134	"[[""peʈʈi"", -16.7134], [""piːr"", -16.8629], [""peːtʃ-"", -16.948], [""paːʈa-"", -17.4781], [""pera-"", -17.7981], [""patʃ-"", -17.9754], [""piːt̪-"", -18.0885], [""paːʈu"", -18.2285], [""paːraj"", -18.4914], [""pitʃtʃ-"", -18.5593]]"
ataiΘwaea	peʈʈi	-19.3589	"[[""peʈʈi"", -19.3589], [""peːtʃ-"", -19.8394], [""paːʈa-"", -20.0918], [""piːr"", -20.3645], [""pera-"", -20.9504], [""paːʈu"", -20.9637], [""patʃ-"", -21.0198], [""piːt̪-"", -21.314], [""pitʃtʃ-"", -21.3905], [""paraɳʈu"", -21.781]]"
ataiΘwaead	peʈʈi	-22.4105	"[[""peʈʈi"", -22.4105], [""peːtʃ-"", -22.5364], [""paːʈa-"", -22.8991], [""pitʃtʃ-"", -23.7982], [""piːr"", -23.8653], [""patʃ-"", -23.951], [""paːʈu"", -24.0399], [""pera-"", -24.1563], [""poʈʈ-"", -24.3933], [""piːt̪-"", -24.5749]]"
