lost	top1_known	score	top10
inamasi	jaɳʈ-	-17.5668	"[[""jaɳʈ-"", -17.5668], [""piːr"", -18.0319], [""poːr"", -18.0319], [""poʈʈ-"", -18.211], [""aɳʈʈ-"", -18.9076], [""patʃ-"", -18.9458], [""muːʈʈaj"", -19.2428], [""iruppaj"", -19.2746], [""jaː-"", -19.4108], [""pan̪"", -19.8679]]"
inamasir	jaːh	-20.6568	"[[""jaːh"", -20.6568], [""jaɳʈ-"", -20.7561], [""poʈʈ-"", -21.3098], [""poːr"", -21.5373], [""piːr"", -21.5373], [""aɳʈʈ-"", -22.0135], [""patʃ-"", -22.0496], [""aʈan̪k"", -22.0505], [""puh"", -22.4084], [""jaː-"", -22.4842]]"
inamasiru	jaɳʈ-	-24.0221	"[[""jaɳʈ-"", -24.0221], [""jaːh"", -24.1631], [""poʈʈ-"", -24.5237], [""aʈan̪k-"", -24.9063], [""poːr"", -25.0417], [""piːr"", -25.0417], [""aɳʈʈ-"", -25.2348], [""patʃ-"", -25.2683], [""aʈan̪k"", -25.5576], [""jaː-"", -25.6014]]"
inamasirut	peʈʈi	-26.5054	"[[""peʈʈi"", -26.5054], [""appa"", -26.8827], [""jaɳʈ-"", -27.3331], [""jaːh"", -27.6281], [""aʈan̪k-"", -27.7296], [""poʈʈ-"", -27.8008], [""ajja"", -27.849], [""tʃukka"", -27.9953], [""paːraj"", -28.3761], [""piːr"", -28.4494]]"
inu	jaː-	-8.2249	"[[""jaː-"", -8.2249], [""jAm"", -8.3525], [""oj-"", -9.1389], [""ir-"", -9.1389], [""ir"", -10.4301], [""-oː"", -10.5658], [""-aː"", -10.5658], [""jaɳʈ-"", -10.9266], [""aː-"", -10.9926], [""jaːh"", -11.0275]]"
inui	jaː-	-10.7289	"[[""jaː-"", -10.7289], [""jAm"", -11.2283], [""-aj"", -11.3198], [""-ar"", -11.3198], [""uːr"", -11.3574], [""aːj"", -11.3574], [""-maj"", -11.5285], [""jaːn̪"", -11.6272], [""kaːj"", -12.1428], [""poːr"", -12.1428]]"
inuin	jaː-	-13.4542	"[[""jaː-"", -13.4542], [""jAm"", -14.2073], [""oj-"", -14.7759], [""ir-"", -14.7759], [""-aj"", -14.8074], [""-ar"", -14.8074], [""aːj"", -14.8631], [""uːr"", -14.8631], [""kuːr-"", -14.9948], [""-maj"", -15.0319]]"
inuina	jaː-	-16.3112	"[[""jaː-"", -16.3112], [""jAm"", -17.2798], [""jaːʈu"", -17.5848], [""oj-"", -17.8053], [""ir-"", -17.8053], [""kuːr-"", -17.8179], [""-ar"", -18.2911], [""-aj"", -18.2911], [""aːj"", -18.368], [""uːr"", -18.368]]"
inuinai	jaɳʈ-	-18.356	"[[""jaɳʈ-"", -18.356], [""jaː-"", -19.2667], [""jaːn̪"", -20.1597], [""piːr"", -20.2556], [""poːr"", -20.2556], [""jAm"", -20.4067], [""jaːʈu"", -20.4192], [""-aj"", -20.4297], [""-ar"", -20.4297], [""aːj"", -20.4551]]"
inuinaid	jaɳʈ-	-21.1828	"[[""jaɳʈ-"", -21.1828], [""jaː-"", -22.2923], [""kuːr-"", -23.3395], [""jaːʈu"", -23.5191], [""jAm"", -23.5738], [""t̪ah(r)"", -23.6265], [""jaːn̪"", -23.6316], [""koːʈ-"", -23.6483], [""kuːʈ-"", -23.6483], [""poːr"", -23.7581]]"
inuinaida	jaɳʈ-	-24.2767	"[[""jaɳʈ-"", -24.2767], [""jaː-"", -25.3706], [""jaːʈu"", -26.19], [""aɳʈʈ"", -26.3126], [""kuːr-"", -26.3431], [""t̪ah(r)"", -26.5689], [""koːʈ-"", -26.7384], [""kuːʈ-"", -26.7384], [""jAm"", -26.78], [""putʃ"", -26.8678]]"
inuinaidaj	jaɳʈ-	-27.0711	"[[""jaɳʈ-"", -27.0711], [""jaː-"", -28.4923], [""poʈʈ-"", -28.6899], [""aɳʈʈ-"", -29.1449], [""jaːʈu"", -29.2451], [""koːʈ-"", -29.4381], [""kuːʈ-"", -29.4381], [""kuːr-"", -29.5168], [""patʃ-"", -29.6882], [""t̪ah(r)"", -29.7164]]"
inuj	jaː-	-10.7311	"[[""jaː-"", -10.7311], [""jAm"", -11.2927], [""ir-"", -12.2286], [""oj-"", -12.2286], [""-oː"", -13.3352], [""-aː"", -13.3352], [""jaɳʈ-"", -13.6186], [""aː-"", -13.659], [""jaːm"", -13.8483], [""jaːɭ"", -13.8483]]"
inuja	jaː-	-13.4909	"[[""jaː-"", -13.4909], [""jAm"", -14.3589], [""jaːʈu"", -14.6742], [""ir-"", -15.4346], [""oj-"", -15.4346], [""jaɳʈ-"", -15.5676], [""kaʈ"", -16.0405], [""-oː"", -16.2599], [""-aː"", -16.2599], [""aː-"", -16.5233]]"
inujas	jaɳʈ-	-15.4099	"[[""jaɳʈ-"", -15.4099], [""jaː-"", -16.4011], [""jAm"", -17.5052], [""jaːʈu"", -17.5063], [""kuːʈ-"", -17.8244], [""koːʈ-"", -17.8244], [""oʈ-"", -18.6931], [""ir-"", -18.7045], [""oj-"", -18.7045], [""koʈ-"", -18.8864]]"
inujasa	jaɳʈ-	-18.2244	"[[""jaɳʈ-"", -18.2244], [""jaː-"", -19.4112], [""aɳʈʈ"", -19.5367], [""jaːʈu"", -20.0866], [""putʃ"", -20.2733], [""koːʈ-"", -20.6289], [""kuːʈ-"", -20.6289], [""jAm"", -20.707], [""tʃuːʈ"", -21.2431], [""oʈ-"", -21.5329]]"
inujasas	jaɳʈ-	-20.9276	"[[""jaɳʈ-"", -20.9276], [""poʈʈ-"", -21.9832], [""aɳʈʈ-"", -22.3793], [""jaː-"", -22.4923], [""aɳʈʈ"", -23.0425], [""patʃ-"", -23.1046], [""jaːʈu"", -23.1182], [""kuːʈ-"", -23.1468], [""koːʈ-"", -23.1468], [""putʃ"", -23.7762]]"
inujasasa	jaɳʈ-	-23.9905	"[[""jaɳʈ-"", -23.9905], [""poʈʈ-"", -24.7081], [""aɳʈʈ-"", -25.1884], [""aɳʈʈ"", -25.2968], [""jaː-"", -25.6268], [""putʃ"", -25.9056], [""patʃ-"", -25.9144], [""jaːʈu"", -26.0222], [""koːʈ-"", -26.1585], [""kuːʈ-"", -26.1585]]"
inujasasar	poʈʈ-	-26.2669	"[[""poʈʈ-"", -26.2669], [""jaɳʈ-"", -26.9987], [""jaːh"", -27.1926], [""aɳʈʈ-"", -27.7062], [""patʃ-"", -28.3569], [""jaː-"", -28.8027], [""aɳʈʈ"", -28.8038], [""koːʈ-"", -29.0264], [""kuːʈ-"", -29.0264], [""tʃuːʈ-"", -29.1139]]"
inw	jaː-	-8.2249	"[[""jaː-"", -8.2249], [""jAm"", -8.3525], [""oj-"", -9.1389], [""ir-"", -9.1389], [""ir"", -10.4301], [""-oː"", -10.5658], [""-aː"", -10.5658], [""jaɳʈ-"", -10.9266], [""aː-"", -10.9926], [""jaːh"", -11.0275]]"
inwa	jaː-	-10.7311	"[[""jaː-"", -10.7311], [""jAm"", -11.2927], [""jaːʈu"", -11.7402], [""oj-"", -12.2286], [""ir-"", -12.2286], [""jaɳʈ-"", -12.4836], [""kaʈ"", -12.8319], [""-aː"", -13.3352], [""-oː"", -13.3352], [""aː-"", -13.659]]"
inwaz	jaɳʈ-	-12.2078	"[[""jaɳʈ-"", -12.2078], [""-aːl"", -13.331], [""jaː-"", -13.4909], [""paːl"", -13.6764], [""pul"", -13.8528], [""pal"", -13.8528], [""jaːn̪"", -13.9125], [""jAm"", -14.3589], [""-il"", -14.3659], [""eːl"", -14.4013]]"
inwaza	putʃ	-13.8504	"[[""putʃ"", -13.8504], [""jaɳʈ-"", -15.0194], [""aɲtʃ"", -16.0007], [""aɳʈʈ"", -16.3284], [""jaː-"", -16.4011], [""tʃup"", -16.6779], [""-aːl"", -16.8359], [""peːtʃ-"", -17.0306], [""jaːn̪"", -17.0483], [""jaːʈu"", -17.0527]]"
inwazaΦ	peːtʃ-	-16.5295	"[[""peːtʃ-"", -16.5295], [""patʃ-"", -16.7058], [""putʃ"", -17.3574], [""pitʃtʃ-"", -17.3687], [""kutʃtʃ-"", -17.6041], [""jaɳʈ-"", -17.6857], [""poʈʈ-"", -18.6675], [""aɲtʃ-"", -18.8499], [""katʃ-"", -18.8854], [""wetʃ-"", -18.8854]]"
inwazaΦn	peːtʃ-	-19.3529	"[[""peːtʃ-"", -19.3529], [""patʃ-"", -19.5294], [""pitʃtʃ-"", -20.1619], [""kutʃtʃ-"", -20.4231], [""jaɳʈ-"", -20.7427], [""putʃ"", -20.8643], [""poʈʈ-"", -21.4908], [""aɲtʃ-"", -21.6762], [""mitʃ-"", -21.7118], [""wetʃ-"", -21.7118]]"
inwazaΦni	tʃeːr	-22.3275	"[[""tʃeːr"", -22.3275], [""peːtʃ-"", -22.4579], [""jaːn̪"", -22.4634], [""patʃ-"", -22.6345], [""pitʃtʃ-"", -23.2369], [""tʃaj"", -23.3641], [""tʃij"", -23.3641], [""tʃir"", -23.3641], [""kutʃtʃ-"", -23.5239], [""jaːn̪aj"", -23.6787]]"
ipi	jaː-	-8.2188	"[[""jaː-"", -8.2188], [""jAm"", -8.2415], [""-ar"", -8.4278], [""-aj"", -8.4278], [""uːr"", -8.4697], [""aːj"", -8.4697], [""-maj"", -8.7199], [""jaːn̪"", -9.0087], [""ir"", -9.1137], [""oj-"", -9.1167]]"
ipin	jaː-	-10.6549	"[[""jaː-"", -10.6549], [""jAm"", -11.0658], [""ir-"", -11.5629], [""oj-"", -11.5629], [""-aj"", -11.906], [""-ar"", -11.906], [""uːr"", -11.9746], [""aːj"", -11.9746], [""-maj"", -12.2217], [""jaːn̪"", -12.3863]]"
ipina	jaː-	-13.333	"[[""jaː-"", -13.333], [""jAm"", -14.0492], [""jaːʈu"", -14.4516], [""oj-"", -14.5644], [""ir-"", -14.5644], [""jaɳʈ-"", -15.2438], [""kuːr-"", -15.3459], [""-ar"", -15.3775], [""-aj"", -15.3775], [""koj-"", -15.3874]]"
ipinam	jaɳʈ-	-15.0175	"[[""jaɳʈ-"", -15.0175], [""jaː-"", -16.1739], [""jAm"", -17.1364], [""jaːʈu"", -17.2788], [""ir-"", -17.7354], [""oj-"", -17.7354], [""kuːʈ-"", -17.8244], [""koːʈ-"", -17.8244], [""kuːr-"", -18.4465], [""koj-"", -18.4958]]"
ipinama	jaɳʈ-	-17.8298	"[[""jaɳʈ-"", -17.8298], [""jaː-"", -19.1284], [""aɳʈʈ"", -19.5367], [""jaːʈu"", -19.8002], [""putʃ"", -20.2733], [""jAm"", -20.2944], [""kuːʈ-"", -20.6289], [""koːʈ-"", -20.6289], [""oj-"", -20.9899], [""ir-"", -20.9899]]"
ipinamai	jaɳʈ-	-20.4975	"[[""jaɳʈ-"", -20.4975], [""muːʈʈaj"", -21.7682], [""iruppaj"", -21.8609], [""poʈʈ-"", -21.9832], [""piːr"", -22.1358], [""poːr"", -22.1358], [""jaː-"", -22.165], [""aɳʈʈ-"", -22.3793], [""jaːʈu"", -22.8168], [""aɳʈʈ"", -23.0425]]"
ipinamain	jaɳʈ-	-23.5549	"[[""jaɳʈ-"", -23.5549], [""poʈʈ-"", -24.8079], [""aɳʈʈ-"", -25.2083], [""muːʈʈaj"", -25.2497], [""jaː-"", -25.2599], [""iruppaj"", -25.3431], [""poːr"", -25.6405], [""piːr"", -25.6405], [""patʃ-"", -25.9373], [""jaːʈu"", -25.9927]]"
ipinamaina	jaɳʈ-	-26.748	"[[""jaɳʈ-"", -26.748], [""poʈʈ-"", -27.839], [""aɳʈʈ-"", -28.3015], [""jaː-"", -28.3979], [""muːʈʈaj"", -28.6519], [""iruppaj"", -28.764], [""aɳʈʈ"", -28.803], [""jaːʈu"", -28.925], [""patʃ-"", -29.0228], [""piːr"", -29.1434]]"
ipinamas	jaɳʈ-	-20.4975	"[[""jaɳʈ-"", -20.4975], [""poʈʈ-"", -21.9832], [""jaː-"", -22.1652], [""aɳʈʈ-"", -22.3793], [""jaːʈu"", -22.8169], [""aɳʈʈ"", -23.0425], [""patʃ-"", -23.1046], [""kuːʈ-"", -23.1468], [""koːʈ-"", -23.1468], [""jAm"", -23.5034]]"
ipinamasi	jaɳʈ-	-23.5549	"[[""jaɳʈ-"", -23.5549], [""muːʈʈaj"", -24.6219], [""iruppaj"", -24.736], [""poʈʈ-"", -24.8079], [""piːr"", -25.0034], [""poːr"", -25.0034], [""aɳʈʈ-"", -25.2083], [""jaː-"", -25.2637], [""patʃ-"", -25.9373], [""jaːʈu"", -25.9932]]"
ipinamasir	jaːh	-26.7218	"[[""jaːh"", -26.7218], [""jaɳʈ-"", -26.753], [""poʈʈ-"", -27.9097], [""muːʈʈaj"", -28.1157], [""iruppaj"", -28.2298], [""aɳʈʈ-"", -28.3149], [""jaː-"", -28.4075], [""piːr"", -28.5089], [""poːr"", -28.5089], [""aʈan̪k"", -28.6217]]"
ira	kaʈ	-6.8955	"[[""kaʈ"", -6.8955], [""jaːh"", -6.9651], [""jaː-"", -8.2249], [""jAm"", -8.3525], [""jaːʈu"", -9.0291], [""koː"", -9.1032], [""kaː"", -9.1032], [""oj-"", -9.1389], [""ir-"", -9.1389], [""kaʈ-"", -9.3661]]"
iru	jaːh	-6.9651	"[[""jaːh"", -6.9651], [""jaː-"", -8.2249], [""jAm"", -8.3525], [""koː"", -9.1032], [""kaː"", -9.1032], [""ir-"", -9.1389], [""oj-"", -9.1389], [""kaː-"", -9.6912], [""koj-"", -9.721], [""kaj"", -9.7665]]"
irut	kale	-9.3773	"[[""kale"", -9.3773], [""kaɻi"", -9.3773], [""kiɭi"", -9.3773], [""kuʈa"", -9.7752], [""kuɻa"", -9.7752], [""jaːh"", -9.7805], [""jaː-"", -9.9109], [""kaː-"", -10.229], [""kaː"", -10.2797], [""akka"", -10.3137]]"
irute	kaː	-9.8638	"[[""kaː"", -9.8638], [""-aː"", -11.6354], [""jaː-"", -12.0124], [""kaː-"", -12.137], [""jaːh"", -12.4119], [""kaɭ-"", -12.5669], [""kaʈ-"", -12.5669], [""kiɭi"", -12.5926], [""kaɻi"", -12.5926], [""kale"", -12.5926]]"
irutei	kaːr	-9.8597	"[[""kaːr"", -9.8597], [""kaːj"", -9.8597], [""kaj"", -10.5142], [""kej"", -10.5142], [""-ar"", -12.2867], [""-aj"", -12.2867], [""jaː-"", -12.6522], [""kaː-"", -12.6625], [""kaː"", -12.6882], [""jaːn̪"", -13.2448]]"
iruteid	kaːr	-13.3647	"[[""kaːr"", -13.3647], [""kaːj"", -13.3647], [""kaj"", -14.0215], [""kej"", -14.0215], [""jaː-"", -15.1148], [""kaː-"", -15.1202], [""kaː"", -15.7938], [""-ar"", -15.7938], [""-aj"", -15.7938], [""jaːn̪"", -16.6715]]"
iruteidi	kaːj	-15.5001	"[[""kaːj"", -15.5001], [""kaːr"", -15.5001], [""kej"", -16.8369], [""kaj"", -16.8369], [""kerri"", -17.4052], [""jaː-"", -17.9469], [""kaː-"", -17.9509], [""-aj"", -18.6082], [""-ar"", -18.6082], [""jaːn̪"", -18.7016]]"
isi	jaː-	-8.2188	"[[""jaː-"", -8.2188], [""jAm"", -8.2415], [""-ar"", -8.4278], [""-aj"", -8.4278], [""uːr"", -8.4697], [""aːj"", -8.4697], [""-maj"", -8.7199], [""jaːn̪"", -9.0087], [""ir"", -9.1137], [""oj-"", -9.1167]]"
isir	jaːh	-8.2204	"[[""jaːh"", -8.2204], [""jaː-"", -10.6549], [""jAm"", -11.0658], [""ir-"", -11.5629], [""oj-"", -11.5629], [""-n̪kk"", -11.7491], [""-aj"", -11.906], [""-ar"", -11.906], [""uːr"", -11.9746], [""aːj"", -11.9746]]"
ite	jaː-	-5.2066	"[[""jaː-"", -5.2066], [""jaːm"", -5.6375], [""jaːɭ"", -5.6375], [""jaːh"", -5.6375], [""-aː"", -5.7094], [""jaɳʈ-"", -6.2661], [""jaːn̪"", -6.2692], [""jaːʈu"", -6.2692], [""jaːtu"", -6.2692], [""ʋiːɖu"", -6.2692]]"
ites	jaː-	-5.6553	"[[""jaː-"", -5.6553], [""jaːm"", -8.3501], [""jaːh"", -8.3501], [""jaːɭ"", -8.3501], [""-aː"", -8.5318], [""jaɳʈ-"", -8.698], [""jaːn̪"", -8.7007], [""ʋiːɖu"", -8.7007], [""jaːʈu"", -8.7007], [""jaːtu"", -8.7007]]"
itesi	jaː-	-8.1096	"[[""jaː-"", -8.1096], [""jaːn̪"", -8.9623], [""aːj"", -9.1805], [""n̪iːr"", -9.8116], [""t̪eːr"", -9.8116], [""-ar"", -9.8601], [""-aj"", -9.8601], [""ʋeriɡ"", -10.4675], [""ir"", -10.5153], [""jaːn̪aj"", -10.6825]]"
itesir	jaːh	-8.7771	"[[""jaːh"", -8.7771], [""jaː-"", -10.9392], [""jaːn̪"", -12.4194], [""aːj"", -12.6866], [""ʋeriɡ"", -13.2741], [""n̪iːr"", -13.3177], [""t̪eːr"", -13.3177], [""ir-"", -13.3626], [""-ar"", -13.3672], [""-aj"", -13.3672]]"
itesira	jaːh	-12.2836	"[[""jaːh"", -12.2836], [""jaː-"", -13.9435], [""jaːʈu"", -15.3942], [""jaːn̪"", -15.8664], [""ir-"", -16.1903], [""aːj"", -16.1923], [""en̪k-"", -16.3572], [""ʋeriɡ"", -16.364], [""n̪iːr"", -16.8233], [""t̪eːr"", -16.8233]]"
itet	jaː-	-5.6474	"[[""jaː-"", -5.6474], [""jaːm"", -8.239], [""jaːh"", -8.239], [""jaːɭ"", -8.239], [""-aː"", -8.5088], [""jaɳʈ-"", -8.6882], [""jaːn̪"", -8.6909], [""ʋiːɖu"", -8.6909], [""jaːʈu"", -8.6909], [""jaːtu"", -8.6909]]"
itete	jaː-	-8.0941	"[[""jaː-"", -8.0941], [""-aː"", -10.9472], [""jaːɭ"", -11.0633], [""jaːm"", -11.0633], [""jaːh"", -11.0633], [""jaɳʈ-"", -11.3576], [""jaːn̪"", -11.3599], [""jaːtu"", -11.3599], [""ʋiːɖu"", -11.3599], [""jaːʈu"", -11.3599]]"
iteter	jaːh	-8.4874	"[[""jaːh"", -8.4874], [""jaː-"", -10.7771], [""ih"", -13.333], [""ah"", -13.333], [""n̪ah"", -13.9025], [""-aː"", -13.9498], [""jaːm"", -14.0467], [""jaːɭ"", -14.0467], [""jaɳʈ-"", -14.2467], [""jaːn̪"", -14.2489]]"
itetere	jaːh	-11.9935	"[[""jaːh"", -11.9935], [""jaː-"", -13.6769], [""n̪ah-"", -16.7531], [""ih"", -16.8402], [""ah"", -16.8402], [""-aː"", -17.1233], [""jaːɭ"", -17.1338], [""jaːm"", -17.1338], [""aː-"", -17.1859], [""jaɳʈ-"", -17.2713]]"
iteterep	jaːh	-15.4992	"[[""jaːh"", -15.4992], [""jaː-"", -16.7115], [""n̪ah-"", -19.5792], [""aː-"", -20.2208], [""jaːm"", -20.2918], [""jaːɭ"", -20.2918], [""ah"", -20.3474], [""ih"", -20.3474], [""-aː"", -20.3808], [""jaɳʈ-"", -20.3841]]"
iti	-ar	-2.853	"[[""-ar"", -2.853], [""-aj"", -2.853], [""ʋeriɡ"", -3.4676], [""ir"", -3.5027], [""jaːn̪"", -4.048], [""n̪ej"", -4.134], [""jaː-"", -5.2063], [""jaːm"", -5.6371], [""jaːɭ"", -5.6371], [""jaːh"", -5.6371]]"
itu	jaː-	-5.2066	"[[""jaː-"", -5.2066], [""jaːm"", -5.6375], [""jaːɭ"", -5.6375], [""jaːh"", -5.6375], [""-aː"", -5.7094], [""jaɳʈ-"", -6.2661], [""jaːn̪"", -6.2692], [""jaːʈu"", -6.2692], [""jaːtu"", -6.2692], [""ʋiːɖu"", -6.2692]]"
ituj	jaː-	-5.6553	"[[""jaː-"", -5.6553], [""jaːm"", -8.3501], [""jaːh"", -8.3501], [""jaːɭ"", -8.3501], [""-aː"", -8.5318], [""jaɳʈ-"", -8.698], [""jaːn̪"", -8.7007], [""ʋiːɖu"", -8.7007], [""jaːʈu"", -8.7007], [""jaːtu"", -8.7007]]"
ituja	jaː-	-8.1096	"[[""jaː-"", -8.1096], [""jaːʈu"", -9.0914], [""jaɳʈ-"", -11.2888], [""jaːh"", -11.2905], [""jaːɭ"", -11.2905], [""jaːm"", -11.2905], [""jaːn̪"", -11.5168], [""jaːtu"", -11.5168], [""ʋiːɖu"", -11.5168], [""aː-"", -11.6167]]"
itujas	jaː-	-10.9393	"[[""jaː-"", -10.9393], [""jaːʈu"", -11.9209], [""jaɳʈ-"", -12.1418], [""jaːm"", -14.3568], [""jaːɭ"", -14.3568], [""jaːh"", -14.3568], [""aː-"", -14.4471], [""jaːtu"", -14.5099], [""ʋiːɖu"", -14.5099], [""jaːn̪"", -14.5099]]"
iΘt	jaː-	-6.7301	"[[""jaː-"", -6.7301], [""eri"", -6.9216], [""jaːh"", -6.9667], [""jaːm"", -6.9667], [""jaːɭ"", -6.9667], [""jAm"", -8.3525], [""ir-"", -8.9096], [""-aː"", -8.9644], [""ʋeriɡ"", -9.0488], [""-ar"", -9.0909]]"
iΘti	-aj	-5.6761	"[[""-aj"", -5.6761], [""-ar"", -5.6761], [""ʋeriɡ"", -6.972], [""ir"", -7.0099], [""jaːn̪"", -7.5453], [""n̪ej"", -7.5815], [""-maj"", -8.4295], [""-aː"", -8.5318], [""jaːn̪aj"", -8.5615], [""jaː-"", -8.6328]]"
iΘtij	jaː-	-9.1551	"[[""jaː-"", -9.1551], [""-aj"", -9.1832], [""-ar"", -9.1832], [""ʋeriɡ"", -9.7736], [""ir-"", -9.8634], [""ir"", -10.5171], [""jaːn̪"", -10.8641], [""n̪ej"", -11.0886], [""-aː"", -11.3554], [""jaːm"", -11.8535]]"
iΘtija	jaː-	-11.6123	"[[""jaː-"", -11.6123], [""jaːʈu"", -12.5956], [""ir-"", -12.688], [""-aj"", -12.6904], [""-ar"", -12.6904], [""ʋeriɡ"", -12.8618], [""ir"", -14.0243], [""jaːn̪"", -14.1402], [""-aː"", -14.4601], [""n̪ej"", -14.5957]]"
iΘtijas	jaː-	-14.4427	"[[""jaː-"", -14.4427], [""jaːʈu"", -15.4251], [""jaɳʈ-"", -15.6207], [""ir-"", -15.7936], [""ʋeriɡ"", -16.0677], [""-ar"", -16.1975], [""-aj"", -16.1975], [""jaːn̪"", -17.402], [""ir"", -17.5315], [""-aː"", -17.6807]]"
iΘtijasa	jaː-	-17.4473	"[[""jaː-"", -17.4473], [""jaːʈu"", -18.0484], [""jaɳʈ-"", -18.4537], [""ir-"", -19.0153], [""ʋeriɡ"", -19.3383], [""-ar"", -19.7046], [""-aj"", -19.7046], [""aɳʈʈ"", -19.812], [""iruppaj"", -20.1139], [""jaːɳʈu"", -20.5387]]"
iΘtijasas	jaː-	-20.5541	"[[""jaː-"", -20.5541], [""jaːʈu"", -21.0924], [""jaɳʈ-"", -21.155], [""ir-"", -22.3008], [""aɳʈʈ-"", -22.6111], [""ʋeriɡ"", -22.6498], [""iruppaj"", -22.9428], [""-ar"", -23.2117], [""-aj"", -23.2117], [""aɳʈʈ"", -23.3179]]"
iΘtijasasa	jaː-	-23.7283	"[[""jaː-"", -23.7283], [""jaːʈu"", -24.051], [""jaɳʈ-"", -24.2161], [""iruppaj"", -25.406], [""aɳʈʈ-"", -25.4418], [""aɳʈʈ"", -25.5706], [""ir-"", -25.6269], [""ʋeriɡ"", -25.9896], [""appa"", -26.3866], [""aʈʈu"", -26.3866]]"
iΘu	jaː-	-8.2249	"[[""jaː-"", -8.2249], [""jAm"", -8.3525], [""oj-"", -9.1389], [""ir-"", -9.1389], [""ir"", -10.4301], [""-oː"", -10.5658], [""-aː"", -10.5658], [""jaɳʈ-"", -10.9266], [""aː-"", -10.9926], [""jaːh"", -11.0275]]"
iΘuj	jaː-	-10.7311	"[[""jaː-"", -10.7311], [""jAm"", -11.2927], [""ir-"", -12.2286], [""oj-"", -12.2286], [""-oː"", -13.3352], [""-aː"", -13.3352], [""jaɳʈ-"", -13.6186], [""aː-"", -13.659], [""jaːm"", -13.8483], [""jaːɭ"", -13.8483]]"
iΘuja	jaː-	-13.4909	"[[""jaː-"", -13.4909], [""jAm"", -14.3589], [""jaːʈu"", -14.6742], [""ir-"", -15.4346], [""oj-"", -15.4346], [""jaɳʈ-"", -15.5676], [""kaʈ"", -16.0405], [""-oː"", -16.2599], [""-aː"", -16.2599], [""aː-"", -16.5233]]"
iΘut	jaː-	-9.9109	"[[""jaː-"", -9.9109], [""eri"", -10.3987], [""jaːh"", -10.457], [""jaːɭ"", -10.457], [""jaːm"", -10.457], [""jAm"", -11.2927], [""-aː"", -11.9923], [""ir-"", -12.072], [""-aj"", -12.1879], [""-ar"", -12.1879]]"
iΘuti	-aj	-8.7811	"[[""-aj"", -8.7811], [""-ar"", -8.7811], [""ʋeriɡ"", -10.4763], [""ir"", -10.5171], [""n̪ej"", -11.031], [""jaːn̪"", -11.0362], [""jaːn̪aj"", -11.2135], [""-maj"", -11.3198], [""-aː"", -11.6354], [""jaː-"", -12.0122]]"
iΘutin	-aj	-12.2883	"[[""-aj"", -12.2883], [""-ar"", -12.2883], [""jaː-"", -12.6517], [""ʋeriɡ"", -13.2784], [""ir-"", -13.3696], [""ir"", -14.0243], [""jaːn̪"", -14.3574], [""-aː"", -14.4601], [""n̪ej"", -14.5381], [""jaːn̪aj"", -14.6757]]"
iΘutinu	jaː-	-15.1142	"[[""jaː-"", -15.1142], [""-aj"", -15.7955], [""-ar"", -15.7955], [""ir-"", -16.1947], [""ʋeriɡ"", -16.3668], [""ir"", -17.5315], [""-aː"", -17.5653], [""jaːn̪"", -17.636], [""n̪ej"", -18.0451], [""jaːn̪aj"", -18.1275]]"
iΘutinuj	jaː-	-17.9462	"[[""jaː-"", -17.9462], [""ir-"", -19.3005], [""-aj"", -19.3026], [""-ar"", -19.3026], [""ʋeriɡ"", -19.5729], [""-aː"", -20.7864], [""jaːn̪"", -20.8999], [""ir"", -21.0387], [""jaːɭ"", -21.3651], [""jaːh"", -21.3651]]"
iΘutinuja	jaː-	-20.9517	"[[""jaː-"", -20.9517], [""jaːʈu"", -22.4039], [""ir-"", -22.5223], [""-ar"", -22.8098], [""-aj"", -22.8098], [""ʋeriɡ"", -22.8435], [""-aː"", -24.0712], [""jaːn̪"", -24.1656], [""jaɳʈ-"", -24.4495], [""aː-"", -24.4618]]"
iΘutinujas	jaː-	-24.0589	"[[""jaː-"", -24.0589], [""jaːʈu"", -25.2518], [""jaɳʈ-"", -25.6037], [""ir-"", -25.8079], [""ʋeriɡ"", -26.155], [""-ar"", -26.3169], [""-aj"", -26.3169], [""-aː"", -27.3965], [""jaːn̪"", -27.4413], [""jaːɳʈu"", -27.5428]]"
iΘw	jaː-	-8.2249	"[[""jaː-"", -8.2249], [""jAm"", -8.3525], [""oj-"", -9.1389], [""ir-"", -9.1389], [""ir"", -10.4301], [""-oː"", -10.5658], [""-aː"", -10.5658], [""jaɳʈ-"", -10.9266], [""aː-"", -10.9926], [""jaːh"", -11.0275]]"
iΘwa	jaː-	-10.7311	"[[""jaː-"", -10.7311], [""jAm"", -11.2927], [""jaːʈu"", -11.7402], [""oj-"", -12.2286], [""ir-"", -12.2286], [""jaɳʈ-"", -12.4836], [""kaʈ"", -12.8319], [""-aː"", -13.3352], [""-oː"", -13.3352], [""aː-"", -13.659]]"
iΘwae	jaɳʈ-	-12.2078	"[[""jaɳʈ-"", -12.2078], [""jaː-"", -13.4909], [""jAm"", -14.3589], [""jaːʈu"", -14.5631], [""kuːʈ-"", -14.9953], [""koːʈ-"", -14.9953], [""oʈ-"", -15.4237], [""ir-"", -15.4346], [""oj-"", -15.4346], [""kaʈ-"", -15.681]]"
