linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
na-da-wa	nadawa	ɡab	-19.1732	ɡab (-19.17); brɡ (-19.17); ɡob (-19.17)	6
na-da-wa-i	nadawai	bzu	-19.574	bzu (-19.57); ɡob (-20.84); bun (-20.89)	7
na-da-wa-i-j	nadawaij	bun	-18.2189	bun (-18.22); ɡul (-18.22); ɡor (-18.22)	8
na-da-wa-i-ja	nadawaija	bun	-21.7252	bun (-21.73); ɡul (-21.73); ɡor (-21.73)	9
na-i-da	naida	ɡob	-12.8786	ɡob (-12.88); ʃub (-12.90); ɣob (-12.90)	5
na-i-da-j	naidaj	ʃubl	-13.5861	ʃubl (-13.59); ɡr (-14.71); br (-14.71)	6
na-i-da-ja	naidaja	ʃubl	-17.0924	ʃubl (-17.09); ɡr (-18.22); br (-18.22)	7
na-i-da-ja-s	naidajas	ʃubl	-20.5987	ʃubl (-20.60); ɡr (-21.73); br (-21.73)	8
na-i-*301-t	naiΘt	opl	-16.3735	opl (-16.37); ode (-16.37); usx (-16.37)	5
na-i-*301-ti	naiΘti	otxo	-16.3647	otxo (-16.36); pʼu (-16.90); kʼutʼu (-16.95)	6
na-i-*301-ti-j	naiΘtij	qʼor	-17.5854	qʼor (-17.59); kʼum (-17.59); tsʼon (-17.81)	7
na-i-*301-ti-ja	naiΘtija	kʼum	-21.0917	kʼum (-21.09); qʼor (-21.09); tsʼon (-21.31)	8
na-i-*301-ti-ja-s	naiΘtijas	qʼor	-24.598	qʼor (-24.60); kʼum (-24.60); tsʼul (-24.82)	9
na-i-*301-ti-ja-sa	naiΘtijasa	qʼor	-28.1043	qʼor (-28.10); kʼum (-28.10); tsʼon (-28.33)	10
na-i-*301-u	naiΘu	ode	-13.2307	ode (-13.23); oboba (-15.12); babua (-15.38)	5
na-i-*301-u-t	naiΘut	ode	-16.7238	ode (-16.72); oboba (-18.61); babua (-18.88)	6
na-i-*301-u-ti	naiΘuti	otxo	-19.571	otxo (-19.57); kʼutʼu (-20.07); ode (-20.20)	7
na-i-*301-u-ti-n	naiΘutin	otxo	-23.0757	otxo (-23.08); kʼutʼu (-23.57); ode (-23.68)	8
na-i-*301-u-ti-nu	naiΘutinu	babua	-25.5196	babua (-25.52); oboba (-25.66); ode (-25.69)	9
na-i-*301-u-ti-nu-j	naiΘutinuj	oqar	-26.3782	oqar (-26.38); asir (-27.23); asul (-27.85)	10
na-ja-r	najar	nad	-14.5182	nad (-14.52); lad (-14.52); mad (-14.52)	5
na-ja-re	najare	ɡrdz	-14.9122	ɡrdz (-14.91); brdz (-14.91); lʿdze (-15.21)	6
na-ja-re-t	najaret	lʿdze	-18.0448	lʿdze (-18.04); rdʒw (-18.14); brdz (-18.42)	7
na-ja-re-ta	najareta	rdʒw	-20.9802	rdʒw (-20.98); lʿdze (-21.15); brdz (-21.92)	8
na-ka-n	nakan	qalʿ	-16.0949	qalʿ (-16.09); men (-16.54); rum (-16.54)	5
na-ka-na	nakana	qalʿ	-19.1976	qalʿ (-19.20); mam (-19.86); rum (-19.86)	6
na-ka-na-s	nakanas	qalʿ	-22.4151	qalʿ (-22.42); lam (-23.20); jor (-23.20)	7
na-ka-na-si	nakanasi	nu	-21.7219	nu (-21.72); mol (-25.00); rum (-25.00)	8
na-ma-i	namai	nu	-15.898	nu (-15.90); zu (-15.90); pʼu (-16.04)	5
na-ma-i-n	namain	zu	-19.3992	zu (-19.40); nu (-19.40); pʼu (-19.55)	6
na-ma-i-na	namaina	nu	-22.9002	nu (-22.90); zu (-22.90); pʼu (-23.05)	7
na-ma-i-na-ja	namainaja	asulʿ	-26.5787	asulʿ (-26.58); tsolʿ (-26.58); mol (-27.08)	9
na-ma-i-na-ja-r	namainajar	asulʿ	-29.4081	asulʿ (-29.41); tsolʿ (-29.41); wltʼ (-29.52)	10
na-ma-s	namas	zw	-17.0286	zw (-17.03); sw (-17.03); wal (-17.06)	5
na-ma-si	namasi	nu	-19.2234	nu (-19.22); zu (-19.22); pʼu (-19.31)	6
na-ma-si-r	namasir	dud	-19.9076	dud (-19.91); kʼod (-20.00); kʼud (-20.00)	7
na-ma-si-ru	namasiru	ode	-18.2216	ode (-18.22); bude (-19.91); za (-21.73)	8
na-ma-si-ru-t	namasirut	ode	-21.7287	ode (-21.73); bude (-23.42); di (-25.23)	9
na-ma-si-ru-te	namasirute	ode	-25.235	ode (-25.23); ded (-25.92); bude (-26.92)	10
na-ru-k	naruk	dar	-8.3896	dar (-8.39); zar (-8.39); dedal (-10.45)	5
na-ru-ka	naruka	dar	-11.8959	dar (-11.90); zar (-11.90); dedal (-13.95)	6
na-ru-ka-n	narukan	dar	-15.4022	dar (-15.40); zar (-15.40); tʼilʿ (-16.79)	7
na-ru-ka-na	narukana	dar	-18.9085	dar (-18.91); zar (-18.91); tʼilʿ (-19.90)	8
na-ru-ka-na-s	narukanas	dar	-22.4148	dar (-22.41); zar (-22.41); tʼilʿ (-23.12)	9
na-si-i	nasii	otxo	-13.9609	otxo (-13.96); zu (-15.32); nu (-15.32)	5
na-si-i-p	nasiip	uɣ	-13.3343	uɣ (-13.33); otxo (-17.46); zoɣwa (-18.80)	6
na-si-i-pi	nasiipi	uɣ	-16.8411	uɣ (-16.84); otxo (-19.19); ɣob (-20.95)	7
na-si-i-pi-n	nasiipin	uɣ	-20.3479	uɣ (-20.35); otxo (-22.70); ɣob (-23.79)	8
na-si-i-pi-na	nasiipina	uɣ	-23.8547	uɣ (-23.85); otxo (-26.20); ɣob (-26.90)	9
na-si-i-pi-na-m	nasiipinam	uɣ	-27.3614	uɣ (-27.36); tow (-29.46); tʼuw (-29.57)	10
na-si-s	nasis	zu	-16.113	zu (-16.11); nu (-16.11); pʼu (-16.34)	5
na-si-si	nasisi	otxo	-16.775	otxo (-16.77); nu (-18.73); zu (-18.73)	6
na-si-si-r	nasisir	dud	-19.4108	dud (-19.41); kʼud (-19.54); kʼod (-19.54)	7
na-ti-*301	natiΘ	pʼu	-13.935	pʼu (-13.94); zu (-16.11); nu (-16.11)	5
na-ti-*301-w	natiΘw	pʼu	-17.4419	pʼu (-17.44); zu (-19.61); nu (-19.61)	6
na-ti-*301-wa	natiΘwa	pʼu	-20.9489	pʼu (-20.95); kʼupx (-23.00); kʼud (-23.03)	7
na-ti-*301-wa-j	natiΘwaj	kʼum	-21.6327	kʼum (-21.63); qʼor (-21.63); tsʼul (-22.03)	8
na-ti-*301-wa-ja	natiΘwaja	qʼor	-25.139	qʼor (-25.14); kʼum (-25.14); tsʼon (-25.53)	9
nu-i-na	nuina	asulʿ	-15.1565	asulʿ (-15.16); ama (-15.85); ode (-16.08)	5
nu-i-na-i	nuinai	otxo	-16.3647	otxo (-16.36); asulʿ (-17.89); asul (-18.81)	6
nu-i-na-i-d	nuinaid	ɡob	-18.8229	ɡob (-18.82); ʃub (-18.83); ɣob (-18.83)	7
nu-i-na-i-da	nuinaida	ɡob	-22.3266	ɡob (-22.33); ɣob (-22.33); ʃub (-22.33)	8
nu-i-na-i-da-j	nuinaidaj	ʃubl	-23.0209	ʃubl (-23.02); asul (-23.54); ar (-25.23)	9
nu-i-na-i-da-ja	nuinaidaja	asulʿ	-26.3786	asulʿ (-26.38); ʃubl (-26.53); asul (-27.05)	10
nu-ja-s	nujas	il	-11.2074	il (-11.21); ar (-11.21); el (-11.21)	5
nu-ja-sa	nujasa	il	-14.7137	il (-14.71); ar (-14.71); el (-14.71)	6
nu-ja-sa-s	nujasas	il	-18.22	il (-18.22); ar (-18.22); el (-18.22)	7
nu-ja-sa-sa	nujasasa	il	-21.7263	il (-21.73); el (-21.73); ar (-21.73)	8
nu-ja-sa-sa-r	nujasasar	zard	-25.1903	zard (-25.19); bard (-25.19); band (-25.19)	9
nu-ja-sa-sa-ra	nujasasara	zard	-28.6964	zard (-28.70); bard (-28.70); band (-28.70)	10
nu-*56-e-t	nuΦet	bidʒ	-10.4684	bidʒ (-10.47); bedʒ (-10.47); ɡladʒ (-11.11)	5
nu-*56-e-tu	nuΦetu	kʼi	-13.015	kʼi (-13.02); aqʼare (-13.85); deda (-13.93)	6
nu-*56-e-tu-m	nuΦetum	kʼaw	-13.7044	kʼaw (-13.70); ʃew (-14.84); dew (-15.40)	7
nu-*56-e-tu-me	nuΦetume	kʼid	-17.2093	kʼid (-17.21); kʼed (-17.21); kʼaw (-17.21)	8
nu-*56-e-tu-me-i	nuΦetumei	kʼid	-20.7156	kʼid (-20.72); kʼed (-20.72); kʼaw (-20.72)	9
nu-*56-e-tu-me-i-j	nuΦetumeij	pʼir	-22.8125	pʼir (-22.81); pʼer (-22.81); dzum (-23.09)	10
nwa-za	nwaza	zw	-16.7665	zw (-16.77); sw (-16.77); taw (-17.02)	5
nwa-za-*56	nwazaΦ	px	-19.2587	px (-19.26); peʃ (-19.34); sx (-19.34)	6
nwa-za-*56-n	nwazaΦn	px	-22.681	px (-22.68); peʃ (-22.75); sx (-22.84)	7
nwa-za-*56-ni	nwazaΦni	otxo	-22.9393	otxo (-22.94); pʼu (-24.30); xut (-24.58)	8
o-sa-re	osare	sdze	-11.7355	sdze (-11.74); kʼod (-11.82); kʼud (-11.82)	5
o-sa-re-j	osarej	tʼl	-11.6251	tʼl (-11.63); kʼr (-11.73); qʼwidzl (-13.34)	6
o-sa-re-ja	osareja	tʼl	-15.1314	tʼl (-15.13); kʼr (-15.24); qʼwidzl (-16.85)	7
pi-na-m	pinam	ɣob	-12.6043	ɣob (-12.60); ɣwiw (-13.04); ɣiw (-13.23)	5
pi-na-ma	pinama	ɣob	-15.8903	ɣob (-15.89); ɣwiw (-16.36); ɣiw (-16.72)	6
pi-na-ma-i	pinamai	ɣwino	-17.4472	ɣwino (-17.45); ɣob (-19.07); otxo (-19.34)	7
pi-na-ma-i-n	pinamain	ɣwino	-20.9517	ɣwino (-20.95); ɣob (-22.33); otxo (-22.84)	8
pi-na-ma-i-na	pinamaina	ɣwino	-24.4552	ɣwino (-24.46); ɣob (-25.64); otxo (-26.35)	9
pi-na-ma-i-na-j	pinamainaj	ɣwino	-27.9205	ɣwino (-27.92); ɣob (-28.98); ɡuɡul (-29.70)	10
pi-na-ma-s	pinamas	ɣob	-19.2166	ɣob (-19.22); ɣwiw (-19.71); ɣiw (-20.21)	7
pi-na-ma-si	pinamasi	ɣwino	-20.5402	ɣwino (-20.54); ɣob (-22.44); otxo (-22.65)	8
pi-na-ma-si-r	pinamasir	ɣwino	-24.0453	ɣwino (-24.05); ɣob (-25.73); otxo (-26.15)	9
pi-na-ma-si-ru	pinamasiru	ode	-24.5415	ode (-24.54); bude (-26.42); ɣwino (-27.28)	10
ra-ma-n	raman	zw	-11.8958	zw (-11.90); zwaw (-13.74); dzw (-14.17)	5
ra-ma-na	ramana	zw	-15.4021	zw (-15.40); zwaw (-17.05); zwer (-17.44)	6
ra-ma-na-d	ramanad	zw	-18.9083	zw (-18.91); dɣab (-19.83); dab (-19.85)	7
ra-ma-na-da	ramanada	zw	-22.4145	zw (-22.41); dɣab (-23.33); deɡ (-23.35)	8
ra-ma-na-da-w	ramanadaw	zw	-25.9207	zw (-25.92); dɣab (-26.84); dab (-26.85)	9
ra-ma-na-da-wa	ramanadawa	zw	-29.427	zw (-29.43); dɣab (-30.35); dab (-30.35)	10
ra-me-i	ramei	zu	-10.5166	zu (-10.52); dzum (-11.83); dzor (-11.83)	5
ra-me-i-t	rameit	zu	-14.0238	zu (-14.02); dzum (-14.66); dzor (-14.66)	6
ra-me-i-ti	rameiti	zu	-16.8396	zu (-16.84); dzor (-17.49); dzum (-17.49)	7
ra-me-u	rameu	di	-10.5166	di (-10.52); ze (-10.52); da (-10.52)	5
ra-me-u-n	rameun	dwire	-13.9638	dwire (-13.96); ze (-14.02); di (-14.02)	6
ra-me-u-na	rameuna	dwire	-17.2404	dwire (-17.24); di (-17.53); ze (-17.53)	7
ra-me-u-na-k	rameunak	dzam	-16.0821	dzam (-16.08); dzal (-16.08); zwer (-16.08)	8
ra-me-u-na-ka	rameunaka	dzal	-19.5884	dzal (-19.59); dzam (-19.59); zwer (-19.59)	9
ra-me-u-na-ka-n	rameunakan	dzam	-23.0947	dzam (-23.09); dzal (-23.09); zwer (-23.10)	10
ra-me-u-na-r	rameunar	ded	-18.2152	ded (-18.22); kʼwed (-19.82); qʼwed (-19.82)	8
ra-me-u-na-ru	rameunaru	deda	-18.2115	deda (-18.21); dwire (-20.92); dedal (-21.65)	9
ra-me-u-na-ru-k	rameunaruk	dedal	-18.9009	dedal (-18.90); dzam (-21.72); dzal (-21.72)	10
re-di-j	redij	dzor	-5.5661	dzor (-5.57); dzum (-5.57); zom (-7.70)	5
re-di-ja	redija	dzor	-9.0724	dzor (-9.07); dzum (-9.07); zom (-11.21)	6
re-i-ke	reike	dzor	-5.5689	dzor (-5.57); dzum (-5.57); dud (-7.70)	5
re-i-ke-t	reiket	dzor	-9.075	dzor (-9.07); dzum (-9.07); dzumar (-11.14)	6
re-i-ke-ta	reiketa	dzum	-12.5812	dzum (-12.58); dzor (-12.58); dzumar (-14.41)	7
re-i-ke-ta-n	reiketan	dzor	-16.0874	dzor (-16.09); dzum (-16.09); dzumar (-17.73)	8
re-i-ke-ta-na	reiketana	dzor	-19.5935	dzor (-19.59); dzum (-19.59); dzumar (-21.06)	9
re-i-ke-ta-na-i	reiketanai	dzor	-23.0944	dzor (-23.09); dzum (-23.09); dzumar (-24.42)	10
ri-da-u	ridau	oboba	-9.0764	oboba (-9.08); ɡuɡa (-9.76); dute (-10.03)	5
ru-ka-n	rukan	dar	-8.3896	dar (-8.39); zar (-8.39); zard (-10.72)	5
ru-ka-na	rukana	dar	-11.8959	dar (-11.90); zar (-11.90); zamax (-13.94)	6
ru-ka-na-s	rukanas	dar	-15.4022	dar (-15.40); zar (-15.40); tʼilʿ (-17.20)	7
ru-sa-i	rusai	zu	-11.2039	zu (-11.20); di (-11.21); da (-11.21)	5
ru-sa-i-d	rusaid	dab	-11.2045	dab (-11.20); deɡ (-11.20); dɣab (-14.51)	6
ru-sa-i-da	rusaida	dab	-14.7118	dab (-14.71); deɡ (-14.71); dɣab (-18.02)	7
ru-sa-i-da-a	rusaidaa	deɡ	-18.219	deɡ (-18.22); dab (-18.22); dɣab (-21.53)	8
ru-sa-i-da-a-u	rusaidaau	dab	-21.7253	dab (-21.73); deɡ (-21.73); oboba (-22.38)	9
ru-te-i	rutei	ded	-8.3886	ded (-8.39); zu (-10.52); zard (-11.05)	5
ru-te-i-d	ruteid	deɡ	-11.2027	deɡ (-11.20); dab (-11.20); ded (-11.89)	6
ru-te-i-di	ruteidi	dab	-14.7099	dab (-14.71); deɡ (-14.71); ded (-15.40)	7
sa-i-da	saida	ɡob	-12.8786	ɡob (-12.88); ʃub (-12.90); ɣob (-12.90)	5
sa-i-da-a	saidaa	ɡob	-16.3755	ɡob (-16.38); ɣob (-16.41); ʃub (-16.41)	6
sa-i-da-a-u	saidaau	oboba	-15.673	oboba (-15.67); ɡuɡa (-16.37); biɡa (-19.02)	7
sa-ra-m	saram	zw	-11.8958	zw (-11.90); dzw (-13.72); bdw (-14.23)	5
sa-ra-ma	sarama	zw	-15.4021	zw (-15.40); dzw (-17.21); zwaw (-17.47)	6
sa-ra-ma-n	saraman	zw	-18.9083	zw (-18.91); dzw (-20.71); zwaw (-20.75)	7
sa-ra-ma-na	saramana	zw	-22.4145	zw (-22.41); zwaw (-24.06); dzw (-24.20)	8
sa-ra-ma-na-d	saramanad	zw	-25.9207	zw (-25.92); dɣab (-26.84); deɡ (-26.84)	9
sa-ra-ma-na-da	saramanada	zw	-29.427	zw (-29.43); dɣab (-30.34); dab (-30.34)	10
sa-ra-me	sarame	zw	-15.4003	zw (-15.40); dzw (-17.04); zwaw (-17.47)	6
sa-ra-me-i	saramei	zu	-17.531	zu (-17.53); dzum (-18.84); dzor (-18.84)	7
sa-ra-me-i-t	sarameit	zu	-21.0382	zu (-21.04); dzor (-21.67); dzum (-21.67)	8
sa-ra-me-i-ti	sarameiti	zu	-23.854	zu (-23.85); kʼutʼu (-24.18); dzum (-24.50)	9
sa-ra-me-u	sarameu	lʿdze	-16.8344	lʿdze (-16.83); da (-17.53); ze (-17.53)	7
sa-ra-me-u-n	sarameun	lʿdze	-20.3413	lʿdze (-20.34); dwire (-20.98); deda (-21.03)	8
sa-ra-me-u-na	sarameuna	lʿdze	-23.8482	lʿdze (-23.85); dwire (-24.25); deda (-24.51)	9
sa-ra-me-u-na-k	sarameunak	dzam	-23.091	dzam (-23.09); dzal (-23.09); zwer (-23.10)	10
sa-ra-me-u-na-r	sarameunar	ded	-25.2295	ded (-25.23); qʼwed (-25.79); qʼwiz (-25.79)	10
sa-re-j	sarej	zm	-11.2083	zm (-11.21); zr (-11.21); dn (-11.21)	5
sa-re-ja	sareja	dn	-14.7146	dn (-14.71); zr (-14.71); zm (-14.71)	6
sa-sa-r	sasar	dud	-16.5209	dud (-16.52); ded (-16.52); ɡz (-16.56)	5
sa-sa-ra	sasara	ded	-19.8503	ded (-19.85); dud (-19.85); ɡz (-20.05)	6
sa-sa-ra-m	sasaram	zw	-18.9083	zw (-18.91); dzw (-20.40); bdw (-20.74)	7
sa-sa-ra-ma	sasarama	zw	-22.4145	zw (-22.41); dzw (-23.90); bdw (-24.25)	8
sa-sa-ra-ma-n	sasaraman	zw	-25.9207	zw (-25.92); dzw (-27.40); bdw (-27.75)	9
sa-sa-ra-ma-na	sasaramana	zw	-29.427	zw (-29.43); dzw (-30.90); zwaw (-31.07)	10
sa-sa-ra-me	sasarame	zw	-22.4128	zw (-22.41); dzw (-23.77); bdw (-24.24)	8
sa-sa-ra-me-i	sasaramei	zu	-24.5454	zu (-24.55); dzum (-25.85); dzor (-25.85)	9
sa-sa-ra-me-i-t	sasarameit	zu	-28.0526	zu (-28.05); dzor (-28.68); dzum (-28.68)	10
sa-sa-ra-me-u	sasarameu	lʿdze	-22.7706	lʿdze (-22.77); sdze (-24.18); sidze (-24.40)	9
sa-sa-ra-me-u-n	sasarameun	lʿdze	-26.2777	lʿdze (-26.28); sdze (-27.69); sidze (-27.91)	10
sa-u-na	sauna	ama	-15.8556	ama (-15.86); ma (-16.39); at (-16.39)	5
sa-u-na-k	saunak	ar	-14.7128	ar (-14.71); il (-14.71); el (-14.71)	6
sa-u-na-ka	saunaka	ar	-18.2191	ar (-18.22); il (-18.22); el (-18.22)	7
sa-u-na-ka-n	saunakan	ar	-21.7254	ar (-21.73); il (-21.73); el (-21.73)	8
sa-u-na-ka-na	saunakana	il	-25.2317	il (-25.23); el (-25.23); ar (-25.23)	9
se-ka-n	sekan	dn	-11.8976	dn (-11.90); zm (-11.90); zr (-11.90)	5
se-ka-na	sekana	zm	-15.4038	zm (-15.40); zr (-15.40); dn (-15.40)	6
se-ka-na-s	sekanas	dn	-18.91	dn (-18.91); zm (-18.91); zr (-18.91)	7
se-ka-na-si	sekanasi	zu	-21.721	zu (-21.72); nu (-21.72); zr (-22.42)	8
se-ka-na-si-s	sekanasis	zu	-25.2282	zu (-25.23); nu (-25.23); zr (-25.92)	9
se-ka-na-si-si	sekanasisi	zu	-28.0447	zu (-28.04); nu (-28.05); dn (-29.43)	10
se-ra-t	serat	bidʒ	-13.5241	bidʒ (-13.52); bedʒ (-13.52); dzw (-14.17)	5
se-ra-te	serate	ded	-16.7094	ded (-16.71); dud (-16.71); zard (-16.76)	6
se-to-i	setoi	zu	-11.2047	zu (-11.20); pʼu (-13.18); sus (-13.90)	5
se-to-i-j	setoij	sul	-11.2254	sul (-11.23); tom (-11.23); zom (-11.89)	6
se-to-i-ja	setoija	sul	-14.7317	sul (-14.73); tom (-14.73); dum (-15.40)	7
si-i-pi	siipi	uɣ	-9.8258	uɣ (-9.83); otxo (-12.18); ɣob (-13.95)	5
si-i-pi-n	siipin	uɣ	-13.3326	uɣ (-13.33); otxo (-15.69); ɣob (-16.79)	6
si-i-pi-na	siipina	uɣ	-16.8393	uɣ (-16.84); otxo (-19.19); ɣob (-19.90)	7
si-i-pi-na-m	siipinam	uɣ	-20.3461	uɣ (-20.35); otxo (-22.69); tow (-22.91)	8
si-i-pi-na-ma	siipinama	uɣ	-23.8529	uɣ (-23.85); otxo (-26.20); zoɣwa (-26.25)	9
si-i-pi-na-ma-i	siipinamai	uɣ	-27.3592	uɣ (-27.36); ɣwino (-27.97); otxo (-28.21)	10
si-ru-t	sirut	ode	-7.7001	ode (-7.70); bude (-10.49); di (-11.21)	5
si-ru-te	sirute	ode	-11.2063	ode (-11.21); ded (-11.89); bude (-13.99)	6
si-ru-te-i	sirutei	ode	-14.7126	ode (-14.71); ded (-15.40); bude (-17.50)	7
si-ru-te-i-d	siruteid	dab	-18.2153	dab (-18.22); deɡ (-18.22); ode (-18.22)	8
si-ru-te-i-di	siruteidi	deɡ	-21.7224	deɡ (-21.72); dab (-21.72); ode (-21.73)	9
si-si-r	sisir	dud	-12.9019	dud (-12.90); kʼud (-13.23); kʼod (-13.23)	5
ta-i-*301-u	taiΘu	ode	-13.2307	ode (-13.23); tʼutʼa (-14.20); kʼi (-14.79)	5
ta-i-*301-u-j	taiΘuj	oqar	-13.9199	oqar (-13.92); ar (-14.72); el (-14.72)	6
ta-i-*301-u-ja	taiΘuja	oqar	-17.4261	oqar (-17.43); il (-18.22); el (-18.22)	7
ta-i-*301-w	taiΘw	pʼu	-14.9461	pʼu (-14.95); ode (-16.37); opl (-16.37)	5
ta-i-*301-wa	taiΘwa	pʼu	-18.4525	pʼu (-18.45); opl (-19.58); ode (-19.58)	6
ta-i-*301-wa-e	taiΘwae	kʼod	-19.136	kʼod (-19.14); kʼud (-19.14); dud (-20.56)	7
ta-i-*301-wa-e-a	taiΘwaea	kʼud	-22.6419	kʼud (-22.64); kʼod (-22.64); dud (-24.05)	8
ta-i-*301-wa-e-a-d	taiΘwaead	kʼud	-26.1479	kʼud (-26.15); kʼod (-26.15); ɡob (-26.86)	9
ta-i-*301-wa-e-a-di	taiΘwaeadi	oboba	-27.9989	oboba (-28.00); kʼutʼu (-28.48); zu (-28.73)	10
ta-i-*301-wa-j	taiΘwaj	qʼor	-19.1363	qʼor (-19.14); kʼum (-19.14); opl (-20.23)	7
ta-i-*301-wa-ja	taiΘwaja	qʼor	-22.6426	qʼor (-22.64); kʼum (-22.64); opl (-23.72)	8
ta-i-*301-wa-ja-a	taiΘwajaa	qʼor	-26.1488	qʼor (-26.15); kʼum (-26.15); tsolʿ (-26.60)	9
ta-i-*301-wa-ja-a-d	taiΘwajaad	lumb	-27.5471	lumb (-27.55); rɡ (-28.74); tʼqʼurb (-28.92)	10
ta-i-*301-wa-ja-a-j	taiΘwajaaj	kʼum	-28.9665	kʼum (-28.97); qʼor (-28.97); tsolʿ (-29.70)	10
ta-i-*301-wa-ja-j	taiΘwajaj	kʼum	-25.4603	kʼum (-25.46); qʼor (-25.46); oqar (-26.35)	9
ta-i-*301-wa-ja-ja	taiΘwajaja	kʼum	-28.9675	kʼum (-28.97); qʼor (-28.97); tsolʿ (-29.42)	10
ta-i-*301-wa-ja-s	taiΘwajas	qʼor	-26.1488	qʼor (-26.15); kʼum (-26.15); tsolʿ (-26.60)	9
ta-i-*301-wa-ja-se	taiΘwajase	kʼud	-29.6488	kʼud (-29.65); kʼod (-29.65); qʼor (-29.65)	10
ta-i-*301-wa-ja-t	taiΘwajat	qʼor	-26.1484	qʼor (-26.15); kʼum (-26.15); asulʿ (-26.60)	9
ta-i-*301-wa-ja-tu	taiΘwajatu	numa	-27.5471	numa (-27.55); zura (-27.58); tʼutʼa (-28.13)	10
ta-na-i	tanai	pʼu	-14.7895	pʼu (-14.79); zu (-15.90); nu (-15.90)	5
ta-na-i-*301	tanaiΘ	pʼu	-18.2962	pʼu (-18.30); nu (-19.40); zu (-19.40)	6
ta-na-i-*301-t	tanaiΘt	pʼu	-21.7983	pʼu (-21.80); zu (-22.90); nu (-22.90)	7
ta-na-i-*301-ti	tanaiΘti	kʼutʼu	-21.9955	kʼutʼu (-22.00); pʼu (-23.34); otxo (-23.37)	8
ta-na-i-*301-ti-j	tanaiΘtij	kʼum	-24.0265	kʼum (-24.03); qʼor (-24.03); tsʼul (-24.38)	9
ta-na-i-*301-ti-ja	tanaiΘtija	qʼor	-27.5328	qʼor (-27.53); kʼum (-27.53); tsʼon (-27.88)	10
ta-na-i-*301-u	tanaiΘu	ode	-20.215	ode (-20.21); tʼutʼa (-21.05); babua (-21.30)	7
ta-na-i-*301-u-t	tanaiΘut	ode	-23.7085	ode (-23.71); tʼutʼa (-24.54); babua (-24.81)	8
ta-na-i-*301-u-ti	tanaiΘuti	kʼutʼu	-25.1244	kʼutʼu (-25.12); otxo (-26.58); pʼu (-26.74)	9
ta-na-i-*301-u-ti-n	tanaiΘutin	kʼutʼu	-28.6307	kʼutʼu (-28.63); otxo (-30.08); pʼu (-30.25)	10
te-i-da	teida	zu	-11.2083	zu (-11.21); tʼqʼub (-12.19); ɡob (-12.88)	5
te-i-da-j	teidaj	dum	-11.894	dum (-11.89); zom (-11.89); ʃubl (-13.59)	6
te-i-da-ja	teidaja	zom	-15.4003	zom (-15.40); dum (-15.40); ʃubl (-17.09)	7
te-i-da-ja-j	teidajaj	zom	-18.218	zom (-18.22); dum (-18.22); ʃubl (-19.91)	8
te-i-da-ja-ja	teidajaja	dum	-21.7252	dum (-21.73); zom (-21.73); ʃubl (-23.42)	9
te-i-di	teidi	oboba	-10.4781	oboba (-10.48); zu (-10.52); tʼqʼub (-12.19)	5
te-re-p	terep	deɣ	-12.8454	deɣ (-12.85); dzw (-13.39); dzor (-13.41)	5
te-si-r	tesir	dud	-8.3886	dud (-8.39); kʼud (-11.12); kʼod (-11.12)	5
te-si-ra	tesira	dud	-11.8948	dud (-11.89); kʼud (-14.62); kʼod (-14.62)	6
te-te-r	teter	ded	-13.476	ded (-13.48); dud (-13.48); zard (-13.56)	5
te-te-re	tetere	dzdzwal	-15.8578	dzdzwal (-15.86); ded (-16.25); dud (-16.25)	6
te-te-re-p	teterep	dzdzwal	-18.2963	dzdzwal (-18.30); deɣ (-19.27); dzum (-19.59)	7
ti-ja-s	tijas	kʼum	-12.213	kʼum (-12.21); qʼor (-12.21); asulʿ (-13.29)	5
ti-ja-sa	tijasa	kʼum	-15.7193	kʼum (-15.72); qʼor (-15.72); asulʿ (-16.39)	6
ti-ja-sa-s	tijasas	qʼor	-19.2255	qʼor (-19.23); kʼum (-19.23); tsolʿ (-19.62)	7
ti-ja-sa-sa	tijasasa	kʼum	-22.7318	kʼum (-22.73); qʼor (-22.73); tsolʿ (-22.90)	8
ti-ja-sa-sa-r	tijasasar	tsolʿ	-26.2262	tsolʿ (-26.23); asulʿ (-26.23); kʼud (-26.23)	9
ti-nu-i	tinui	otxo	-12.8613	otxo (-12.86); ode (-13.22); kʼutʼu (-13.87)	5
ti-nu-i-n	tinuin	otxo	-16.3653	otxo (-16.37); ode (-16.70); kʼutʼu (-17.37)	6
ti-nu-i-na	tinuina	otxo	-19.8682	otxo (-19.87); ode (-20.18); kʼutʼu (-20.87)	7
ti-nu-i-na-i	tinuinai	otxo	-21.9806	otxo (-21.98); kʼutʼu (-22.92); ode (-23.64)	8
ti-nu-i-na-i-d	tinuinaid	ɡob	-25.3329	ɡob (-25.33); ʃub (-25.33); ɣob (-25.33)	9
ti-nu-i-na-i-da	tinuinaida	oboba	-28.2405	oboba (-28.24); ɡob (-28.84); ɣob (-28.84)	10
ti-nu-j	tinuj	oqar	-10.4275	oqar (-10.43); el (-11.21); ar (-11.21)	5
ti-nu-ja	tinuja	oqar	-13.9337	oqar (-13.93); ar (-14.72); el (-14.72)	6
ti-nu-ja-s	tinujas	oqar	-17.4398	oqar (-17.44); tʼilʿ (-17.73); el (-18.22)	7
