linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
me-u-na-k	meunak	Κβωðης	-15.2481	Κβωðης (-15.25); γίσσα (-15.76); †bið- (-15.92)	6
me-u-na-ka	meunaka	†=l̩	-16.7976	†=l̩ (-16.80); Κβωðης (-18.08); γίσσα (-18.13)	7
me-u-na-ka-n	meunakan	γέl̩α	-19.5919	γέl̩α (-19.59); †=l̩ (-19.62); γίσσα (-20.71)	8
me-u-na-ka-na	meunakana	γέl̩α	-22.0526	γέl̩α (-22.05); †=l̩ (-22.73); ἄl̩α (-23.39)	9
me-u-na-ka-na-s	meunakanas	γέl̩α	-24.8838	γέl̩α (-24.88); †=l̩ (-25.95); ἄl̩α (-26.23)	10
me-u-na-r	meunar	Κβωðης	-15.2481	Κβωðης (-15.25); γίσσα (-15.76); †bið- (-15.92)	6
me-u-na-ru	meunaru	†=ð	-16.9847	†=ð (-16.98); Κβωðης (-18.07); γίσσα (-18.13)	7
me-u-na-ru-k	meunaruk	βάνðα	-18.3707	βάνðα (-18.37); †=ð (-20.49); γίσσα (-20.71)	8
me-u-na-ru-ka	meunaruka	βάνðα	-21.1987	βάνðα (-21.20); †=l̩ (-23.08); γίσσα (-23.44)	9
me-u-na-ru-ka-n	meunarukan	βάνðα	-24.3043	βάνðα (-24.30); γέl̩α (-25.86); †=l̩ (-25.90)	10
na-da-d	nadad	†=n / ɲ	-13.1643	†=n / ɲ (-13.16); *kʷrd (-13.71); γίσσα (-13.74)	5
na-da-da	nadada	*mn-	-14.1777	*mn- (-14.18); γίσσα (-15.76); †=n / ɲ (-16.37)	6
na-da-da-u	nadadau	*mn-	-17.0096	*mn- (-17.01); †=ð (-17.05); γίσσα (-18.13)	7
na-da-da-u-t	nadadaut	βάνðα	-19.0253	βάνðα (-19.03); *mn- (-20.12); †=ð (-20.56)	8
na-da-da-u-ti	nadadauti	βάνðα	-21.8476	βάνðα (-21.85); *mn- (-23.33); γίσσα (-23.44)	9
na-da-da-u-ti-n	nadadautin	βάνðα	-24.9498	βάνðα (-24.95); γίσσα (-26.28); *mn- (-26.62)	10
na-da-w	nadaw	γίσσα	-13.742	γίσσα (-13.74); *mn- (-14.39); †da- (-14.94)	5
na-da-wa	nadawa	γίσσα	-15.7621	γίσσα (-15.76); *mn- (-17.40); †=n / ɲ (-17.54)	6
na-da-wa-i	nadawai	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-19.92); γrds ? (-20.51)	7
na-da-wa-i-j	nadawaij	γίσσα	-20.7122	γίσσα (-20.71); †=n / ɲ (-22.54); γrds ? (-23.34)	8
na-da-wa-i-ja	nadawaija	γίσσα	-23.4428	γίσσα (-23.44); †=n / ɲ (-25.33); aɲ (?) (-25.95)	9
na-i-da	naida	γίσσα	-13.742	γίσσα (-13.74); *mn- (-14.59); *ur° (-15.09)	5
na-i-da-j	naidaj	γίσσα	-15.7621	γίσσα (-15.76); *mn- (-17.38); γέl̩α (-17.87)	6
na-i-da-ja	naidaja	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-19.98); *mn- (-20.41)	7
na-i-da-ja-s	naidajas	γίσσα	-20.7122	γίσσα (-20.71); †=n / ɲ (-22.37); γέl̩α (-23.42)	8
na-i-*301-t	naiΘt	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
na-i-*301-ti	naiΘti	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
na-i-*301-ti-j	naiΘtij	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); *wli/jat (-20.94)	7
na-i-*301-ti-ja	naiΘtija	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
na-i-*301-ti-ja-s	naiΘtijas	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
na-i-*301-ti-ja-sa	naiΘtijasa	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
na-i-*301-u	naiΘu	†=ð	-10.9425	†=ð (-10.94); γίσσα (-13.74); wðwn (-13.99)	5
na-i-*301-u-t	naiΘut	†=ð	-14.448	†=ð (-14.45); γίσσα (-15.76); βάνðα (-16.51)	6
na-i-*301-u-ti	naiΘuti	†=ð	-17.9525	†=ð (-17.95); γίσσα (-18.13); βάνðα (-19.33)	7
na-i-*301-u-ti-n	naiΘutin	γίσσα	-20.7122	γίσσα (-20.71); †=ð (-21.46); †σωðαρ- (-21.76)	8
na-i-*301-u-ti-nu	naiΘutinu	†=ð	-23.2532	†=ð (-23.25); γίσσα (-23.44); †σωðαρ- (-24.04)	9
na-i-*301-u-ti-nu-j	naiΘutinuj	γίσσα	-26.2798	γίσσα (-26.28); †σωðαρ- (-26.67); †=ð (-26.76)	10
na-ja-r	najar	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
na-ja-re	najare	γίσσα	-15.7621	γίσσα (-15.76); *jnem (-15.84); †=n / ɲ (-16.66)	6
na-ja-re-t	najaret	γίσσα	-18.1288	γίσσα (-18.13); *jnem (-19.12); *jbrs (-19.94)	7
na-ja-re-ta	najareta	γίσσα	-20.7122	γίσσα (-20.71); *jnem (-22.44); *jbrs (-23.03)	8
na-ka-n	nakan	γέl̩α	-11.3159	γέl̩α (-11.32); ἄl̩α (-11.33); †=l̩ (-11.34)	5
na-ka-na	nakana	γέl̩α	-13.7704	γέl̩α (-13.77); ἄl̩α (-13.79); †=l̩ (-14.44)	6
na-ka-na-s	nakanas	γέl̩α	-16.5978	γέl̩α (-16.60); ἄl̩α (-16.62); †=l̩ (-17.65)	7
na-ka-na-si	nakanasi	γέl̩α	-19.5987	γέl̩α (-19.60); ἄl̩α (-19.62); γίσσα (-20.71)	8
na-ma-i	namai	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
na-ma-i-n	namain	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
na-ma-i-na	namaina	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
na-ma-i-na-j	namainaj	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
na-ma-i-na-ja	namainaja	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
na-ma-i-na-ja-r	namainajar	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
na-ma-s	namas	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
na-ma-si	namasi	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
na-ma-si-r	namasir	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
na-ma-si-ru	namasiru	†=ð	-20.2271	†=ð (-20.23); γίσσα (-20.71); γέl̩α (-23.42)	8
na-ma-si-ru-t	namasirut	γίσσα	-23.4428	γίσσα (-23.44); †=ð (-23.73); βάνðα (-25.42)	9
na-ma-si-ru-te	namasirute	γίσσα	-26.2798	γίσσα (-26.28); †=n / ɲ (-26.73); †=ð (-27.24)	10
na-ru-k	naruk	†=ð	-11.6186	†=ð (-11.62); piðl (-12.83); γίσσα (-13.74)	5
na-ru-ka	naruka	†=l̩	-13.7946	†=l̩ (-13.79); †=ð (-15.12); γίσσα (-15.76)	6
na-ru-ka-n	narukan	γέl̩α	-16.5915	γέl̩α (-16.59); †=l̩ (-16.62); ἄl̩α (-17.65)	7
na-ru-ka-na	narukana	γέl̩α	-19.05	γέl̩α (-19.05); †=l̩ (-19.72); ἄl̩α (-20.11)	8
na-ru-ka-na-s	narukanas	γέl̩α	-21.8803	γέl̩α (-21.88); ἄl̩α (-22.94); †=l̩ (-22.94)	9
na-si-i	nasii	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
na-si-i-p	nasiip	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
na-si-i-pi	nasiipi	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
na-si-i-pi-n	nasiipin	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
na-si-i-pi-na	nasiipina	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
na-si-i-pi-na-m	nasiipinam	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
na-si-s	nasis	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
na-si-si	nasisi	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
na-si-si-r	nasisir	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
na-ti-*301	natiΘ	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
na-ti-*301-w	natiΘw	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
na-ti-*301-wa	natiΘwa	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
na-ti-*301-wa-j	natiΘwaj	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
na-ti-*301-wa-ja	natiΘwaja	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
nu-i-na	nuina	γίσσα	-13.742	γίσσα (-13.74); Κβωðης (-14.42); *kð- (-14.59)	5
nu-i-na-i	nuinai	γίσσα	-15.7621	γίσσα (-15.76); †σωðαρ- (-16.80); ða (?) (-16.88)	6
nu-i-na-i-d	nuinaid	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-18.89); ða (?) (-19.16)	7
nu-i-na-i-da	nuinaida	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-21.67); †σωðαρ- (-22.15)	8
nu-i-na-i-da-j	nuinaidaj	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-24.36); †σωðαρ- (-25.03)	9
nu-i-na-i-da-ja	nuinaidaja	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-27.16); κόον / κοῖον (-27.97)	10
nu-ja-s	nujas	γίσσα	-13.742	γίσσα (-13.74); Κβωðης (-14.42); *kð- (-14.59)	5
nu-ja-sa	nujasa	γίσσα	-15.7621	γίσσα (-15.76); †σωðαρ- (-16.80); ða (?) (-16.88)	6
nu-ja-sa-s	nujasas	γίσσα	-18.1288	γίσσα (-18.13); ða (?) (-19.16); †σωðαρ- (-19.38)	7
nu-ja-sa-sa	nujasasa	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-21.67); †σωðαρ- (-22.15)	8
nu-ja-sa-sa-r	nujasasar	γίσσα	-23.4428	γίσσα (-23.44); ða (?) (-24.36); †σωðαρ- (-25.03)	9
nu-ja-sa-sa-ra	nujasasara	γίσσα	-26.2798	γίσσα (-26.28); ða (?) (-27.16); κόον / κοῖον (-27.97)	10
nu-*56-e-t	nuΦet	*mn-	-10.6938	*mn- (-10.69); *tarb- (-13.72); *kʷrd (-13.73)	5
nu-*56-e-tu	nuΦetu	*mn-	-13.5199	*mn- (-13.52); †=ð (-13.94); γίσσα (-15.76)	6
nu-*56-e-tu-m	nuΦetum	βάνðα	-16.5156	βάνðα (-16.52); *mn- (-16.62); †=ð (-17.45)	7
nu-*56-e-tu-me	nuΦetume	†=n / ɲ	-17.8615	†=n / ɲ (-17.86); βάνðα (-19.34); *mn- (-19.83)	8
nu-*56-e-tu-me-i	nuΦetumei	†=n / ɲ	-21.345	†=n / ɲ (-21.34); βάνðα (-22.43); *mn- (-22.72)	9
nu-*56-e-tu-me-i-j	nuΦetumeij	†=n / ɲ	-24.808	†=n / ɲ (-24.81); βάνðα (-25.64); *mn- (-25.85)	10
nwa-za	nwaza	u-	-13.3674	u- (-13.37); γίσσα (-13.74); *pi- (-14.14)	5
nwa-za-*56	nwazaΦ	*ar	-13.3796	*ar (-13.38); an (-15.12); en (-15.12)	6
nwa-za-*56-n	nwazaΦn	*ur°	-16.2238	*ur° (-16.22); *ar (-16.88); eb- (-17.96)	7
nwa-za-*56-ni	nwazaΦni	*ur°	-19.0516	*ur° (-19.05); *ar (-20.39); γίσσα (-20.71)	8
o-sa-re	osare	pn	-11.6048	pn (-11.60); kb (-11.60); sb (-11.60)	5
o-sa-re-j	osarej	sb	-15.1101	sb (-15.11); kb (-15.11); pn (-15.11)	6
o-sa-re-ja	osareja	γίσσα	-18.1288	γίσσα (-18.13); kʷmol̩ (-18.53); kb (-18.62)	7
pi-na-m	pinam	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
pi-na-ma	pinama	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
pi-na-ma-i	pinamai	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
pi-na-ma-i-n	pinamain	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
pi-na-ma-i-na	pinamaina	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
pi-na-ma-i-na-j	pinamainaj	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
pi-na-ma-s	pinamas	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
pi-na-ma-si	pinamasi	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
pi-na-ma-si-r	pinamasir	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
pi-na-ma-si-ru	pinamasiru	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-26.71); κόον / κοῖον (-27.97)	10
ra-ma-n	raman	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=k̑ (-15.51)	5
ra-ma-na	ramana	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
ra-ma-na-d	ramanad	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-18.89); †=km (-20.42)	7
ra-ma-na-da	ramanada	γίσσα	-20.7122	γίσσα (-20.71); †=n / ɲ (-22.35); γέl̩α (-23.42)	8
ra-ma-na-da-w	ramanadaw	γίσσα	-23.4428	γίσσα (-23.44); †=n / ɲ (-25.58); *al- (?) (-26.13)	9
ra-ma-na-da-wa	ramanadawa	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); †=n / ɲ (-28.42)	10
ra-me-i	ramei	γίσσα	-13.742	γίσσα (-13.74); *mn- (-14.59); *ur° (-15.09)	5
ra-me-i-t	rameit	γίσσα	-15.7621	γίσσα (-15.76); *mn- (-17.38); γέl̩α (-17.87)	6
ra-me-i-ti	rameiti	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-19.98); *mn- (-20.41)	7
ra-me-u	rameu	†=ð	-10.9425	†=ð (-10.94); γίσσα (-13.74); *mn- (-14.59)	5
ra-me-u-n	rameun	†=ð	-14.448	†=ð (-14.45); γίσσα (-15.76); †bið- (-15.90)	6
ra-me-u-na	rameuna	†=ð	-17.9525	†=ð (-17.95); γίσσα (-18.13); Κβωðης (-18.68)	7
ra-me-u-na-k	rameunak	γίσσα	-20.7122	γίσσα (-20.71); Κβωðης (-21.15); †=ð (-21.46)	8
ra-me-u-na-ka	rameunaka	†=l̩	-23.0758	†=l̩ (-23.08); γίσσα (-23.44); Κβωðης (-23.98)	9
ra-me-u-na-ka-n	rameunakan	γέl̩α	-25.8624	γέl̩α (-25.86); †=l̩ (-25.90); γίσσα (-26.28)	10
ra-me-u-na-r	rameunar	γίσσα	-20.7122	γίσσα (-20.71); Κβωðης (-21.15); †=ð (-21.46)	8
ra-me-u-na-ru	rameunaru	†=ð	-23.2532	†=ð (-23.25); γίσσα (-23.44); Κβωðης (-23.97)	9
ra-me-u-na-ru-k	rameunaruk	βάνðα	-25.3393	βάνðα (-25.34); γίσσα (-26.28); †σωðαρ- (-26.67)	10
re-di-j	redij	*mn-	-10.6952	*mn- (-10.70); γrds ? (-13.07); γίσσα (-13.74)	5
re-di-ja	redija	*mn-	-13.7981	*mn- (-13.80); γrds ? (-15.57); γίσσα (-15.76)	6
re-i-ke	reike	†=l̩	-10.9666	†=l̩ (-10.97); ml̩n (-12.21); γέl̩α (-13.24)	5
re-i-ke-t	reiket	γέl̩α	-13.7654	γέl̩α (-13.77); †=l̩ (-13.79); ἄl̩α (-14.43)	6
re-i-ke-ta	reiketa	γέl̩α	-16.2219	γέl̩α (-16.22); ἄl̩α (-16.89); †=l̩ (-16.89)	7
re-i-ke-ta-n	reiketan	γέl̩α	-19.0513	γέl̩α (-19.05); ἄl̩α (-19.72); †=l̩ (-20.11)	8
re-i-ke-ta-na	reiketana	γέl̩α	-22.0545	γέl̩α (-22.05); ἄl̩α (-22.73); †=l̩ (-23.39)	9
re-i-ke-ta-na-i	reiketanai	γέl̩α	-25.1594	γέl̩α (-25.16); ἄl̩α (-25.83); γίσσα (-26.28)	10
ri-da-u	ridau	†=ð	-10.9425	†=ð (-10.94); γίσσα (-13.74); *mn- (-14.39)	5
ru-ka-n	rukan	γέl̩α	-11.3159	γέl̩α (-11.32); ἄl̩α (-11.33); †=l̩ (-11.34)	5
ru-ka-na	rukana	γέl̩α	-13.7704	γέl̩α (-13.77); ἄl̩α (-13.79); †=l̩ (-14.44)	6
ru-ka-na-s	rukanas	γέl̩α	-16.5978	γέl̩α (-16.60); ἄl̩α (-16.62); †=l̩ (-17.65)	7
ru-sa-i	rusai	γίσσα	-13.742	γίσσα (-13.74); Κβωðης (-14.42); *kð- (-14.59)	5
ru-sa-i-d	rusaid	γίσσα	-15.7621	γίσσα (-15.76); †=n / ɲ (-16.66); †σωðαρ- (-16.80)	6
ru-sa-i-da	rusaida	γίσσα	-18.1288	γίσσα (-18.13); ða (?) (-19.16); †σωðαρ- (-19.38)	7
ru-sa-i-da-a	rusaidaa	γίσσα	-20.7122	γίσσα (-20.71); ða (?) (-21.67); †σωðαρ- (-22.15)	8
ru-sa-i-da-a-u	rusaidaau	γίσσα	-23.4428	γίσσα (-23.44); †=ð (-23.45); ða (?) (-24.36)	9
ru-te-i	rutei	γίσσα	-13.742	γίσσα (-13.74); ðen (-14.22); Κβωðης (-14.39)	5
ru-te-i-d	ruteid	†=n / ɲ	-15.4626	†=n / ɲ (-15.46); γίσσα (-15.76); *kʷrd (-16.22)	6
ru-te-i-di	ruteidi	*mn-	-17.2811	*mn- (-17.28); γίσσα (-18.13); †=n / ɲ (-18.71)	7
sa-i-da	saida	γίσσα	-13.742	γίσσα (-13.74); *mn- (-14.59); *ur° (-15.09)	5
sa-i-da-a	saidaa	γίσσα	-15.7621	γίσσα (-15.76); *mn- (-17.38); γέl̩α (-17.87)	6
sa-i-da-a-u	saidaau	†=ð	-17.0529	†=ð (-17.05); γίσσα (-18.13); †=n / ɲ (-19.98)	7
sa-ra-m	saram	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
sa-ra-ma	sarama	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=l̩ (-18.34)	6
sa-ra-ma-n	saraman	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
sa-ra-ma-na	saramana	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
sa-ra-ma-na-d	saramanad	γίσσα	-23.4428	γίσσα (-23.44); †=n / ɲ (-23.98); *al- (?) (-26.13)	9
sa-ra-ma-na-da	saramanada	γίσσα	-26.2798	γίσσα (-26.28); †=n / ɲ (-27.47); κόον / κοῖον (-27.97)	10
sa-ra-me	sarame	γίσσα	-15.7621	γίσσα (-15.76); †=n / ɲ (-16.66); †=km (-17.41)	6
sa-ra-me-i	saramei	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-20.08); γέl̩α (-20.59)	7
sa-ra-me-i-t	sarameit	γίσσα	-20.7122	γίσσα (-20.71); †=n / ɲ (-23.05); γέl̩α (-23.42)	8
sa-ra-me-i-ti	sarameiti	γίσσα	-23.4428	γίσσα (-23.44); †=n / ɲ (-25.57); *al- (?) (-26.13)	9
sa-ra-me-u	sarameu	†=ð	-17.0529	†=ð (-17.05); γίσσα (-18.13); †=n / ɲ (-20.08)	7
sa-ra-me-u-n	sarameun	†=ð	-20.5592	†=ð (-20.56); γίσσα (-20.71); βάνðα (-22.27)	8
sa-ra-me-u-na	sarameuna	γίσσα	-23.4428	γίσσα (-23.44); †=ð (-24.06); βάνðα (-25.09)	9
sa-ra-me-u-na-k	sarameunak	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-27.57); †σωðαρ- (-27.58)	10
sa-ra-me-u-na-r	sarameunar	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-27.57); †σωðαρ- (-27.58)	10
sa-re-j	sarej	γίσσα	-13.742	γίσσα (-13.74); *mn- (-14.59); mjze (-15.08)	5
sa-re-ja	sareja	γίσσα	-15.7621	γίσσα (-15.76); *mn- (-17.38); γέl̩α (-17.87)	6
sa-sa-r	sasar	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
sa-sa-ra	sasara	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
sa-sa-ra-m	sasaram	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
sa-sa-ra-ma	sasarama	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
sa-sa-ra-ma-n	sasaraman	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
sa-sa-ra-ma-na	sasaramana	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
sa-sa-ra-me	sasarame	γίσσα	-20.7122	γίσσα (-20.71); †=n / ɲ (-21.36); γέl̩α (-23.42)	8
sa-sa-ra-me-i	sasaramei	γίσσα	-23.4428	γίσσα (-23.44); †=n / ɲ (-24.84); *al- (?) (-26.13)	9
sa-sa-ra-me-i-t	sasarameit	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); †=n / ɲ (-28.18)	10
sa-sa-ra-me-u	sasarameu	γίσσα	-23.4428	γίσσα (-23.44); †=ð (-23.45); †=n / ɲ (-24.84)	9
sa-sa-ra-me-u-n	sasarameun	γίσσα	-26.2798	γίσσα (-26.28); †=ð (-26.96); κόον / κοῖον (-27.97)	10
sa-u-na	sauna	†=ð	-12.6639	†=ð (-12.66); γίσσα (-13.74); *kð- (-14.08)	5
sa-u-na-k	saunak	γίσσα	-15.7621	γίσσα (-15.76); †=ð (-16.16); †σωðαρ- (-16.55)	6
sa-u-na-ka	saunaka	†=l̩	-16.7976	†=l̩ (-16.80); γίσσα (-18.13); †σωðαρ- (-18.79)	7
sa-u-na-ka-n	saunakan	γέl̩α	-19.5919	γέl̩α (-19.59); †=l̩ (-19.62); γίσσα (-20.71)	8
sa-u-na-ka-na	saunakana	γέl̩α	-22.0526	γέl̩α (-22.05); †=l̩ (-22.73); ἄl̩α (-23.39)	9
se-ka-n	sekan	γέl̩α	-11.3159	γέl̩α (-11.32); ἄl̩α (-11.33); †=l̩ (-11.34)	5
se-ka-na	sekana	γέl̩α	-13.7704	γέl̩α (-13.77); ἄl̩α (-13.79); †=l̩ (-14.44)	6
se-ka-na-s	sekanas	γέl̩α	-16.5978	γέl̩α (-16.60); ἄl̩α (-16.62); †=l̩ (-17.65)	7
se-ka-na-si	sekanasi	γέl̩α	-19.5987	γέl̩α (-19.60); ἄl̩α (-19.62); γίσσα (-20.71)	8
se-ka-na-si-s	sekanasis	γέl̩α	-22.7009	γέl̩α (-22.70); ἄl̩α (-22.73); γίσσα (-23.44)	9
se-ka-na-si-si	sekanasisi	γέl̩α	-25.8696	γέl̩α (-25.87); ἄl̩α (-25.90); γίσσα (-26.28)	10
se-ra-t	serat	γίσσα	-13.742	γίσσα (-13.74); *mn- (-14.66); βάνðα (-14.95)	5
se-ra-te	serate	†=n / ɲ	-15.5985	†=n / ɲ (-15.60); γίσσα (-15.76); ml̩n (-16.87)	6
se-to-i	setoi	†=k̑	-10.9666	†=k̑ (-10.97); nɕ (-11.61); †=ʃ (-11.62)	5
se-to-i-j	setoij	†=k̑	-13.7895	†=k̑ (-13.79); =kʷ (-14.46); nɕ (-15.12)	6
se-to-i-ja	setoija	†=k̑	-16.8928	†=k̑ (-16.89); =kʷ (-17.57); γrds ? (-17.62)	7
si-i-pi	siipi	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
si-i-pi-n	siipin	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
si-i-pi-na	siipina	γίσσα	-18.1288	γίσσα (-18.13); γέl̩α (-20.59); †σωðαρ- (-21.18)	7
si-i-pi-na-m	siipinam	γίσσα	-20.7122	γίσσα (-20.71); γέl̩α (-23.42); †σωðαρ- (-23.67)	8
si-i-pi-na-ma	siipinama	γίσσα	-23.4428	γίσσα (-23.44); *al- (?) (-26.13); †σωðαρ- (-26.30)	9
si-i-pi-na-ma-i	siipinamai	γίσσα	-26.2798	γίσσα (-26.28); κόον / κοῖον (-27.97); *al- (?) (-28.68)	10
si-ru-t	sirut	†=ð	-11.6186	†=ð (-11.62); γίσσα (-13.74); βάνðα (-13.84)	5
si-ru-te	sirute	†=ð	-15.1215	†=ð (-15.12); γίσσα (-15.76); βάνðα (-16.66)	6
si-ru-te-i	sirutei	γίσσα	-18.1288	γίσσα (-18.13); †=ð (-18.62); †σωðαρ- (-19.03)	7
si-ru-te-i-d	siruteid	γίσσα	-20.7122	γίσσα (-20.71); †=n / ɲ (-20.75); †σωðαρ- (-21.30)	8
si-ru-te-i-di	siruteidi	γίσσα	-23.4428	γίσσα (-23.44); *mn- (-23.78); †σωðαρ- (-23.93)	9
si-si-r	sisir	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
ta-i-*301-u	taiΘu	†=ð	-10.9425	†=ð (-10.94); γίσσα (-13.74); wðwn (-13.99)	5
ta-i-*301-u-j	taiΘuj	†=ð	-14.448	†=ð (-14.45); γίσσα (-15.76); βάνðα (-16.51)	6
ta-i-*301-u-ja	taiΘuja	†=ð	-17.9525	†=ð (-17.95); γίσσα (-18.13); βάνðα (-19.33)	7
ta-i-*301-w	taiΘw	γίσσα	-13.742	γίσσα (-13.74); γέl̩α (-15.31); †=l̩ (-15.51)	5
ta-i-*301-wa	taiΘwa	γίσσα	-15.7621	γίσσα (-15.76); γέl̩α (-17.87); †=k̑ (-18.34)	6
ta-i-*301-wa-e	taiΘwae	γίσσα	-18.1288	γίσσα (-18.13); †=n / ɲ (-18.89); wðwn (-20.26)	7
