linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-i-nwa-za-*56	ainwazaΦ	kʷla-	-21.6521	kʷla- (-21.65); xla- (-22.31); tlle- (-22.63)	8
a-i-nwa-za-*56-n	ainwazaΦn	kʷla-	-24.5845	kʷla- (-24.58); xla- (-25.26); tlle- (-25.46)	9
a-i-nwa-za-*56-ni	ainwazaΦni	kʷla-	-27.6419	kʷla- (-27.64); xla- (-28.34); tlle- (-28.46)	10
a-i-*301-ti	aiΘti	Masa	-14.3556	Masa (-14.36); Tele (-14.37); =ewẽ (-14.37)	5
a-i-*301-ti-j	aiΘtij	Masa	-17.6329	Masa (-17.63); =ewẽ (-17.65); Tele (-17.65)	6
a-i-*301-ti-ja	aiΘtija	eb(e)	-20.8678	eb(e) (-20.87); Masa (-20.95); =ewẽ (-20.96)	7
a-i-*301-ti-ja-s	aiΘtijas	eb(e)	-24.0486	eb(e) (-24.05); ada- (-24.24); Masa (-24.29)	8
a-i-*301-ti-ja-sa	aiΘtijasa	eb(e)	-27.2817	eb(e) (-27.28); ada- (-27.43); kʷa-(ti) (-27.58)	9
a-i-*301-ti-ja-sa-s	aiΘtijasas	kʷa-(ti)	-30.2739	kʷa-(ti) (-30.27); eb(e) (-30.54); ada- (-30.68)	10
a-i-*301-u-j	aiΘuj	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-i-*301-u-ja	aiΘuja	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-i-*301-u-t	aiΘut	Masa	-14.1963	Masa (-14.20); =ewẽ (-14.21); Tele (-14.21)	5
a-i-*301-u-ti	aiΘuti	Masa	-17.453	Masa (-17.45); Tele (-17.47); =ewẽ (-17.47)	6
a-i-*301-u-ti-n	aiΘutin	eb(e)	-20.6409	eb(e) (-20.64); Masa (-20.75); =ewẽ (-20.77)	7
a-i-*301-u-ti-nu	aiΘutinu	eb(e)	-23.7308	eb(e) (-23.73); Masa (-24.09); Tele (-24.10)	8
a-i-*301-u-ti-nu-j	aiΘutinuj	eb(e)	-26.9305	eb(e) (-26.93); Masa (-27.44); =ewẽ (-27.45)	9
a-i-*301-u-ti-nu-ja	aiΘutinuja	eb(e)	-30.1874	eb(e) (-30.19); kʷa-(ti) (-30.62); ada- (-30.78)	10
a-i-*301-wa	aiΘwa	Jaɲ	-14.8093	Jaɲ (-14.81); =ti (-15.03); =pe (-15.03)	5
a-i-*301-wa-e	aiΘwae	=ti	-12.2867	=ti (-12.29); ti (-14.02); pibi (-15.67)	6
a-i-*301-wa-e-a	aiΘwaea	=ti	-15.7939	=ti (-15.79); ti- (-16.88); xi- (-16.88)	7
a-i-*301-wa-e-a-d	aiΘwaead	=ti	-19.301	=ti (-19.30); ti- (-19.70); xi- (-19.70)	8
a-i-*301-wa-e-a-di	aiΘwaeadi	tis-	-20.3824	tis- (-20.38); ti- (-22.81); xi- (-22.81)	9
a-i-*301-wa-e-a-di-k	aiΘwaeadik	tis-	-23.207	tis- (-23.21); win(i)- (-25.73); ti- (-26.03)	10
a-i-*301-wa-j	aiΘwaj	xb-	-17.8333	xb- (-17.83); xtt- (-18.06); xɲt- (-18.06)	6
a-i-*301-wa-ja	aiΘwaja	xb-	-20.8798	xb- (-20.88); xɲt- (-21.06); xtt- (-21.06)	7
a-i-*301-wa-ja-a	aiΘwajaa	xb-	-24.0378	xb- (-24.04); xtt- (-24.18); xɲt- (-24.18)	8
a-i-*301-wa-ja-a-d	aiΘwajaad	kʷãn	-24.8376	kʷãn (-24.84); trus (-26.18); t͡seus (-26.84)	9
a-i-*301-wa-ja-a-di	aiΘwajaadi	kʷãn	-28.3306	kʷãn (-28.33); kʷexn͂n- (-28.82); tem-/m̃m- (-28.83)	10
a-i-*301-wa-ja-a-j	aiΘwajaaj	kʷla-	-27.1588	kʷla- (-27.16); xb- (-27.26); xtt- (-27.37)	9
a-i-*301-wa-ja-a-ja	aiΘwajaaja	kʷla-	-30.1138	kʷla- (-30.11); xb- (-30.53); xɲt- (-30.61)	10
a-i-*301-wa-ja-j	aiΘwajaj	xb-	-24.0378	xb- (-24.04); xtt- (-24.18); xɲt- (-24.18)	8
a-i-*301-wa-ja-ja	aiΘwajaja	kʷla-	-27.1588	kʷla- (-27.16); xb- (-27.26); xtt- (-27.37)	9
a-i-*301-wa-ja-ja-a	aiΘwajajaa	kʷla-	-30.1138	kʷla- (-30.11); xb- (-30.53); xɲt- (-30.61)	10
a-i-*301-wa-ja-ja-d	aiΘwajajad	kʷãn	-27.9856	kʷãn (-27.99); trus (-29.52); t͡seus (-29.86)	10
a-i-*301-wa-ja-ja-i	aiΘwajajai	kʷla-	-30.1138	kʷla- (-30.11); xb- (-30.53); xɲt- (-30.61)	10
a-i-*301-wa-ja-ja-j	aiΘwajajaj	kʷla-	-30.1138	kʷla- (-30.11); xb- (-30.53); xɲt- (-30.61)	10
a-i-*301-wa-ja-ja-s	aiΘwajajas	kʷla-	-30.1138	kʷla- (-30.11); xb- (-30.53); xɲt- (-30.61)	10
a-i-*301-wa-ja-s	aiΘwajas	xb-	-24.0378	xb- (-24.04); xtt- (-24.18); xɲt- (-24.18)	8
a-i-*301-wa-ja-se	aiΘwajase	=ti	-22.8015	=ti (-22.80); ti (-24.54); Axkʷkʷadi (-25.43)	9
a-i-*301-wa-ja-se-k	aiΘwajasek	=ti	-26.3087	=ti (-26.31); xi- (-27.38); ti- (-27.38)	10
a-i-*301-wa-ja-t	aiΘwajat	=be	-19.3093	=be (-19.31); =de (-19.31); =pe (-19.31)	8
a-i-*301-wa-ja-tu	aiΘwajatu	=pe	-22.8165	=pe (-22.82); =be (-22.82); =de (-22.82)	9
a-i-*301-wa-ja-tu-r	aiΘwajatur	=pe	-26.3236	=pe (-26.32); =de (-26.32); =be (-26.32)	10
a-ja-a-d	ajaad	=mẽ	-15.4014	=mẽ (-15.40); nur (-15.83); mar (-15.83)	5
a-ja-a-di	ajaadi	=mẽ	-18.2489	=mẽ (-18.25); mɲn- (-18.67); is- (-18.69)	6
a-ja-a-di-k	ajaadik	=mẽ	-21.3598	=mẽ (-21.36); mɲn- (-21.41); nun͂- (-21.45)	7
a-ja-a-di-ki	ajaadiki	nun͂-	-23.86	nun͂- (-23.86); mɲn- (-24.43); =mẽ (-24.58)	8
a-ja-a-di-ki-t	ajaadikit	=mẽ	-22.5315	=mẽ (-22.53); Krɲna (-24.08); Arɲna (-24.08)	9
a-ja-a-di-ki-te	ajaadikite	nei	-24.5546	nei (-24.55); γarãi (-24.81); Piɡrẽi (-25.03)	10
a-ja-a-j	ajaaj	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ja-a-ja	ajaaja	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ja-di	ajadi	=mẽ	-15.0316	=mẽ (-15.03); mɲn- (-15.40); is- (-15.42)	5
a-ja-di-k	ajadik	mɲn-	-18.1115	mɲn- (-18.11); =mẽ (-18.14); nun͂- (-18.18)	6
a-ja-di-ki	ajadiki	nun͂-	-20.5729	nun͂- (-20.57); mɲn- (-21.11); =mẽ (-21.36)	7
a-ja-di-ki-t	ajadikit	=mẽ	-19.3093	=mẽ (-19.31); Krɲna (-20.94); Arɲna (-20.94)	8
a-ja-di-ki-tu	ajadikitu	=mẽ	-22.8165	=mẽ (-22.82); Isɲta- (-24.19); Krɲna (-24.45)	9
a-ja-di-ki-tu-j	ajadikituj	=mẽ	-26.3236	=mẽ (-26.32); Isɲta- (-27.01); s(ije)- (-27.68)	10
a-ja-i-n	ajain	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ja-i-n-w	ajainw	Jaɲ	-17.5004	Jaɲ (-17.50); Tlax (-17.61); =ti (-18.67)	6
a-ja-i-nwa	ajainwa	Jaɲ	-20.9957	Jaɲ (-21.00); Tlax (-21.12); =ti (-21.53)	7
a-ja-i-nwa-z	ajainwaz	qal	-23.7069	qal (-23.71); kʷla- (-23.77); kʷla (-23.79)	8
a-ja-i-nwa-za	ajainwaza	kʷla-	-25.9471	kʷla- (-25.95); xla- (-26.59); kʷla (-26.60)	9
a-ja-i-nwa-za-*56	ajainwazaΦ	kʷla-	-28.6551	kʷla- (-28.66); xla- (-29.33); tlle- (-29.64)	10
a-ja-ja	ajaja	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ja-ja-a	ajajaa	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ja-ja-d	ajajad	=mẽ	-18.673	=mẽ (-18.67); nur (-19.15); mar (-19.15)	6
a-ja-ja-di	ajajadi	=mẽ	-21.5286	=mẽ (-21.53); mɲn- (-21.98); is- (-22.00)	7
a-ja-ja-di-k	ajajadik	=mẽ	-24.6428	=mẽ (-24.64); mɲn- (-24.74); nun͂- (-24.75)	8
a-ja-ja-di-ki	ajajadiki	nun͂-	-27.1803	nun͂- (-27.18); mɲn- (-27.77); =mẽ (-27.87)	9
a-ja-ja-di-ki-t	ajajadikit	=mẽ	-25.8174	=mẽ (-25.82); (†)pẽnẽ (-26.73); Arɲna (-27.29)	10
a-ja-ja-i	ajajai	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ja-ja-i-n	ajajain	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ja-ja-i-n-w	ajajainw	Jaɲ	-23.9332	Jaɲ (-23.93); Tlax (-23.99); (†)pẽnẽ (-25.24)	8
a-ja-ja-i-nwa	ajajainwa	Jaɲ	-27.4319	Jaɲ (-27.43); Tlax (-27.49); (†)pẽnẽ (-27.70)	9
a-ja-ja-i-nwa-z	ajajainwaz	(†)pẽnẽ	-30.5164	(†)pẽnẽ (-30.52); qal (-30.69); Tlax (-30.74)	10
a-ja-ja-j	ajajaj	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ja-ja-ja	ajajaja	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ja-ja-s	ajajas	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ja-ja-sa	ajajasa	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ja-ja-sa-s	ajajasas	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-ja-ja-sa-sa	ajajasasa	(†)pẽnẽ	-30.2891	(†)pẽnẽ (-30.29); ux(i)- (-30.36); =mẽ (-30.52)	9
a-ja-ja-sa-sa-r	ajajasasar	(†)pẽnẽ	-33.2542	(†)pẽnẽ (-33.25); ux(i)- (-33.33); kb-/tu- (-33.76)	10
a-ja-ja-w	ajajaw	Jaɲ	-17.5004	Jaɲ (-17.50); Tlax (-17.61); =ti (-18.67)	6
a-ja-ja-wa	ajajawa	Jaɲ	-20.9957	Jaɲ (-21.00); Tlax (-21.12); =ti (-21.53)	7
a-ja-re	ajare	=ti	-14.3659	=ti (-14.37); ni (-15.90); ai (-15.90)	5
a-ja-re-t	ajaret	Tele	-17.2676	Tele (-17.27); =ewẽ (-17.27); Pubiele (-17.31)	6
a-ja-re-ta	ajareta	iwe-	-20.1698	iwe- (-20.17); Pubiele (-20.40); Tele (-20.57)	7
a-ja-sa	ajasa	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ja-sa-s	ajasas	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ja-sa-sa	ajasasa	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ja-sa-sa-r	ajasasar	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-ja-sa-sa-ra	ajasasara	(†)pẽnẽ	-30.2891	(†)pẽnẽ (-30.29); ux(i)- (-30.36); =mẽ (-30.52)	9
a-ja-sa-sa-ra-m	ajasasaram	(†)pẽnẽ	-33.2542	(†)pẽnẽ (-33.25); ux(i)- (-33.33); kb-/tu- (-33.76)	10
a-ja-se	ajase	=ti	-14.3659	=ti (-14.37); ni (-15.90); ai (-15.90)	5
a-ja-se-k	ajasek	xe/i-	-17.8241	xe/i- (-17.82); =ti (-17.86); si- (-18.69)	6
a-ja-se-ka	ajaseka	ux(i)-	-20.6213	ux(i)- (-20.62); xe/i- (-20.65); =ti (-21.35)	7
a-ja-se-ka-n	ajasekan	ux(i)-	-23.0797	ux(i)- (-23.08); xe/i- (-23.75); si- (-24.66)	8
a-ja-se-ka-na	ajasekana	ux(i)-	-25.91	ux(i)- (-25.91); xe/i- (-26.97); ite(/i)- (-27.55)	9
a-ja-se-ka-na-s	ajasekanas	ux(i)-	-28.914	ux(i)- (-28.91); xe/i- (-30.25); ite(/i)- (-30.47)	10
a-ja-tu	ajatu	Masa	-14.3556	Masa (-14.36); Tele (-14.37); =ewẽ (-14.37)	5
a-ja-tu-r	ajatur	Masa	-17.6329	Masa (-17.63); =ewẽ (-17.65); Tele (-17.65)	6
a-ja-tu-ru	ajaturu	eb(e)	-20.8678	eb(e) (-20.87); Masa (-20.95); =ewẽ (-20.96)	7
a-ja-tu-ru-s	ajaturus	eb(e)	-24.0486	eb(e) (-24.05); ada- (-24.24); Masa (-24.29)	8
a-ja-tu-ru-sa	ajaturusa	eb(e)	-27.2817	eb(e) (-27.28); ada- (-27.43); kʷa-(ti) (-27.58)	9
a-ja-tu-ru-sa-i	ajaturusai	kʷa-(ti)	-30.2739	kʷa-(ti) (-30.27); eb(e) (-30.54); ada- (-30.68)	10
a-ja-wa	ajawa	Jaɲ	-14.8093	Jaɲ (-14.81); =ti (-15.03); =pe (-15.03)	5
a-ka-na	akana	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ka-na-s	akanas	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ka-na-si	akanasi	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ma-i-n	amain	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ma-i-na	amaina	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ma-i-na-j	amainaj	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ma-i-na-ja	amainaja	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-ma-i-na-ja-r	amainajar	(†)pẽnẽ	-30.2891	(†)pẽnẽ (-30.29); ux(i)- (-30.36); =mẽ (-30.52)	9
a-ma-i-na-ja-re	amainajare	=ti	-30.4999	=ti (-30.50); Puwẽi (-32.01); γarãi (-32.01)	10
a-ma-na	amana	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ma-na-d	amanad	=mẽ	-18.673	=mẽ (-18.67); nur (-19.15); mar (-19.15)	6
a-ma-na-da	amanada	=mẽ	-21.5286	=mẽ (-21.53); mɲn- (-21.98); is- (-22.00)	7
a-ma-na-da-w	amanadaw	Krɲna	-22.2556	Krɲna (-22.26); Arɲna (-22.26); mɲn- (-23.93)	8
a-ma-na-da-wa	amanadawa	Isɲta-	-24.9378	Isɲta- (-24.94); Arɲna (-25.06); Krɲna (-25.06)	9
a-ma-na-da-wa-i	amanadawai	Isɲta-	-27.4019	Isɲta- (-27.40); Arɲna (-28.15); Krɲna (-28.15)	10
a-ma-si	amasi	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ma-si-r	amasir	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ma-si-ru	amasiru	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ma-si-ru-t	amasirut	(†)pẽnẽ	-23.5386	(†)pẽnẽ (-23.54); Masa (-23.78); Tele (-23.79)	8
a-ma-si-ru-te	amasirute	γarãi	-23.7764	γarãi (-23.78); Puwẽi (-24.00); ai (-24.55)	9
a-ma-te	amate	ai	-10.518	ai (-10.52); γarãi (-11.13); Puwẽi (-11.54)	5
a-me-i-t	ameit	iða	-13.2307	iða (-13.23); ite (-13.24); ije (-13.24)	5
a-me-i-ti	ameiti	iwe-	-16.0563	iwe- (-16.06); iða (-16.72); ite (-16.74)	6
a-me-u-n	ameun	xi-	-15.052	xi- (-15.05); si- (-15.05); ti- (-15.05)	5
a-me-u-na	ameuna	ux(i)-	-17.7801	ux(i)- (-17.78); ti- (-18.16); si- (-18.16)	6
a-me-u-na-k	ameunak	ux(i)-	-20.6075	ux(i)- (-20.61); is- (-21.32); xi- (-21.38)	7
a-me-u-na-ka	ameunaka	ux(i)-	-23.6084	ux(i)- (-23.61); is- (-24.47); iwe- (-24.61)	8
a-me-u-na-ka-n	ameunakan	ux(i)-	-26.7106	ux(i)- (-26.71); a(i)-(di) (-27.15); is- (-27.68)	9
a-me-u-na-ka-na	ameunakana	a(i)-(di)	-29.7309	a(i)-(di) (-29.73); ux(i)- (-29.88); ite(/i)- (-30.40)	10
a-me-u-na-r	ameunar	ux(i)-	-20.6075	ux(i)- (-20.61); is- (-21.32); xi- (-21.38)	7
a-me-u-na-ru	ameunaru	ux(i)-	-23.6084	ux(i)- (-23.61); is- (-24.47); iwe- (-24.61)	8
a-me-u-na-ru-k	ameunaruk	ux(i)-	-26.7106	ux(i)- (-26.71); a(i)-(di) (-27.15); is- (-27.68)	9
a-me-u-na-ru-ka	ameunaruka	a(i)-(di)	-29.7309	a(i)-(di) (-29.73); ux(i)- (-29.88); ite(/i)- (-30.40)	10
a-na-da	anada	=mẽ	-15.0316	=mẽ (-15.03); mɲn- (-15.40); is- (-15.42)	5
a-na-da-w	anadaw	Arɲna	-15.7515	Arɲna (-15.75); Krɲna (-15.75); mɲn- (-17.07)	6
a-na-da-wa	anadawa	Isɲta-	-18.4325	Isɲta- (-18.43); Krɲna (-18.56); Arɲna (-18.56)	7
a-na-da-wa-i	anadawai	Isɲta-	-20.896	Isɲta- (-20.90); Krɲna (-21.65); Arɲna (-21.65)	8
a-na-da-wa-i-j	anadawaij	Isɲta-	-23.7234	Isɲta- (-23.72); Arɲna (-24.85); Krɲna (-24.85)	9
a-na-da-wa-i-ja	anadawaija	Isɲta-	-26.7225	Isɲta- (-26.72); Trkʷkʷɲt (-27.88); Arɲna (-28.12)	10
a-na-i-*301	anaiΘ	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-na-i-*301-t	anaiΘt	Masa	-17.3396	Masa (-17.34); =ewẽ (-17.35); Tele (-17.35)	6
a-na-i-*301-ti	anaiΘti	Masa	-20.6261	Masa (-20.63); =ewẽ (-20.64); Tele (-20.64)	7
a-na-i-*301-ti-j	anaiΘtij	eb(e)	-23.6487	eb(e) (-23.65); Masa (-23.95); =ewẽ (-23.96)	8
a-na-i-*301-ti-ja	anaiΘtija	eb(e)	-26.7448	eb(e) (-26.74); Masa (-27.29); Tele (-27.31)	9
a-na-i-*301-ti-ja-s	anaiΘtijas	eb(e)	-29.953	eb(e) (-29.95); Masa (-30.66); =ewẽ (-30.67)	10
a-na-i-*301-u	anaiΘu	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-na-i-*301-u-t	anaiΘut	Masa	-20.5391	Masa (-20.54); Tele (-20.55); =ewẽ (-20.55)	7
a-na-i-*301-u-ti	anaiΘuti	Masa	-23.8495	Masa (-23.85); Tele (-23.86); =ewẽ (-23.86)	8
a-na-i-*301-u-ti-n	anaiΘutin	eb(e)	-26.7531	eb(e) (-26.75); Masa (-27.19); Tele (-27.20)	9
a-na-i-*301-u-ti-nu	anaiΘutinu	eb(e)	-29.8525	eb(e) (-29.85); Masa (-30.55); =ewẽ (-30.56)	10
a-na-si	anasi	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-na-si-s	anasis	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-na-si-si	anasisi	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-na-si-si-r	anasisir	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-na-ti	anati	Masa	-14.3556	Masa (-14.36); Tele (-14.37); =ewẽ (-14.37)	5
a-na-ti-*301	anatiΘ	Masa	-17.6329	Masa (-17.63); =ewẽ (-17.65); Tele (-17.65)	6
a-na-ti-*301-w	anatiΘw	Jaɲ	-15.7919	Jaɲ (-15.79); Tlax (-18.29); =ewẽ (-19.14)	7
a-na-ti-*301-wa	anatiΘwa	Jaɲ	-19.2991	Jaɲ (-19.30); ad- (-20.38); ax- (-20.38)	8
a-na-ti-*301-wa-j	anatiΘwaj	Jaɲ	-22.8062	Jaɲ (-22.81); ax- (-23.21); ad- (-23.21)	9
a-na-ti-*301-wa-ja	anatiΘwaja	ad-	-26.3133	ad- (-26.31); ax- (-26.31); Jaɲ (-26.31)	10
a-ra-ma	arama	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ra-ma-n	araman	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ra-ma-na	aramana	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ra-ma-na-d	aramanad	(†)pẽnẽ	-25.1744	(†)pẽnẽ (-25.17); =mẽ (-25.32); nur (-25.85)	8
a-ra-ma-na-da	aramanada	(†)pẽnẽ	-27.9984	(†)pẽnẽ (-28.00); =mẽ (-28.20); mɲn- (-28.68)	9
a-ra-ma-na-da-w	aramanadaw	Krɲna	-28.9323	Krɲna (-28.93); Arɲna (-28.93); Jaɲ (-30.50)	10
a-ra-me	arame	=ti	-14.3659	=ti (-14.37); ni (-15.90); ai (-15.90)	5
a-ra-me-i	aramei	xe/i-	-17.8241	xe/i- (-17.82); =ti (-17.86); si- (-18.69)	6
a-ra-me-i-t	arameit	iða	-20.215	iða (-20.21); ije (-20.23); ite (-20.23)	7
a-ra-me-i-ti	arameiti	iwe-	-23.0399	iwe- (-23.04); ux(i)- (-23.08); Pubiele (-23.61)	8
a-ra-me-u	arameu	xe/i-	-17.8241	xe/i- (-17.82); =ti (-17.86); si- (-18.69)	6
a-ra-me-u-n	arameun	ux(i)-	-20.6213	ux(i)- (-20.62); xe/i- (-20.65); =ti (-21.35)	7
a-ra-me-u-na	arameuna	ux(i)-	-23.0797	ux(i)- (-23.08); xe/i- (-23.75); si- (-24.66)	8
a-ra-me-u-na-k	arameunak	ux(i)-	-25.91	ux(i)- (-25.91); xe/i- (-26.97); ite(/i)- (-27.55)	9
a-ra-me-u-na-ka	arameunaka	ux(i)-	-28.914	ux(i)- (-28.91); xe/i- (-30.25); ite(/i)- (-30.47)	10
a-ra-me-u-na-r	arameunar	ux(i)-	-25.91	ux(i)- (-25.91); xe/i- (-26.97); ite(/i)- (-27.55)	9
a-ra-me-u-na-ru	arameunaru	ux(i)-	-28.914	ux(i)- (-28.91); xe/i- (-30.25); ite(/i)- (-30.47)	10
a-re-di	aredi	is-	-9.8669	is- (-9.87); tis- (-12.25); ijas- (-13.33)	5
a-re-di-j	aredij	is-	-12.6902	is- (-12.69); tis- (-15.07); ijas- (-16.15)	6
a-re-di-ja	aredija	is-	-15.7954	is- (-15.80); tis- (-18.18); ijas- (-19.25)	7
a-re-ja	areja	xi-	-15.052	xi- (-15.05); si- (-15.05); ti- (-15.05)	5
a-re-ta	areta	iwe-	-13.2135	iwe- (-13.21); iða (-13.85); ite (-13.87)	5
a-ru-ka	aruka	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-ru-ka-n	arukan	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-ru-ka-na	arukana	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-ru-ka-na-s	arukanas	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-sa-ra	asara	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-sa-ra-m	asaram	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-sa-ra-ma	asarama	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-sa-ra-ma-n	asaraman	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-sa-ra-ma-na	asaramana	(†)pẽnẽ	-30.2891	(†)pẽnẽ (-30.29); ux(i)- (-30.36); =mẽ (-30.52)	9
a-sa-ra-ma-na-d	asaramanad	(†)pẽnẽ	-31.0932	(†)pẽnẽ (-31.09); =mẽ (-32.06); Arɲnas (-32.32)	10
a-sa-ra-me	asarame	=ti	-20.6952	=ti (-20.70); Puwẽi (-22.55); γarãi (-22.55)	7
a-sa-ra-me-i	asaramei	xe/i-	-23.923	xe/i- (-23.92); =ti (-24.19); m̃me/i- (-25.04)	8
a-sa-ra-me-i-t	asarameit	(†)pẽnẽ	-26.3663	(†)pẽnẽ (-26.37); Pubiele (-26.65); ux(i)- (-26.71)	9
a-sa-ra-me-i-ti	asarameiti	ux(i)-	-29.1775	ux(i)- (-29.18); (†)pẽnẽ (-29.68); xe/i- (-29.85)	10
a-sa-ra-me-u	asarameu	xe/i-	-23.923	xe/i- (-23.92); =ti (-24.19); m̃me/i- (-25.04)	8
a-sa-ra-me-u-n	asarameun	ux(i)-	-26.7141	ux(i)- (-26.71); xe/i- (-26.75); ite(/i)- (-27.66)	9
a-sa-ra-me-u-na	asarameuna	ux(i)-	-29.1775	ux(i)- (-29.18); xe/i- (-29.85); ite(/i)- (-30.12)	10
a-sa-sa	asasa	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-sa-sa-r	asasar	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-sa-sa-ra	asasara	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-sa-sa-ra-m	asasaram	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-sa-sa-ra-ma	asasarama	(†)pẽnẽ	-30.2891	(†)pẽnẽ (-30.29); ux(i)- (-30.36); =mẽ (-30.52)	9
a-sa-sa-ra-ma-n	asasaraman	(†)pẽnẽ	-33.2542	(†)pẽnẽ (-33.25); ux(i)- (-33.33); kb-/tu- (-33.76)	10
a-sa-sa-ra-me	asasarame	=ti	-27.2038	=ti (-27.20); Puwẽi (-28.82); γarãi (-28.82)	9
a-sa-sa-ra-me-i	asasaramei	xe/i-	-30.3025	xe/i- (-30.30); =ti (-30.70); m̃me/i- (-30.99)	10
a-sa-sa-ra-me-u	asasarameu	xe/i-	-30.3025	xe/i- (-30.30); =ti (-30.70); m̃me/i- (-30.99)	10
a-sa-u-n	asaun	=be	-17.6191	=be (-17.62); =ti (-17.62); =pe (-17.62)	5
a-sa-u-na	asauna	=be	-20.7824	=be (-20.78); =mẽ (-20.78); =de (-20.78)	6
a-sa-u-na-k	asaunak	=pe	-23.9944	=pe (-23.99); =be (-23.99); =ti (-23.99)	7
a-sa-u-na-ka	asaunaka	Jaɲ	-27.2426	Jaɲ (-27.24); =de (-27.24); =pe (-27.24)	8
a-sa-u-na-ka-n	asaunakan	(†)pẽnẽ	-30.2891	(†)pẽnẽ (-30.29); ux(i)- (-30.36); =mẽ (-30.52)	9
a-sa-u-na-ka-na	asaunakana	(†)pẽnẽ	-33.2542	(†)pẽnẽ (-33.25); ux(i)- (-33.33); kb-/tu- (-33.76)	10
a-se-ka	aseka	xi-	-15.052	xi- (-15.05); si- (-15.05); ti- (-15.05)	5
