linear_a_signs	linear_a_ipa	matched_word	score	top3_matches	ipa_length
a-i-*301-wa-e	aiΘwae	poʈʈ-	-15.3463	poʈʈ- (-15.35); patʃ- (-15.41); jaɳʈ- (-15.71)	6
a-i-*301-wa-e-a	aiΘwaea	poʈʈ-	-17.9344	poʈʈ- (-17.93); patʃ- (-18.22); putʃ (-18.47)	7
a-i-*301-wa-e-a-d	aiΘwaead	poʈʈ-	-18.8234	poʈʈ- (-18.82); patʃ- (-20.83); jaɳʈ- (-21.19)	8
a-i-*301-wa-e-a-di	aiΘwaeadi	poʈʈ-	-21.6742	poʈʈ- (-21.67); piːr (-23.64); poːr (-23.64)	9
a-i-*301-wa-e-a-di-k	aiΘwaeadik	paːʈu	-24.0433	paːʈu (-24.04); jaːʈu (-24.52); poʈʈ- (-24.79)	10
a-i-*301-wa-j	aiΘwaj	poʈʈ-	-15.3463	poʈʈ- (-15.35); patʃ- (-15.41); jaɳʈ- (-15.71)	6
a-i-*301-wa-ja	aiΘwaja	poʈʈ-	-17.9344	poʈʈ- (-17.93); patʃ- (-18.22); putʃ (-18.47)	7
a-i-*301-wa-ja-a	aiΘwajaa	poʈʈ-	-18.782	poʈʈ- (-18.78); patʃ- (-20.82); jaɳʈ- (-21.18)	8
a-i-*301-wa-ja-a-d	aiΘwajaad	poʈʈ-	-20.8139	poʈʈ- (-20.81); patʃ- (-23.57); pitʃtʃ- (-23.59)	9
a-i-*301-wa-ja-a-di	aiΘwajaadi	poʈʈ-	-23.7497	poʈʈ- (-23.75); pitʃtʃ- (-26.53); muːʈʈaj (-26.60)	10
a-i-*301-wa-ja-a-j	aiΘwajaaj	poʈʈ-	-20.8139	poʈʈ- (-20.81); patʃ- (-23.57); pitʃtʃ- (-23.59)	9
a-i-*301-wa-ja-a-ja	aiΘwajaaja	poʈʈ-	-23.7398	poʈʈ- (-23.74); pitʃtʃ- (-26.52); patʃ- (-26.64)	10
a-i-*301-wa-ja-j	aiΘwajaj	poʈʈ-	-18.8234	poʈʈ- (-18.82); patʃ- (-20.83); jaɳʈ- (-21.19)	8
a-i-*301-wa-ja-ja	aiΘwajaja	poʈʈ-	-21.6522	poʈʈ- (-21.65); patʃ- (-23.86); jaɳʈ- (-24.24)	9
a-i-*301-wa-ja-ja-a	aiΘwajajaa	poʈʈ-	-24.1159	poʈʈ- (-24.12); pitʃtʃ- (-26.64); patʃ- (-26.77)	10
a-i-*301-wa-ja-ja-d	aiΘwajajad	poʈʈ-	-24.1321	poʈʈ- (-24.13); pitʃtʃ- (-26.66); patʃ- (-26.77)	10
a-i-*301-wa-ja-ja-i	aiΘwajajai	poʈʈ-	-24.1321	poʈʈ- (-24.13); pitʃtʃ- (-26.66); patʃ- (-26.77)	10
a-i-*301-wa-ja-ja-j	aiΘwajajaj	poʈʈ-	-24.1321	poʈʈ- (-24.13); pitʃtʃ- (-26.66); patʃ- (-26.77)	10
a-i-*301-wa-ja-ja-s	aiΘwajajas	poʈʈ-	-24.1321	poʈʈ- (-24.13); pitʃtʃ- (-26.66); patʃ- (-26.77)	10
a-i-*301-wa-ja-s	aiΘwajas	poʈʈ-	-18.8234	poʈʈ- (-18.82); patʃ- (-20.83); jaɳʈ- (-21.19)	8
a-i-*301-wa-ja-se	aiΘwajase	poʈʈ-	-21.6742	poʈʈ- (-21.67); patʃ- (-23.87); jaɳʈ- (-24.25)	9
a-i-*301-wa-ja-se-k	aiΘwajasek	paːʈu	-24.0433	paːʈu (-24.04); jaːʈu (-24.53); poʈʈ- (-24.79)	10
a-i-*301-wa-ja-t	aiΘwajat	peʈʈi	-16.024	peʈʈi (-16.02); poʈʈ- (-18.82); appa (-19.05)	8
a-i-*301-wa-ja-tu	aiΘwajatu	peʈʈi	-19.531	peʈʈi (-19.53); paːʈa- (-19.89); putʃa- (-21.32)	9
a-i-*301-wa-ja-tu-r	aiΘwajatur	paːʈa-	-22.7093	paːʈa- (-22.71); peʈʈi (-23.04); jaːh (-23.87)	10
a-ja-a-d	ajaad	poʈʈ-	-9.026	poʈʈ- (-9.03); patʃ- (-11.25); putʃ (-12.18)	5
a-ja-a-di	ajaadi	poʈʈ-	-11.8623	poʈʈ- (-11.86); piːr (-13.92); poːr (-13.92)	6
a-ja-a-di-k	ajaadik	paːʈu	-14.8875	paːʈu (-14.89); poʈʈ- (-14.97); aʈʈu (-15.89)	7
a-ja-a-di-ki	ajaadiki	poʈʈ-	-18.1834	poʈʈ- (-18.18); paːʈu (-18.39); poːr (-19.09)	8
a-ja-a-di-ki-t	ajaadikit	peʈʈi	-20.2143	peʈʈi (-20.21); poʈʈ- (-21.45); paːʈu (-21.90)	9
a-ja-a-di-ki-te	ajaadikite	put̪a-	-23.1502	put̪a- (-23.15); peʈʈi (-23.72); pera- (-24.11)	10
a-ja-a-j	ajaaj	poʈʈ-	-9.026	poʈʈ- (-9.03); patʃ- (-11.25); putʃ (-12.18)	5
a-ja-a-ja	ajaaja	poʈʈ-	-11.8393	poʈʈ- (-11.84); patʃ- (-14.19); putʃ (-14.70)	6
a-ja-di	ajadi	poːr	-11.0447	poːr (-11.04); piːr (-11.04); poʈʈ- (-11.87)	5
a-ja-di-k	ajadik	paːʈu	-12.6184	paːʈu (-12.62); po (-13.33); aʈʈu (-13.95)	6
a-ja-di-ki	ajadiki	poːr	-16.0673	poːr (-16.07); paːʈu (-16.13); pokaj (-16.77)	7
a-ja-di-ki-t	ajadikit	ajja	-19.3678	ajja (-19.37); poːr (-19.51); puli (-19.52)	8
a-ja-di-ki-tu	ajadikitu	put̪a-	-20.0638	put̪a- (-20.06); pera- (-21.08); putʃa- (-22.04)	9
a-ja-di-ki-tu-j	ajadikituj	put̪a-	-22.8873	put̪a- (-22.89); pera- (-23.90); putʃa- (-24.87)	10
a-ja-i-n	ajain	poːr	-11.7248	poːr (-11.72); piːr (-11.72); poʈʈ- (-11.87)	5
a-ja-i-n-w	ajainw	poʈʈ-	-14.9576	poʈʈ- (-14.96); patʃ- (-15.05); piːr (-15.23)	6
a-ja-i-nwa	ajainwa	poʈʈ-	-18.0229	poʈʈ- (-18.02); patʃ- (-18.24); putʃ (-18.47)	7
a-ja-i-nwa-z	ajainwaz	poʈʈ-	-19.3806	poʈʈ- (-19.38); paːl (-20.26); patʃ- (-20.83)	8
a-ja-i-nwa-za	ajainwaza	pitʃtʃ-	-21.7814	pitʃtʃ- (-21.78); putʃ (-21.90); poʈʈ- (-22.21)	9
a-ja-i-nwa-za-*56	ajainwazaΦ	pitʃtʃ-	-21.3198	pitʃtʃ- (-21.32); peːtʃ- (-23.11); piɻatʃtʃ- (-23.67)	10
a-ja-ja	ajaja	poʈʈ-	-11.6185	poʈʈ- (-11.62); putʃ (-11.89); patʃ- (-11.92)	5
a-ja-ja-a	ajajaa	poʈʈ-	-12.4221	poʈʈ- (-12.42); patʃ- (-14.33); putʃ (-14.64)	6
a-ja-ja-d	ajajad	poʈʈ-	-12.476	poʈʈ- (-12.48); patʃ- (-14.35); pitʃtʃ- (-15.17)	6
a-ja-ja-di	ajajadi	poʈʈ-	-15.3253	poʈʈ- (-15.33); piːr (-17.04); poːr (-17.04)	7
a-ja-ja-di-k	ajajadik	paːʈu	-17.8663	paːʈu (-17.87); poʈʈ- (-18.44); aʈʈu (-19.39)	8
a-ja-ja-di-ki	ajajadiki	paːʈu	-21.3733	paːʈu (-21.37); poʈʈ- (-21.65); poːr (-22.43)	9
a-ja-ja-di-ki-t	ajajadikit	peʈʈi	-23.689	peʈʈi (-23.69); paːʈu (-24.88); poʈʈ- (-24.93)	10
a-ja-ja-i	ajajai	poʈʈ-	-12.476	poʈʈ- (-12.48); piːr (-14.00); poːr (-14.00)	6
a-ja-ja-i-n	ajajain	poʈʈ-	-15.3253	poʈʈ- (-15.33); patʃ- (-17.35); piːr (-17.50)	7
a-ja-ja-i-n-w	ajajainw	poʈʈ-	-18.4385	poʈʈ- (-18.44); patʃ- (-20.52); poːr (-21.01)	8
a-ja-ja-i-nwa	ajajainwa	poʈʈ-	-21.6479	poʈʈ- (-21.65); patʃ- (-23.77); pitʃtʃ- (-24.27)	9
a-ja-ja-i-nwa-z	ajajainwaz	poʈʈ-	-24.3901	poʈʈ- (-24.39); pitʃtʃ- (-26.47); paːl (-26.55)	10
a-ja-ja-j	ajajaj	poʈʈ-	-12.476	poʈʈ- (-12.48); patʃ- (-14.35); pitʃtʃ- (-15.17)	6
a-ja-ja-ja	ajajaja	poʈʈ-	-15.2964	poʈʈ- (-15.30); patʃ- (-17.34); putʃ (-17.97)	7
a-ja-ja-s	ajajas	poʈʈ-	-12.476	poʈʈ- (-12.48); patʃ- (-14.35); pitʃtʃ- (-15.17)	6
a-ja-ja-sa	ajajasa	poʈʈ-	-15.2964	poʈʈ- (-15.30); patʃ- (-17.34); putʃ (-17.97)	7
a-ja-ja-sa-s	ajajasas	poʈʈ-	-17.6444	poʈʈ- (-17.64); patʃ- (-20.15); pitʃtʃ- (-20.23)	8
a-ja-ja-sa-sa	ajajasasa	poʈʈ-	-20.6164	poʈʈ- (-20.62); pitʃtʃ- (-23.18); patʃ- (-23.25)	9
a-ja-ja-sa-sa-r	ajajasasar	poʈʈ-	-23.347	poʈʈ- (-23.35); pitʃtʃ- (-25.81); patʃ- (-26.24)	10
a-ja-ja-w	ajajaw	poʈʈ-	-12.476	poʈʈ- (-12.48); patʃ- (-14.35); pitʃtʃ- (-15.17)	6
a-ja-ja-wa	ajajawa	poʈʈ-	-15.2964	poʈʈ- (-15.30); patʃ- (-17.34); putʃ (-17.97)	7
a-ja-re	ajare	poʈʈ-	-11.8658	poʈʈ- (-11.87); patʃ- (-11.94); puh (-12.56)	5
a-ja-re-t	ajaret	peʈʈi	-13.1685	peʈʈi (-13.17); appa (-13.95); poʈʈ- (-14.96)	6
a-ja-re-ta	ajareta	kaʈ	-14.0223	kaʈ (-14.02); paːʈa- (-15.45); peʈʈi (-16.02)	7
a-ja-sa	ajasa	poʈʈ-	-11.6185	poʈʈ- (-11.62); putʃ (-11.89); patʃ- (-11.92)	5
a-ja-sa-s	ajasas	poʈʈ-	-12.476	poʈʈ- (-12.48); patʃ- (-14.35); pitʃtʃ- (-15.17)	6
a-ja-sa-sa	ajasasa	poʈʈ-	-15.2964	poʈʈ- (-15.30); patʃ- (-17.34); putʃ (-17.97)	7
a-ja-sa-sa-r	ajasasar	poʈʈ-	-17.6444	poʈʈ- (-17.64); patʃ- (-20.15); pitʃtʃ- (-20.23)	8
a-ja-sa-sa-ra	ajasasara	poʈʈ-	-20.6164	poʈʈ- (-20.62); pitʃtʃ- (-23.18); patʃ- (-23.25)	9
a-ja-sa-sa-ra-m	ajasasaram	poʈʈ-	-23.347	poʈʈ- (-23.35); pitʃtʃ- (-25.81); patʃ- (-26.24)	10
a-ja-se	ajase	poʈʈ-	-11.8658	poʈʈ- (-11.87); patʃ- (-11.94); putʃ (-13.27)	5
a-ja-se-k	ajasek	paːʈu	-12.6184	paːʈu (-12.62); po (-13.33); aʈʈu (-13.95)	6
a-ja-se-ka	ajaseka	tʃup	-16.1064	tʃup (-16.11); paːʈu (-16.11); poʈʈ- (-16.49)	7
a-ja-se-ka-n	ajasekan	poʈʈ-	-18.191	poʈʈ- (-18.19); paːʈu (-19.61); tʃup (-19.61)	8
a-ja-se-ka-na	ajasekana	poʈʈ-	-19.8982	poʈʈ- (-19.90); tʃuːʈ (-21.77); putʃ (-22.34)	9
a-ja-se-ka-na-s	ajasekanas	poʈʈ-	-19.6797	poʈʈ- (-19.68); tʃuːʈ- (-24.59); tʃuːʈ (-25.27)	10
a-ja-tu	ajatu	paːʈa-	-8.473	paːʈa- (-8.47); putʃa- (-9.12); piː (-9.17)	5
a-ja-tu-r	ajatur	paːʈa-	-11.2808	paːʈa- (-11.28); putʃa- (-11.95); piː (-12.00)	6
a-ja-tu-ru	ajaturu	paːʈa-	-14.3607	paːʈa- (-14.36); putʃa- (-15.05); piː (-15.10)	7
a-ja-tu-ru-s	ajaturus	paːʈa-	-17.5478	paːʈa- (-17.55); putʃa- (-18.27); tʃah- (-18.29)	8
a-ja-tu-ru-sa	ajaturusa	paːʈa-	-20.4805	paːʈa- (-20.48); tʃah- (-21.40); putʃa- (-21.56)	9
a-ja-tu-ru-sa-i	ajaturusai	piːr	-21.6051	piːr (-21.61); paːʈa- (-23.32); peːtʃ- (-23.45)	10
a-ja-wa	ajawa	poʈʈ-	-11.6185	poʈʈ- (-11.62); putʃ (-11.89); patʃ- (-11.92)	5
a-ka-na	akana	poʈʈ-	-6.6566	poʈʈ- (-6.66); putʃ (-9.04); tʃuːʈ (-9.14)	5
a-ka-na-s	akanas	poʈʈ-	-6.3481	poʈʈ- (-6.35); tʃuːʈ- (-11.97); oʈ- (-12.00)	6
a-ka-na-si	akanasi	poʈʈ-	-9.1733	poʈʈ- (-9.17); poːr (-12.00); tʃuːʈ- (-14.81)	7
a-ma-i-n	amain	poːr	-11.7248	poːr (-11.72); piːr (-11.72); poʈʈ- (-11.87)	5
a-ma-i-na	amaina	poʈʈ-	-14.7796	poʈʈ- (-14.78); patʃ- (-15.03); putʃ (-15.16)	6
a-ma-i-na-j	amainaj	poʈʈ-	-15.9276	poʈʈ- (-15.93); patʃ- (-17.56); pitʃtʃ- (-18.27)	7
a-ma-i-na-ja	amainaja	poʈʈ-	-18.7547	poʈʈ- (-18.75); patʃ- (-20.57); pitʃtʃ- (-21.08)	8
a-ma-i-na-ja-r	amainajar	poʈʈ-	-21.0103	poʈʈ- (-21.01); pitʃtʃ- (-23.41); patʃ- (-23.43)	9
a-ma-i-na-ja-re	amainajare	poʈʈ-	-23.9787	poʈʈ- (-23.98); pitʃtʃ- (-26.39); patʃ- (-26.54)	10
a-ma-na	amana	poʈʈ-	-11.6185	poʈʈ- (-11.62); putʃ (-11.89); patʃ- (-11.92)	5
a-ma-na-d	amanad	poʈʈ-	-12.476	poʈʈ- (-12.48); patʃ- (-14.35); pitʃtʃ- (-15.17)	6
a-ma-na-da	amanada	poʈʈ-	-15.2964	poʈʈ- (-15.30); patʃ- (-17.34); putʃ (-17.97)	7
a-ma-na-da-w	amanadaw	poʈʈ-	-17.6444	poʈʈ- (-17.64); patʃ- (-20.15); pitʃtʃ- (-20.23)	8
a-ma-na-da-wa	amanadawa	poʈʈ-	-20.6164	poʈʈ- (-20.62); pitʃtʃ- (-23.18); patʃ- (-23.25)	9
a-ma-na-da-wa-i	amanadawai	poʈʈ-	-23.347	poʈʈ- (-23.35); pitʃtʃ- (-25.81); patʃ- (-26.24)	10
a-ma-si	amasi	poːr	-11.0447	poːr (-11.04); piːr (-11.04); poʈʈ- (-11.87)	5
a-ma-si-r	amasir	poːr	-14.5501	poːr (-14.55); piːr (-14.55); poʈʈ- (-14.96)	6
a-ma-si-ru	amasiru	piːr	-18.0544	piːr (-18.05); poːr (-18.05); poʈʈ- (-18.16)	7
a-ma-si-ru-t	amasirut	peʈʈi	-20.1136	peʈʈi (-20.11); appa (-20.96); paːraj (-21.39)	8
a-ma-si-ru-te	amasirute	pera-	-22.0084	pera- (-22.01); paːʈa- (-22.44); put̪a- (-22.70)	9
a-ma-te	amate	paːʈa-	-8.473	paːʈa- (-8.47); putʃa- (-9.12); piː (-9.17)	5
a-me-i-t	ameit	piːr	-11.7261	piːr (-11.73); paːraj (-11.73); poːr (-11.83)	5
a-me-i-ti	ameiti	paːraj	-8.3254	paːraj (-8.33); -ar (-12.00); -aj (-12.00)	6
a-me-u-n	ameun	piː	-14.3361	piː (-14.34); paɳ- (-14.51); oʈ- (-15.43)	5
a-me-u-na	ameuna	putʃ	-15.8315	putʃ (-15.83); piː (-17.45); paːʈa- (-17.58)	6
a-me-u-na-k	ameunak	paːʈu	-14.33	paːʈu (-14.33); -oːʈu (-16.25); paːmpu (-16.76)	7
a-me-u-na-ka	ameunaka	paːʈu	-17.8353	paːʈu (-17.84); tʃup (-19.07); -oːʈu (-19.75)	8
a-me-u-na-ka-n	ameunakan	paːʈu	-21.3405	paːʈu (-21.34); poʈʈ- (-21.39); tʃup (-22.58)	9
a-me-u-na-ka-na	ameunakana	poʈʈ-	-23.2958	poʈʈ- (-23.30); tʃuːʈ (-24.73); paːʈu (-24.84)	10
a-me-u-na-r	ameunar	poʈʈ-	-18.615	poʈʈ- (-18.61); patʃ- (-18.68); puh (-19.03)	7
a-me-u-na-ru	ameunaru	poʈʈ-	-21.4364	poʈʈ- (-21.44); patʃ- (-21.50); peːtʃ- (-22.40)	8
a-me-u-na-ru-k	ameunaruk	paːʈu	-21.3391	paːʈu (-21.34); paʈaku (-22.59); -oːʈu (-23.26)	9
a-me-u-na-ru-ka	ameunaruka	paːʈu	-24.8428	paːʈu (-24.84); tʃup (-26.07); paʈaku (-26.10)	10
a-na-da	anada	poʈʈ-	-11.6185	poʈʈ- (-11.62); putʃ (-11.89); patʃ- (-11.92)	5
a-na-da-w	anadaw	poʈʈ-	-12.476	poʈʈ- (-12.48); patʃ- (-14.35); pitʃtʃ- (-15.17)	6
a-na-da-wa	anadawa	poʈʈ-	-15.2964	poʈʈ- (-15.30); patʃ- (-17.34); putʃ (-17.97)	7
a-na-da-wa-i	anadawai	poʈʈ-	-17.6444	poʈʈ- (-17.64); piːr (-20.15); poːr (-20.15)	8
a-na-da-wa-i-j	anadawaij	poʈʈ-	-20.6291	poʈʈ- (-20.63); pitʃtʃ- (-23.19); patʃ- (-23.25)	9
a-na-da-wa-i-ja	anadawaija	poʈʈ-	-23.7858	poʈʈ- (-23.79); pitʃtʃ- (-26.32); patʃ- (-26.47)	10
a-na-i-*301	anaiΘ	poːr	-11.7248	poːr (-11.72); piːr (-11.72); poʈʈ- (-11.87)	5
a-na-i-*301-t	anaiΘt	peʈʈi	-13.1685	peʈʈi (-13.17); appa (-13.95); poʈʈ- (-14.96)	6
a-na-i-*301-ti	anaiΘti	paːraj	-11.7191	paːraj (-11.72); pera- (-15.18); -aj (-15.29)	7
a-na-i-*301-ti-j	anaiΘtij	paːraj	-15.2259	paːraj (-15.23); pera- (-17.83); paːʈa- (-18.28)	8
a-na-i-*301-ti-ja	anaiΘtija	paːraj	-18.7326	paːraj (-18.73); pera- (-20.79); paːʈa- (-21.08)	9
a-na-i-*301-ti-ja-s	anaiΘtijas	paːraj	-22.2392	paːraj (-22.24); pera- (-23.88); paːʈa- (-23.90)	10
