lost	top1_known	score	top10
ira	Jaɲ	-11.5351	"[[""Jaɲ"", -11.5351], [""=pe"", -11.5351], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=de"", -11.5351], [""is-"", -12.1474], [""mu-"", -12.1474], [""xb-"", -12.1474], [""xa-"", -12.1474]]"
iru	Jaɲ	-11.5351	"[[""Jaɲ"", -11.5351], [""=pe"", -11.5351], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=de"", -11.5351], [""is-"", -12.1474], [""mu-"", -12.1474], [""xb-"", -12.1474], [""xa-"", -12.1474]]"
irut	Masa	-11.1374	"[[""Masa"", -11.1374], [""Tele"", -11.1499], [""=ewẽ"", -11.1499], [""=pe"", -11.3338], [""=be"", -11.3338], [""=de"", -11.3338], [""=mẽ"", -11.3338], [""Mula"", -11.5285], [""Iuba"", -11.5285], [""Jaɲ"", -12.1927]]"
irute	ai	-10.518	"[[""ai"", -10.518], [""γarãi"", -11.1344], [""Puwẽi"", -11.539], [""ebei"", -12.5715], [""nei"", -12.6235], [""qbai"", -12.83], [""trei"", -12.8424], [""Piɡrẽi"", -13.7024], [""Mutlẽi"", -13.7077], [""ẽti"", -13.8636]]"
irutei	ai	-14.0252	"[[""ai"", -14.0252], [""γarãi"", -14.6401], [""Puwẽi"", -15.0461], [""ebei"", -16.0775], [""nei"", -16.1307], [""qbai"", -16.3372], [""trei"", -16.3496], [""aite"", -16.7808], [""Piɡrẽi"", -17.1984], [""Mutlẽi"", -17.2147]]"
iruteid	as	-17.5306	"[[""as"", -17.5306], [""es"", -17.5306], [""ai"", -17.5324], [""γarãi"", -17.865], [""kʷãn"", -18.3661], [""Puwẽi"", -18.5532], [""Masa"", -19.1273], [""Pertina"", -19.1487], [""ebei"", -19.5831], [""arus"", -19.5946]]"
iruteidi	is-	-20.3849	"[[""is-"", -20.3849], [""as"", -21.0378], [""es"", -21.0378], [""ai"", -21.0396], [""γarãi"", -21.1467], [""kʷãn"", -21.8732], [""Pertina"", -21.976], [""Masa"", -22.0109], [""Puwẽi"", -22.0602], [""ijas-"", -22.2029]]"
isi	Jaɲ	-11.5351	"[[""Jaɲ"", -11.5351], [""=pe"", -11.5351], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=de"", -11.5351], [""is-"", -12.1474], [""mu-"", -12.1474], [""xb-"", -12.1474], [""xa-"", -12.1474]]"
isir	=be	-14.5247	"[[""=be"", -14.5247], [""=ti"", -14.5247], [""=mẽ"", -14.5247], [""Jaɲ"", -14.5247], [""=de"", -14.5247], [""=pe"", -14.5247], [""ax-"", -14.9765], [""xb-"", -14.9765], [""mu-"", -14.9765], [""is-"", -14.9765]]"
ite	ai	-3.5036	"[[""ai"", -3.5036], [""γarãi"", -5.6281], [""ebei"", -6.2701], [""nei"", -6.3011], [""Puwẽi"", -6.3232], [""eri"", -6.907], [""eni"", -6.907], [""ẽti"", -6.907], [""epi"", -6.907], [""eli"", -6.907]]"
ites	ai	-7.0108	"[[""ai"", -7.0108], [""γarãi"", -9.133], [""aite"", -9.7718], [""ebei"", -9.7749], [""nei"", -9.8083], [""Puwẽi"", -9.8301], [""eli"", -10.386], [""eti"", -10.386], [""eni"", -10.386], [""eri"", -10.386]]"
itesi	ai	-10.518	"[[""ai"", -10.518], [""γarãi"", -12.6369], [""aite"", -12.8622], [""ebei"", -13.2788], [""nei"", -13.3153], [""Puwẽi"", -13.3368], [""eri"", -13.8651], [""ẽti"", -13.8651], [""eli"", -13.8651], [""eni"", -13.8651]]"
itesir	ai	-14.0252	"[[""ai"", -14.0252], [""aite"", -16.0692], [""γarãi"", -16.1398], [""ebei"", -16.7818], [""nei"", -16.8224], [""Puwẽi"", -16.8433], [""eri"", -17.3442], [""epi"", -17.3442], [""eli"", -17.3442], [""eti"", -17.3442]]"
itesira	ai	-17.5324	"[[""ai"", -17.5324], [""aite"", -19.3404], [""γarãi"", -19.6417], [""aðai(je)"", -20.0778], [""ebei"", -20.2839], [""nei"", -20.3294], [""Puwẽi"", -20.3496], [""eri-(ti)"", -20.5926], [""xal(i)-"", -20.5946], [""axãt(i)-"", -20.598]]"
itet	aite	-6.9064	"[[""aite"", -6.9064], [""ai"", -7.0099], [""Masa"", -8.9954], [""Tele"", -9.0017], [""=ewẽ"", -9.0017], [""γarãi"", -9.0998], [""Paɡda"", -9.1185], [""aitãta"", -9.3176], [""aitata"", -9.3176], [""ebeila"", -9.6408]]"
itete	γarãi	-8.9677	"[[""γarãi"", -8.9677], [""Piɡrẽi"", -9.1522], [""ai"", -9.4215], [""ebei"", -9.6918], [""aite"", -10.3113], [""Puwẽi"", -11.2499], [""nei"", -11.9343], [""eb(e)"", -11.9616], [""Merexi"", -12.2489], [""qbai"", -12.3242]]"
iteter	γarãi	-12.4747	"[[""γarãi"", -12.4747], [""Piɡrẽi"", -12.6591], [""ai"", -12.9291], [""ebei"", -13.1988], [""aite"", -13.7434], [""ẽne/i-"", -14.243], [""ete/i-"", -14.243], [""xe/i-"", -14.743], [""Puwẽi"", -14.7572], [""eb(e)"", -14.7707]]"
itetere	γarãi	-15.2514	"[[""γarãi"", -15.2514], [""Piɡrẽi"", -15.4514], [""Teθθiweibi"", -15.8975], [""ai"", -15.9267], [""ebei"", -15.9888], [""ẽne/i-"", -16.9087], [""ete/i-"", -16.9087], [""aite"", -17.0703], [""xe/i-"", -17.5521], [""Puwẽi"", -17.624]]"
iteterep	ẽne/i-	-18.065	"[[""ẽne/i-"", -18.065], [""ete/i-"", -18.065], [""epre/i-"", -18.2503], [""ẽtre/i-"", -18.2503], [""esbe/i-"", -18.2503], [""γarãi"", -18.7589], [""Piɡrẽi"", -18.9587], [""Teθθiweibi"", -19.3717], [""a(i)-(di)"", -19.3796], [""ai"", -19.4344]]"
iti	Masa	-8.725	"[[""Masa"", -8.725], [""Tele"", -8.7374], [""=ewẽ"", -8.7374], [""ada-"", -9.0879], [""Jaɲ"", -9.0909], [""ax-"", -9.1032], [""ad-"", -9.1032], [""xa-"", -9.1314], [""=pe"", -9.339], [""=mẽ"", -9.339]]"
itu	Masa	-8.725	"[[""Masa"", -8.725], [""Tele"", -8.7374], [""=ewẽ"", -8.7374], [""ada-"", -9.0879], [""Jaɲ"", -9.0909], [""ax-"", -9.1032], [""ad-"", -9.1032], [""xa-"", -9.1314], [""=pe"", -9.339], [""=mẽ"", -9.339]]"
ituj	ada-	-11.6953	"[[""ada-"", -11.6953], [""ad-"", -11.8206], [""ax-"", -11.8206], [""Masa"", -11.9319], [""=ewẽ"", -11.9442], [""Tele"", -11.9442], [""xa-"", -11.9546], [""Jaɲ"", -12.1832], [""eru-"", -12.2185], [""aqa"", -12.5757]]"
ituja	ada-	-14.6175	"[[""ada-"", -14.6175], [""ax-"", -14.7634], [""ad-"", -14.7634], [""eru-"", -15.0349], [""xa-"", -15.0545], [""Masa"", -15.2014], [""=ewẽ"", -15.2137], [""Tele"", -15.2137], [""Jaɲ"", -15.3908], [""tsa-"", -15.7003]]"
itujas	ada-	-17.6811	"[[""ada-"", -17.6811], [""ax-"", -17.8311], [""ad-"", -17.8311], [""eru-"", -18.0281], [""xa-"", -18.2693], [""Masa"", -18.5107], [""Tele"", -18.523], [""=ewẽ"", -18.523], [""Jaɲ"", -18.662], [""tsa-"", -18.918]]"
iΘt	Masa	-8.2229	"[[""Masa"", -8.2229], [""=ewẽ"", -8.2354], [""Tele"", -8.2354], [""=de"", -8.4435], [""=mẽ"", -8.4435], [""=be"", -8.4435], [""=pe"", -8.4435], [""Mula"", -8.7201], [""Iuba"", -8.7201], [""Jaɲ"", -9.0981]]"
iΘti	Masa	-11.3895	"[[""Masa"", -11.3895], [""=ewẽ"", -11.402], [""Tele"", -11.402], [""=de"", -11.9212], [""=pe"", -11.9212], [""=be"", -11.9212], [""=mẽ"", -11.9212], [""Jaɲ"", -11.9271], [""ada-"", -12.1883], [""xa-"", -12.2188]]"
iΘtij	Masa	-14.6363	"[[""Masa"", -14.6363], [""Tele"", -14.6487], [""=ewẽ"", -14.6487], [""ada-"", -14.8637], [""Jaɲ"", -15.0292], [""xa-"", -15.052], [""eb(e)"", -15.254], [""ax-"", -15.3009], [""ad-"", -15.3009], [""=mẽ"", -15.3921]]"
iΘtija	ada-	-17.8354	"[[""ada-"", -17.8354], [""Masa"", -17.9313], [""=ewẽ"", -17.9437], [""Tele"", -17.9437], [""xa-"", -18.157], [""Jaɲ"", -18.2452], [""ad-"", -18.2515], [""ax-"", -18.2515], [""eb(e)"", -18.284], [""mla-"", -18.5181]]"
iΘtijas	ada-	-20.9365	"[[""ada-"", -20.9365], [""Masa"", -21.2587], [""=ewẽ"", -21.2711], [""Tele"", -21.2711], [""ax-"", -21.3236], [""ad-"", -21.3236], [""xa-"", -21.3758], [""eb(e)"", -21.407], [""Jaɲ"", -21.5242], [""eru-"", -21.5317]]"
iΘtijasa	ada-	-24.1125	"[[""ada-"", -24.1125], [""ax-"", -24.4737], [""ad-"", -24.4737], [""eb(e)"", -24.5736], [""Masa"", -24.6093], [""=ewẽ"", -24.6216], [""Tele"", -24.6216], [""eru-"", -24.6286], [""xa-"", -24.6574], [""kʷa-(ti)"", -24.6983]]"
iΘtijasas	ada-	-27.338	"[[""ada-"", -27.338], [""kʷa-(ti)"", -27.3888], [""ite(/i)-"", -27.6024], [""ad-"", -27.6781], [""ax-"", -27.6781], [""eb(e)"", -27.7643], [""eru-"", -27.7933], [""a(i)-(di)"", -27.8642], [""Masa"", -27.9772], [""xa-"", -27.979]]"
iΘtijasasa	kʷa-(ti)	-30.2188	"[[""kʷa-(ti)"", -30.2188], [""a(i)-(di)"", -30.2578], [""ite(/i)-"", -30.3236], [""ada-"", -30.5992], [""asa-(ti)"", -30.8438], [""ad-"", -30.9225], [""ax-"", -30.9225], [""eb(e)"", -30.9709], [""eru-"", -31.006], [""ma-(ti)"", -31.1071]]"
iΘu	Jaɲ	-11.5351	"[[""Jaɲ"", -11.5351], [""=pe"", -11.5351], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=de"", -11.5351], [""is-"", -12.1474], [""mu-"", -12.1474], [""xb-"", -12.1474], [""xa-"", -12.1474]]"
iΘuj	=be	-14.5247	"[[""=be"", -14.5247], [""=ti"", -14.5247], [""=mẽ"", -14.5247], [""Jaɲ"", -14.5247], [""=de"", -14.5247], [""=pe"", -14.5247], [""ax-"", -14.9765], [""xb-"", -14.9765], [""mu-"", -14.9765], [""is-"", -14.9765]]"
iΘuja	=be	-17.6191	"[[""=be"", -17.6191], [""=ti"", -17.6191], [""=pe"", -17.6191], [""=de"", -17.6191], [""=mẽ"", -17.6191], [""Jaɲ"", -17.6191], [""si-"", -17.9765], [""ti-"", -17.9765], [""mu-"", -17.9765], [""ad-"", -17.9765]]"
iΘut	Masa	-11.1374	"[[""Masa"", -11.1374], [""Tele"", -11.1499], [""=ewẽ"", -11.1499], [""=pe"", -11.3338], [""=be"", -11.3338], [""=de"", -11.3338], [""=mẽ"", -11.3338], [""Mula"", -11.5285], [""Iuba"", -11.5285], [""Jaɲ"", -12.1927]]"
iΘuti	Masa	-14.3556	"[[""Masa"", -14.3556], [""Tele"", -14.3681], [""=ewẽ"", -14.3681], [""=de"", -14.8211], [""=be"", -14.8211], [""=mẽ"", -14.8211], [""=pe"", -14.8211], [""eb(e)"", -14.9867], [""Jaɲ"", -15.0316], [""Iuba"", -15.032]]"
iΘutin	Masa	-17.6329	"[[""Masa"", -17.6329], [""=ewẽ"", -17.6453], [""Tele"", -17.6453], [""eb(e)"", -17.7921], [""ada-"", -18.1115], [""Jaɲ"", -18.1387], [""xa-"", -18.2656], [""=de"", -18.3044], [""=pe"", -18.3044], [""=mẽ"", -18.3044]]"
iΘutinu	eb(e)	-20.8678	"[[""eb(e)"", -20.8678], [""Masa"", -20.9483], [""=ewẽ"", -20.9607], [""Tele"", -20.9607], [""ada-"", -21.1126], [""Jaɲ"", -21.3586], [""xa-"", -21.3746], [""tsa-"", -21.6114], [""dda-"", -21.6114], [""xla-"", -21.6114]]"
iΘutinuj	eb(e)	-24.0486	"[[""eb(e)"", -24.0486], [""ada-"", -24.2375], [""Masa"", -24.2903], [""=ewẽ"", -24.3026], [""Tele"", -24.3026], [""xa-"", -24.5959], [""Jaɲ"", -24.6409], [""ad-"", -24.8135], [""ax-"", -24.8135], [""mla-"", -24.8318]]"
iΘutinuja	eb(e)	-27.2817	"[[""eb(e)"", -27.2817], [""ada-"", -27.4331], [""kʷa-(ti)"", -27.5822], [""Masa"", -27.6519], [""=ewẽ"", -27.6643], [""Tele"", -27.6643], [""xa-"", -27.8797], [""Jaɲ"", -27.9629], [""ad-"", -27.9671], [""ax-"", -27.9671]]"
iΘutinujas	kʷa-(ti)	-30.2739	"[[""kʷa-(ti)"", -30.2739], [""eb(e)"", -30.544], [""ada-"", -30.6751], [""ite(/i)-"", -30.6892], [""Masa"", -31.0287], [""Tele"", -31.041], [""=ewẽ"", -31.041], [""ax-"", -31.1738], [""ad-"", -31.1738], [""xa-"", -31.2031]]"
iΘw	Jaɲ	-8.4315	"[[""Jaɲ"", -8.4315], [""Tlax"", -8.7201], [""=de"", -9.0981], [""=be"", -9.0981], [""=ti"", -9.0981], [""=pe"", -9.0981], [""wex"", -9.3539], [""app"", -9.6986], [""epɲ"", -9.6986], [""alb"", -9.7388]]"
iΘwa	xb-	-11.7222	"[[""xb-"", -11.7222], [""Jaɲ"", -11.9096], [""=de"", -11.9271], [""=pe"", -11.9271], [""=be"", -11.9271], [""=ti"", -11.9271], [""xtt-"", -12.1337], [""xɲt-"", -12.1337], [""tub-"", -12.1883], [""wex-"", -12.1883]]"
iΘwae	=ti	-9.1812	"[[""=ti"", -9.1812], [""ti"", -10.5171], [""pibi"", -12.3565], [""kiki"", -12.3565], [""kbi"", -12.3766], [""tti"", -12.3766], [""xɲti"", -12.5289], [""kebi"", -12.5687], [""tedi"", -12.5687], [""tewi"", -12.5687]]"
iΘwaea	=ti	-12.6884	"[[""=ti"", -12.6884], [""ti-"", -13.3709], [""xi-"", -13.3709], [""ti"", -14.0243], [""xe/i-"", -15.4085], [""pibi"", -15.6815], [""kiki"", -15.6815], [""tti"", -15.8778], [""kbi"", -15.8778], [""xɲti"", -16.0342]]"
iΘwaead	ti-	-16.1954	"[[""ti-"", -16.1954], [""xi-"", -16.1954], [""=ti"", -16.1955], [""tis-"", -17.2859], [""tise"", -17.4403], [""pise"", -17.4403], [""ti"", -17.5315], [""ux(i)-"", -17.8684], [""xe/i-"", -18.2251], [""kʷãn"", -18.2644]]"
iΘwaeadi	tis-	-16.8752	"[[""tis-"", -16.8752], [""xi-"", -19.3009], [""ti-"", -19.3009], [""=ti"", -19.7026], [""kəm.me"", -20.1763], [""tise"", -20.2843], [""pise"", -20.2843], [""ux(i)-"", -20.324], [""is-"", -20.3849], [""win(i)-"", -20.8728]]"
iΘwaeadik	tis-	-19.6998	"[[""tis-"", -19.6998], [""win(i)-"", -22.2276], [""ti-"", -22.5226], [""xi-"", -22.5226], [""kəm.me"", -22.6656], [""ux(i)-"", -23.1534], [""is-"", -23.2096], [""=ti"", -23.2097], [""pise"", -23.3965], [""tise"", -23.3965]]"
iΘwaeadiki	tis-	-22.8053	"[[""tis-"", -22.8053], [""win(i)-"", -24.3294], [""kəm.me"", -25.5025], [""xis-(ti)"", -25.6643], [""ti-"", -25.8081], [""xi-"", -25.8081], [""ux(i)-"", -26.157], [""is-"", -26.3152], [""pise"", -26.6215], [""tise"", -26.6215]]"
iΘwaj	xb-	-14.5062	"[[""xb-"", -14.5062], [""xtt-"", -14.8111], [""xɲt-"", -14.8111], [""tub-"", -14.8637], [""wex-"", -14.8637], [""=de"", -15.0292], [""=be"", -15.0292], [""=pe"", -15.0292], [""=ti"", -15.0292], [""ad-"", -15.052]]"
iΘwaja	xb-	-17.5386	"[[""xb-"", -17.5386], [""xtt-"", -17.7811], [""xɲt-"", -17.7811], [""wex-"", -17.8354], [""tub-"", -17.8354], [""ax-"", -18.157], [""ad-"", -18.157], [""kʷla-"", -18.2026], [""=pe"", -18.2452], [""=de"", -18.2452]]"
iΘwajaa	xb-	-20.6842	"[[""xb-"", -20.6842], [""kʷla-"", -20.8284], [""xɲt-"", -20.8804], [""xtt-"", -20.8804], [""wex-"", -20.9365], [""tub-"", -20.9365], [""ti-"", -21.3236], [""xi-"", -21.3236], [""xa-"", -21.3236], [""ad-"", -21.3758]]"
iΘwajaad	kʷãn	-21.3326	"[[""kʷãn"", -21.3326], [""trus"", -22.6718], [""t͡seus"", -23.3349], [""kʷla-"", -23.6568], [""trm̃mis"", -23.8568], [""tse-"", -23.8739], [""tsi-"", -23.8739], [""tsa-"", -23.8739], [""xb-"", -23.8961], [""Arɲnas"", -23.9909]]"
iΘwajaadi	kʷãn	-24.8256	"[[""kʷãn"", -24.8256], [""tem-/m̃m-"", -25.3473], [""kʷexn͂n-"", -25.3787], [""tsas-"", -25.5086], [""pddeːn-"", -25.5523], [""xber-"", -25.6004], [""ter-"", -25.6344], [""tis-"", -25.6344], [""trus"", -26.0279], [""mɲn-"", -26.2068]]"
iΘwajaadik	tem-/m̃m-	-27.9038	"[[""tem-/m̃m-"", -27.9038], [""kʷexn͂n-"", -28.0508], [""tsas-"", -28.2599], [""kʷãn"", -28.316], [""xθθã(n)-"", -28.347], [""pddẽ(n)-"", -28.347], [""pddeːn-"", -28.3767], [""xber-"", -28.4315], [""tis-"", -28.4958], [""ter-"", -28.4958]]"
iΘwajaaj	kʷla-	-23.6568	"[[""kʷla-"", -23.6568], [""xb-"", -23.8961], [""xɲt-"", -24.0547], [""xtt-"", -24.0547], [""tub-"", -24.1125], [""wex-"", -24.1125], [""xi-"", -24.4737], [""ti-"", -24.4737], [""xa-"", -24.4737], [""kdu-"", -24.5224]]"
iΘwajaaja	kʷla-	-26.6104	"[[""kʷla-"", -26.6104], [""xb-"", -27.1522], [""xɲt-"", -27.2789], [""xtt-"", -27.2789], [""wex-"", -27.338], [""tub-"", -27.338], [""kb-/tu-"", -27.6594], [""xi-"", -27.6781], [""ti-"", -27.6781], [""xa-"", -27.6781]]"
iΘwajaj	xb-	-20.6842	"[[""xb-"", -20.6842], [""kʷla-"", -20.8284], [""xɲt-"", -20.8804], [""xtt-"", -20.8804], [""wex-"", -20.9365], [""tub-"", -20.9365], [""ti-"", -21.3236], [""xi-"", -21.3236], [""xa-"", -21.3236], [""ad-"", -21.3758]]"
iΘwajaja	kʷla-	-23.6568	"[[""kʷla-"", -23.6568], [""xb-"", -23.8961], [""xɲt-"", -24.0547], [""xtt-"", -24.0547], [""tub-"", -24.1125], [""wex-"", -24.1125], [""xi-"", -24.4737], [""ti-"", -24.4737], [""xa-"", -24.4737], [""kdu-"", -24.5224]]"
iΘwajajaa	kʷla-	-26.6104	"[[""kʷla-"", -26.6104], [""xb-"", -27.1522], [""xɲt-"", -27.2789], [""xtt-"", -27.2789], [""wex-"", -27.338], [""tub-"", -27.338], [""kb-/tu-"", -27.6594], [""xi-"", -27.6781], [""ti-"", -27.6781], [""xa-"", -27.6781]]"
iΘwajajad	kʷãn	-24.4801	"[[""kʷãn"", -24.4801], [""trus"", -26.0112], [""t͡seus"", -26.354], [""kʷla-"", -26.6104], [""trm̃mis"", -26.8476], [""xb-"", -27.1522], [""tsi-"", -27.2035], [""tsa-"", -27.2035], [""tse-"", -27.2035], [""xtt-"", -27.2789]]"
iΘwajajadi	kʷãn	-27.9757	"[[""kʷãn"", -27.9757], [""tem-/m̃m-"", -27.9847], [""kʷexn͂n-"", -28.2201], [""pddeːn-"", -28.6061], [""tsas-"", -28.8457], [""xber-"", -28.9078], [""ter-"", -28.9478], [""tis-"", -28.9478], [""trus"", -29.3891], [""kʷla-"", -29.6496]]"
iΘwajajai	kʷla-	-26.6104	"[[""kʷla-"", -26.6104], [""xb-"", -27.1522], [""xɲt-"", -27.2789], [""xtt-"", -27.2789], [""wex-"", -27.338], [""tub-"", -27.338], [""kb-/tu-"", -27.6594], [""xi-"", -27.6781], [""ti-"", -27.6781], [""xa-"", -27.6781]]"
iΘwajajain	kʷla-	-29.6496	"[[""kʷla-"", -29.6496], [""xb-"", -30.4401], [""kʷa-(ti)"", -30.4482], [""kb-/tu-"", -30.4802], [""xtt-"", -30.539], [""xɲt-"", -30.539], [""tub-"", -30.5992], [""wex-"", -30.5992], [""ux(i)-"", -30.6231], [""pux-(ti)"", -30.8414]]"
iΘwajajaj	kʷla-	-26.6104	"[[""kʷla-"", -26.6104], [""xb-"", -27.1522], [""xɲt-"", -27.2789], [""xtt-"", -27.2789], [""wex-"", -27.338], [""tub-"", -27.338], [""kb-/tu-"", -27.6594], [""xi-"", -27.6781], [""ti-"", -27.6781], [""xa-"", -27.6781]]"
iΘwajajaja	kʷla-	-29.6496	"[[""kʷla-"", -29.6496], [""xb-"", -30.4401], [""kʷa-(ti)"", -30.4482], [""kb-/tu-"", -30.4802], [""xtt-"", -30.539], [""xɲt-"", -30.539], [""tub-"", -30.5992], [""wex-"", -30.5992], [""ux(i)-"", -30.6231], [""pux-(ti)"", -30.8414]]"
iΘwajajas	kʷla-	-26.6104	"[[""kʷla-"", -26.6104], [""xb-"", -27.1522], [""xɲt-"", -27.2789], [""xtt-"", -27.2789], [""wex-"", -27.338], [""tub-"", -27.338], [""kb-/tu-"", -27.6594], [""xi-"", -27.6781], [""ti-"", -27.6781], [""xa-"", -27.6781]]"
iΘwajajasa	kʷla-	-29.6496	"[[""kʷla-"", -29.6496], [""xb-"", -30.4401], [""kʷa-(ti)"", -30.4482], [""kb-/tu-"", -30.4802], [""xtt-"", -30.539], [""xɲt-"", -30.539], [""tub-"", -30.5992], [""wex-"", -30.5992], [""ux(i)-"", -30.6231], [""pux-(ti)"", -30.8414]]"
iΘwajas	xb-	-20.6842	"[[""xb-"", -20.6842], [""kʷla-"", -20.8284], [""xɲt-"", -20.8804], [""xtt-"", -20.8804], [""wex-"", -20.9365], [""tub-"", -20.9365], [""ti-"", -21.3236], [""xi-"", -21.3236], [""xa-"", -21.3236], [""ad-"", -21.3758]]"
iΘwajase	=ti	-19.694	"[[""=ti"", -19.694], [""ti"", -21.036], [""pibi"", -22.3846], [""kiki"", -22.3846], [""kbi"", -22.4216], [""tti"", -22.4216], [""xɲti"", -22.4517], [""tewi"", -22.5087], [""tedi"", -22.5087], [""kebi"", -22.5087]]"
iΘwajasek	=ti	-23.2011	"[[""=ti"", -23.2011], [""xi-"", -23.8776], [""ti-"", -23.8776], [""xe/i-"", -24.1693], [""xle/i-"", -24.3662], [""ti"", -24.5432], [""kʷa-(ti)"", -25.1373], [""pux-(ti)"", -25.4143], [""tsi-"", -25.6344], [""ti-(ti)"", -25.6721]]"
iΘwajaseka	xi-	-26.7081	"[[""xi-"", -26.7081], [""ti-"", -26.7081], [""=ti"", -26.7082], [""xe/i-"", -26.9934], [""ux(i)-"", -27.0117], [""win(i)-"", -27.1532], [""xal(i)-"", -27.1608], [""xle/i-"", -27.1907], [""kʷa-(ti)"", -27.9457], [""xike(/i)-"", -28.0431]]"
iΘwajat	=de	-16.2027	"[[""=de"", -16.2027], [""=pe"", -16.2027], [""=be"", -16.2027], [""ta"", -17.5297], [""da"", -17.5297], [""ke"", -17.5422], [""pe"", -17.5422], [""Tbuwe"", -17.9377], [""kʷaja"", -18.1106], [""kʷla"", -18.2644]]"
iΘwajatu	=de	-19.7098	"[[""=de"", -19.7098], [""=be"", -19.7098], [""=pe"", -19.7098], [""xa-"", -20.3762], [""eb(e)"", -21.017], [""da"", -21.0369], [""ta"", -21.0369], [""ke"", -21.0493], [""pe"", -21.0493], [""kʷla-"", -21.0829]]"
iΘwajatur	xa-	-23.2043	"[[""xa-"", -23.2043], [""=be"", -23.2169], [""=de"", -23.2169], [""=pe"", -23.2169], [""eb(e)"", -23.8418], [""kʷla-"", -23.9151], [""da"", -24.5441], [""ta"", -24.5441], [""pe"", -24.5565], [""ke"", -24.5565]]"
iΘwajaturu	xa-	-26.3111	"[[""xa-"", -26.3111], [""=pe"", -26.7239], [""=de"", -26.7239], [""=be"", -26.7239], [""eb(e)"", -26.9468], [""kʷla-"", -27.0158], [""kʷa-(ti)"", -27.4202], [""tawa-"", -27.6625], [""xawa-"", -27.6625], [""xata-"", -27.6625]]"
jaa	Jaɲ	-11.5351	"[[""Jaɲ"", -11.5351], [""=pe"", -11.5351], [""=mẽ"", -11.5351], [""=ti"", -11.5351], [""=be"", -11.5351], [""=de"", -11.5351], [""is-"", -12.1474], [""mu-"", -12.1474], [""xb-"", -12.1474], [""xa-"", -12.1474]]"
jaad	=mẽ	-12.1927	"[[""=mẽ"", -12.1927], [""mar"", -12.5619], [""nur"", -12.5619], [""as"", -12.6134], [""es"", -12.6134], [""mu-"", -13.6825], [""si-"", -13.6825], [""Arɲnas"", -13.8226], [""me"", -13.9074], [""se"", -13.9074]]"
jaadi	=mẽ	-15.0316	"[[""=mẽ"", -15.0316], [""mɲn-"", -15.3988], [""is-"", -15.4237], [""tis-"", -15.681], [""ter-"", -15.681], [""mar"", -15.8501], [""nur"", -15.8501], [""mu-"", -16.0165], [""si-"", -16.0165], [""es"", -16.113]]"
jaadik	mɲn-	-18.1115	"[[""mɲn-"", -18.1115], [""=mẽ"", -18.1387], [""nun͂-"", -18.1822], [""is-"", -18.2656], [""ter-"", -18.5065], [""tis-"", -18.5065], [""si-"", -18.775], [""mu-"", -18.775], [""m̃mẽ"", -19.0238], [""m̃ma"", -19.0238]]"
jaadiki	nun͂-	-20.5729	"[[""nun͂-"", -20.5729], [""mɲn-"", -21.1126], [""=mẽ"", -21.3586], [""is-"", -21.3746], [""tis-"", -21.6114], [""ter-"", -21.6114], [""mu-"", -21.7358], [""si-"", -21.7358], [""m̃mẽ"", -21.9027], [""m̃ma"", -21.9027]]"
jaadikit	=mẽ	-19.3093	"[[""=mẽ"", -19.3093], [""Krɲna"", -20.9423], [""Arɲna"", -20.9423], [""se"", -21.0494], [""ne"", -21.0494], [""mẽ"", -21.0494], [""me"", -21.0494], [""Ssaxa"", -21.1281], [""Ssewa"", -21.1305], [""m̃ma"", -21.1312]]"
jaadikite	nei	-21.0474	"[[""nei"", -21.0474], [""γarãi"", -21.7412], [""Piɡrẽi"", -22.0386], [""=mẽ"", -22.804], [""trei"", -23.1176], [""Hutsetẽi"", -23.8743], [""Puwẽi"", -23.997], [""Isɲta-"", -24.1882], [""neni"", -24.2767], [""Krɲna"", -24.4483]]"
jaadikites	nei	-24.5546	"[[""nei"", -24.5546], [""γarãi"", -25.2483], [""Piɡrẽi"", -25.5457], [""=mẽ"", -26.3111], [""m̃me/i-"", -26.4259], [""trei"", -26.6248], [""Isɲta-"", -27.0148], [""maxi-"", -27.1738], [""Hutsetẽi"", -27.3805], [""si-"", -27.3845]]"
jaaj	=be	-14.5247	"[[""=be"", -14.5247], [""=ti"", -14.5247], [""=mẽ"", -14.5247], [""Jaɲ"", -14.5247], [""=de"", -14.5247], [""=pe"", -14.5247], [""ax-"", -14.9765], [""xb-"", -14.9765], [""mu-"", -14.9765], [""is-"", -14.9765]]"
jaaja	=be	-17.6191	"[[""=be"", -17.6191], [""=ti"", -17.6191], [""=pe"", -17.6191], [""=de"", -17.6191], [""=mẽ"", -17.6191], [""Jaɲ"", -17.6191], [""si-"", -17.9765], [""ti-"", -17.9765], [""mu-"", -17.9765], [""ad-"", -17.9765]]"
jad	=mẽ	-9.0981	"[[""=mẽ"", -9.0981], [""mar"", -9.3539], [""nur"", -9.3539], [""as"", -9.3933], [""es"", -9.3933], [""si-"", -10.3196], [""mu-"", -10.3196], [""si"", -10.4301], [""mẽ"", -10.4301], [""ni"", -10.4301]]"
