Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
knuṃts	knumts	KNUMTS	wiktionary_cat	-	-
knānmune	knaːnmune	KNANMUNE	wiktionary_cat	-	-
ko	ko	KO	wiktionary_cat	-	-
ko-	ko-	KO	wiktionary_cat	-	-
kolune	kolune	KOLUNE	wiktionary_cat	-	-
kor	kor	KOR	wiktionary_cat	-	-
kospreṃ	kosprem	KOSPREM	wiktionary_cat	-	-
kotär	kotər	KOTER	wiktionary_cat	-	-
koy-	koj-	KOY	wiktionary_cat	-	-
koṃ	kom	KOM	wiktionary_cat	-	-
koṃ-wmānt	kom-wmaːnt	KOMWMANT	wiktionary_cat	-	-
koṣant	koʂant	KOSANT	wiktionary_cat	-	-
kratsu	kratsu	KRATSU	wiktionary_cat	-	-
kri	kri	KRI	wiktionary_cat	-	-
kritānik	kritaːnik	KRITANIK	wiktionary_cat	-	-
krop	krop	KROP	wiktionary_cat	-	-
kroṅśe	kroŋɕe	KRONSE	wiktionary_cat	-	-
kränolāñc	krənolaːɲts	KRENOLANTS	wiktionary_cat	-	-
kräntso	krəntso	KRENTSO	wiktionary_cat	-	-
krāke	kraːke	KRAKE	wiktionary_cat	-	-
krāmärts	kraːmərts	KRAMERTS	wiktionary_cat	-	-
krās-	kraːs-	KRAS	wiktionary_cat	-	-
krāso	kraːso	KRASO	wiktionary_cat	-	-
ksā-	ksaː-	KSA	wiktionary_cat	-	-
ku	ku	KU	wiktionary_cat	-	-
ku-	ku-	KU	wiktionary_cat	-	-
kuccatāk	kutstsataːk	KUTSTSATAK	wiktionary_cat	-	-
kuhāke	kuhaːke	KUHAKE	wiktionary_cat	-	-
kuk	kuk	KUK	wiktionary_cat	-	-
kukäl	kukəl	KUKEL	wiktionary_cat	-	-
kulapak	kulapak	KULAPAK	wiktionary_cat	-	-
kulmäṃts	kulməmts	KULMEMTS	wiktionary_cat	-	-
kulyp-	kuʎp-	KUP	wiktionary_cat	-	-
kum	kum	KUM	wiktionary_cat	-	-
kum-	kum-	KUM	wiktionary_cat	-	-
kunti	kunti	KUNTI	wiktionary_cat	-	-
kurkal	kurkal	KURKAL	wiktionary_cat	-	-
kursär	kursər	KURSER	wiktionary_cat	-	-
kus	kus	KUS	wiktionary_cat	-	-
kusne	kusne	KUSNE	wiktionary_cat	-	-
kusär	kusər	KUSER	wiktionary_cat	-	-
kutk-	kutk-	KUTK	wiktionary_cat	-	-
kuñaś	kuɲaɕ	KUNAS	wiktionary_cat	-	-
kwäl-	kwəl-	KWEL	wiktionary_cat	-	-
kwär-	kwər-	KWER	wiktionary_cat	-	-
-k(ä)	-k(ə)	KE	wiktionary_cat	-	-
käl-	kəl-	KEL	wiktionary_cat	-	-
käln-	kəln-	KELN	wiktionary_cat	-	-
kälp	kəlp	KELP	wiktionary_cat	-	-
kälp-	kəlp-	KELP	wiktionary_cat	-	-
käly-	kəʎ-	KE	wiktionary_cat	-	-
kämpo	kəmpo	KEMPO	wiktionary_cat	-	-
kän-	kən-	KEN	wiktionary_cat	-	-
känt	kənt	KENT	wiktionary_cat	-	-
käntsās-	kəntsaːs-	KENTSAS	wiktionary_cat	-	-
käntu	kəntu	KENTU	wiktionary_cat	-	-
kärk-	kərk-	KERK	wiktionary_cat	-	-
kärkṣim	kərkʂim	KERKSIM	wiktionary_cat	-	-
kärn-	kərn-	KERN	wiktionary_cat	-	-
kärpi	kərpi	KERPI	wiktionary_cat	-	-
kärs-	kərs-	KERS	wiktionary_cat	-	-
kärtkāl	kərtkaːl	KERTKAL	wiktionary_cat	-	-
kärwañ	kərwaɲ	KERWAN	wiktionary_cat	-	-
kärye	kərje	KERYE	wiktionary_cat	-	-
kärṣt-	kərʂt-	KERST	wiktionary_cat	-	-
käs-	kəs-	KES	wiktionary_cat	-	-
kät-	kət-	KET	wiktionary_cat	-	-
kätk-	kətk-	KETK	wiktionary_cat	-	-
käṣtär	kəʂtər	KESTER	wiktionary_cat	-	-
käṣṣi	kəʂʂi	KESSI	wiktionary_cat	-	-
käṣṣī	kəʂʂiː	KESSI	wiktionary_cat	-	-
kñuk	kɲuk	KNUK	wiktionary_cat	-	-
kñā-	kɲaː-	KNA	wiktionary_cat	-	-
kāc	kaːts	KATS	wiktionary_cat	-	-
kāccap	kaːtstsap	KATSTSAP	wiktionary_cat	-	-
kācke	kaːtske	KATSKE	wiktionary_cat	-	-
kākmart	kaːkmart	KAKMART	wiktionary_cat	-	-
kākmärtune	kaːkmərtune	KAKMERTUNE	wiktionary_cat	-	-
kālik	kaːlik	KALIK	wiktionary_cat	-	-
kāltaṅk	kaːltaŋk	KALTANK	wiktionary_cat	-	-
kāpñe	kaːpɲe	KAPNE	wiktionary_cat	-	-
kāpñune	kaːpɲune	KAPNUNE	wiktionary_cat	-	-
kāre	kaːre	KARE	wiktionary_cat	-	-
kārme	kaːrme	KARME	wiktionary_cat	-	-
kārp-	kaːrp-	KARP	wiktionary_cat	-	-
kāryap	kaːrjap	KARYAP	wiktionary_cat	-	-
kārāś	kaːraːɕ	KARAS	wiktionary_cat	-	-
kāsu	kaːsu	KASU	wiktionary_cat	-	-
kāswone	kaːswone	KASWONE	wiktionary_cat	-	-
kātak	kaːtak	KATAK	wiktionary_cat	-	-
kātk-	kaːtk-	KATK	wiktionary_cat	-	-
kāts	kaːts	KATS	wiktionary_cat	-	-
kātäk	kaːtək	KATEK	wiktionary_cat	-	-
kāw-	kaːw-	KAW	wiktionary_cat	-	-
kāwälte	kaːwəlte	KAWELTE	wiktionary_cat	-	-
kāṣiññ-	kaːʂiɲɲ-	KASINN	wiktionary_cat	-	-
kᵤleñci	kuleɲtsi	KULENTSI	wiktionary_cat	-	-
kᵤli	kuli	KULI	wiktionary_cat	-	-
kᵤpār	kupaːr	KUPAR	wiktionary_cat	-	-
kᵤraś	kuraɕ	KURAS	wiktionary_cat	-	-
kᵤrekār	kurekaːr	KUREKAR	wiktionary_cat	-	-
kᵤryart	kurjart	KURYART	wiktionary_cat	-	-
kᵤyal	kujal	KUYAL	wiktionary_cat	-	-
kᵤyalte	kujalte	KUYALTE	wiktionary_cat	-	-
lip-	lip-	LIP	wiktionary_cat	-	-
lkwär	lkwər	LKWER	wiktionary_cat	-	-
lu	lu	LU	wiktionary_cat	-	-
lu-	lu-	LU	wiktionary_cat	-	-
luk-	luk-	LUK	wiktionary_cat	-	-
lut-	lut-	LUT	wiktionary_cat	-	-
lyäk	ʎək	EK	wiktionary_cat	-	-
läk-	lək-	LEK	wiktionary_cat	-	-
länk-	lənk-	LENK	wiktionary_cat	-	-
lātk-	laːtk-	LATK	wiktionary_cat	-	-
maku	maku	MAKU	wiktionary_cat	-	-
malañ	malaɲ	MALAN	wiktionary_cat	-	-
malke	malke	MALKE	wiktionary_cat	-	-
mañ	maɲ	MAN	wiktionary_cat	-	-
mem	mem	MEM	wiktionary_cat	-	-
mäcriṃ	mətsrim	METSRIM	wiktionary_cat	-	-
mäśkit	məɕkit	MESKIT	wiktionary_cat	-	-
mācar	maːtsar	MATSAR	wiktionary_cat	-	-
māk	maːk	MAK	wiktionary_cat	-	-
mālk-	maːlk-	MALK	wiktionary_cat	-	-
mālkā	maːlkaː	MALKA	wiktionary_cat	-	-
māmak	maːmak	MAMAK	wiktionary_cat	-	-
nakcu	naktsu	NAKTSU	wiktionary_cat	-	-
nas-	nas-	NAS	wiktionary_cat	-	-
naṣmi	naʂmi	NASMI	wiktionary_cat	-	-
nesset	nesset	NESSET	wiktionary_cat	-	-
nut-	nut-	NUT	wiktionary_cat	-	-
nuṃ	num	NUM	wiktionary_cat	-	-
nwām	nwaːm	NWAM	wiktionary_cat	-	-
näṣ	nəʂ	NES	wiktionary_cat	-	-
nāk-	naːk-	NAK	wiktionary_cat	-	-
okar	okar	OKAR	wiktionary_cat	-	-
oko	oko	OKO	wiktionary_cat	-	-
oktuk	oktuk	OKTUK	wiktionary_cat	-	-
oktänt	oktənt	OKTENT	wiktionary_cat	-	-
okäm	okəm	OKEM	wiktionary_cat	-	-
okät	okət	OKET	wiktionary_cat	-	-
okät-tmāṃ	okət-tmaːm	OKETTMAM	wiktionary_cat	-	-
okät-wälts	okət-wəlts	OKETWELTS	wiktionary_cat	-	-
olar	olar	OLAR	wiktionary_cat	-	-
olrune	olrune	OLRUNE	wiktionary_cat	-	-
omäl	oməl	OMEL	wiktionary_cat	-	-
omäskeṃ	oməskem	OMESKEM	wiktionary_cat	-	-
omäskune	oməskune	OMESKUNE	wiktionary_cat	-	-
onkrac	onkrats	ONKRATS	wiktionary_cat	-	-
onkriṃ	onkrim	ONKRIM	wiktionary_cat	-	-
onmiṃ	onmim	ONMIM	wiktionary_cat	-	-
ontaṃ	ontam	ONTAM	wiktionary_cat	-	-
opyāc	opjaːts	OPYATS	wiktionary_cat	-	-
opäśśi	opəɕɕi	OPESSI	wiktionary_cat	-	-
opäśśune	opəɕɕune	OPESSUNE	wiktionary_cat	-	-
opṣäly	opʂəʎ	OPSE	wiktionary_cat	-	-
or	or	OR	wiktionary_cat	-	-
orpank	orpank	ORPANK	wiktionary_cat	-	-
ort	ort	ORT	wiktionary_cat	-	-
ortune	ortune	ORTUNE	wiktionary_cat	-	-
ortuneṣi	ortuneʂi	ORTUNESI	wiktionary_cat	-	-
orṣi	orʂi	ORSI	wiktionary_cat	-	-
oy	oj	OY	wiktionary_cat	-	-
oñant	oɲant	ONANT	wiktionary_cat	-	-
oṅk	oŋk	ONK	wiktionary_cat	-	-
oṅkaläm	oŋkaləm	ONKALEM	wiktionary_cat	-	-
oṣke	oʂke	OSKE	wiktionary_cat	-	-
paloṃ	palom	PALOM	wiktionary_cat	-	-
pe	pe	PE	wiktionary_cat	-	-
pik-	pik-	PIK	wiktionary_cat	-	-
plu-	plu-	PLU	wiktionary_cat	-	-
poke	poke	POKE	wiktionary_cat	-	-
por	por	POR	wiktionary_cat	-	-
poṣi	poʂi	POSI	wiktionary_cat	-	-
pracar	pratsar	PRATSAR	wiktionary_cat	-	-
pratim	pratim	PRATIM	wiktionary_cat	-	-
praṣt	praʂt	PRAST	wiktionary_cat	-	-
ptāñkät	ptaːɲkət	PTANKET	wiktionary_cat	-	-
puk-	puk-	PUK	wiktionary_cat	-	-
pusäk	pusək	PUSEK	wiktionary_cat	-	-
putk-	putk-	PUTK	wiktionary_cat	-	-
pyutk-	pjutk-	PYUTK	wiktionary_cat	-	-
päk-	pək-	PEK	wiktionary_cat	-	-
päl-	pəl-	PEL	wiktionary_cat	-	-
pälsk-	pəlsk-	PELSK	wiktionary_cat	-	-
pält	pəlt	PELT	wiktionary_cat	-	-
pältsäk	pəltsək	PELTSEK	wiktionary_cat	-	-
pänt	pənt	PENT	wiktionary_cat	-	-
pär-	pər-	PER	wiktionary_cat	-	-
pärko	pərko	PERKO	wiktionary_cat	-	-
pärkär	pərkər	PERKER	wiktionary_cat	-	-
pärne	pərne	PERNE	wiktionary_cat	-	-
pärs	pərs	PERS	wiktionary_cat	-	-
pärs-	pərs-	PERS	wiktionary_cat	-	-
pärsk-	pərsk-	PERSK	wiktionary_cat	-	-
pärwat	pərwat	PERWAT	wiktionary_cat	-	-
pärwāṃ	pərwaːm	PERWAM	wiktionary_cat	-	-
päñ	pəɲ	PEN	wiktionary_cat	-	-
päśśäṃ	pəɕɕəm	PESSEM	wiktionary_cat	-	-
pñāk	pɲaːk	PNAK	wiktionary_cat	-	-
pācar	paːtsar	PATSAR	wiktionary_cat	-	-
pāk	paːk	PAK	wiktionary_cat	-	-
pākär	paːkər	PAKER	wiktionary_cat	-	-
pātsaṅk	paːtsaŋk	PATSANK	wiktionary_cat	-	-
ri	ri	RI	wiktionary_cat	-	-
riṣak	riʂak	RISAK	wiktionary_cat	-	-
rtär	rtər	RTER	wiktionary_cat	-	-
ru-	ru-	RU	wiktionary_cat	-	-
rutk-	rutk-	RUTK	wiktionary_cat	-	-
rāp-	raːp-	RAP	wiktionary_cat	-	-
saku	saku	SAKU	wiktionary_cat	-	-
sark	sark	SARK	wiktionary_cat	-	-
sas	sas	SAS	wiktionary_cat	-	-
se	se	SE	wiktionary_cat	-	-
si-	si-	SI	wiktionary_cat	-	-
si-n-	si-n-	SIN	wiktionary_cat	-	-
ske	ske	SKE	wiktionary_cat	-	-
slyi	sʎi	SI	wiktionary_cat	-	-
smi-	smi-	SMI	wiktionary_cat	-	-
snotk-	snotk-	SNOTK	wiktionary_cat	-	-
sopi	sopi	SOPI	wiktionary_cat	-	-
su-	su-	SU	wiktionary_cat	-	-
suk	suk	SUK	wiktionary_cat	-	-
swase	swase	SWASE	wiktionary_cat	-	-
swār	swaːr	SWAR	wiktionary_cat	-	-
sälp-	səlp-	SELP	wiktionary_cat	-	-
sāk-	saːk-	SAK	wiktionary_cat	-	-
sāle	saːle	SALE	wiktionary_cat	-	-
sāmudtär	saːmudtər	SAMUDTER	wiktionary_cat	-	-
talke	talke	TALKE	wiktionary_cat	-	-
tiri	tiri	TIRI	wiktionary_cat	-	-
tkaṃ	tkam	TKAM	wiktionary_cat	-	-
tmäṣ	tməʂ	TMES	wiktionary_cat	-	-
tmāṃ	tmaːm	TMAM	wiktionary_cat	-	-
top	top	TOP	wiktionary_cat	-	-
tpär	tpər	TPER	wiktionary_cat	-	-
tre	tre	TRE	wiktionary_cat	-	-
trit	trit	TRIT	wiktionary_cat	-	-
triw-	triw-	TRIW	wiktionary_cat	-	-
truṅk	truŋk	TRUNK	wiktionary_cat	-	-
tsar	tsar	TSAR	wiktionary_cat	-	-
tseṃ	tsem	TSEM	wiktionary_cat	-	-
tu	tu	TU	wiktionary_cat	-	-
tunk	tunk	TUNK	wiktionary_cat	-	-
täl-	təl-	TEL	wiktionary_cat	-	-
täm-	təm-	TEM	wiktionary_cat	-	-
tänk-	tənk-	TENK	wiktionary_cat	-	-
tärk-	tərk-	TERK	wiktionary_cat	-	-
tärkär	tərkər	TERKER	wiktionary_cat	-	-
tärm-	tərm-	TERM	wiktionary_cat	-	-
tālo	taːlo	TALO	wiktionary_cat	-	-
tāpaki	taːpaki	TAPAKI	wiktionary_cat	-	-
urṇ	urɳ	URN	wiktionary_cat	-	-
vak	vak	BAK	wiktionary_cat	-	-
wac	wats	WATS	wiktionary_cat	-	-
wak	wak	WAK	wiktionary_cat	-	-
want	want	WANT	wiktionary_cat	-	-
waṣt	waʂt	WAST	wiktionary_cat	-	-
we	we	WE	wiktionary_cat	-	-
wiki	wiki	WIKI	wiktionary_cat	-	-
wlāw-	wlaːw-	WLAW	wiktionary_cat	-	-
wmār	wmaːr	WMAR	wiktionary_cat	-	-
wu	wu	WU	wiktionary_cat	-	-
wäl	wəl	WEL	wiktionary_cat	-	-
wälts	wəlts	WELTS	wiktionary_cat	-	-
wäp-	wəp-	WEP	wiktionary_cat	-	-
wär	wər	WER	wiktionary_cat	-	-
wärk-	wərk-	WERK	wiktionary_cat	-	-
wärkänt	wərkənt	WERKENT	wiktionary_cat	-	-
wärt	wərt	WERT	wiktionary_cat	-	-
wäs	wəs	WES	wiktionary_cat	-	-
wäs-	wəs-	WES	wiktionary_cat	-	-
wätk-	wətk-	WETK	wiktionary_cat	-	-
wāk-	waːk-	WAK	wiktionary_cat	-	-
wārp-	waːrp-	WARP	wiktionary_cat	-	-
yamutsi	jamutsi	YAMUTSI	wiktionary_cat	-	-
ymāräk	jmaːrək	YMAREK	wiktionary_cat	-	-
yok-	jok-	YOK	wiktionary_cat	-	-
yokäm	jokəm	YOKEM	wiktionary_cat	-	-
ype	jpe	YPE	wiktionary_cat	-	-
ysār	jsaːr	YSAR	wiktionary_cat	-	-
ytār	jtaːr	YTAR	wiktionary_cat	-	-
yuk	juk	YUK	wiktionary_cat	-	-
yuk-	juk-	YUK	wiktionary_cat	-	-
yäk-	jək-	YEK	wiktionary_cat	-	-
yär-	jər-	YER	wiktionary_cat	-	-
yät-	jət-	YET	wiktionary_cat	-	-
yā-	jaː-	YA	wiktionary_cat	-	-
yāt-	jaːt-	YAT	wiktionary_cat	-	-
äntanene	əntanene	ENTANENE	wiktionary_cat	-	-
äntannene	əntannene	ENTANNENE	wiktionary_cat	-	-
äntāne	əntaːne	ENTANE	wiktionary_cat	-	-
ñemi	ɲemi	NEMI	wiktionary_cat	-	-
ñom	ɲom	NOM	wiktionary_cat	-	-
ñu	ɲu	NU	wiktionary_cat	-	-
ñuk	ɲuk	NUK	wiktionary_cat	-	-
ājivik	aːjivik	AYIBIK	wiktionary_cat	-	-
āk	aːk	AK	wiktionary_cat	-	-
āk-	aːk-	AK	wiktionary_cat	-	-
ākak	aːkak	AKAK	wiktionary_cat	-	-
āknats	aːknats	AKNATS	wiktionary_cat	-	-
ākntsune	aːkntsune	AKNTSUNE	wiktionary_cat	-	-
āks-	aːks-	AKS	wiktionary_cat	-	-
ākälyune	aːkəʎune	AKEUNE	wiktionary_cat	-	-
ākälṣäl	aːkəlʂəl	AKELSEL	wiktionary_cat	-	-
ākär	aːkər	AKER	wiktionary_cat	-	-
ākāl	aːkaːl	AKAL	wiktionary_cat	-	-
āl-	aːl-	AL	wiktionary_cat	-	-
āle	aːle	ALE	wiktionary_cat	-	-
ālā-	aːlaː-	ALA	wiktionary_cat	-	-
āmpārc	aːmpaːrts	AMPARTS	wiktionary_cat	-	-
āmāś	aːmaːɕ	AMAS	wiktionary_cat	-	-
āmāṃ	aːmaːm	AMAM	wiktionary_cat	-	-
āmāṃṣi	aːmaːmʂi	AMAMSI	wiktionary_cat	-	-
ānewāts	aːnewaːts	ANEWATS	wiktionary_cat	-	-
ānewātsune	aːnewaːtsune	ANEWATSUNE	wiktionary_cat	-	-
āneñci	aːneɲtsi	ANENTSI	wiktionary_cat	-	-
ānkar	aːnkar	ANKAR	wiktionary_cat	-	-
ānt	aːnt	ANT	wiktionary_cat	-	-
āp	aːp	AP	wiktionary_cat	-	-
ār-	aːr-	AR	wiktionary_cat	-	-
āre	aːre	ARE	wiktionary_cat	-	-
āriñc	aːriɲts	ARINTS	wiktionary_cat	-	-
ārki	aːrki	ARKI	wiktionary_cat	-	-
ārkiśoṣi	aːrkiɕoʂi	ARKISOSI	wiktionary_cat	-	-
ārt	aːrt	ART	wiktionary_cat	-	-
ārt-	aːrt-	ART	wiktionary_cat	-	-
ārtak	aːrtak	ARTAK	wiktionary_cat	-	-
ārwar	aːrwar	ARWAR	wiktionary_cat	-	-
ārānt	aːraːnt	ARANT	wiktionary_cat	-	-
ārṣal	aːrʂal	ARSAL	wiktionary_cat	-	-
ās	aːs	AS	wiktionary_cat	-	-
āsar	aːsar	ASAR	wiktionary_cat	-	-
āskāc	aːskaːts	ASKATS	wiktionary_cat	-	-
āsäñc	aːsəɲts	ASENTS	wiktionary_cat	-	-
āsām	aːsaːm	ASAM	wiktionary_cat	-	-
āsāṃ	aːsaːm	ASAM	wiktionary_cat	-	-
āti	aːti	ATI	wiktionary_cat	-	-
ātsäts	aːtsəts	ATSETS	wiktionary_cat	-	-
āttsek	aːttsek	ATTSEK	wiktionary_cat	-	-
ātukek	aːtukek	ATUKEK	wiktionary_cat	-	-
ātäl	aːtəl	ATEL	wiktionary_cat	-	-
āy	aːj	AY	wiktionary_cat	-	-
āyāto	aːjaːto	AYATO	wiktionary_cat	-	-
āñc	aːɲts	ANTS	wiktionary_cat	-	-
āñcäm	aːɲtsəm	ANTSEM	wiktionary_cat	-	-
āñu	aːɲu	ANU	wiktionary_cat	-	-
āştär	aːştər	ATER	wiktionary_cat	-	-
āṣām	aːʂaːm	ASAM	wiktionary_cat	-	-
śanweṃ	ɕanwem	SANWEM	wiktionary_cat	-	-
śo-	ɕo-	SO	wiktionary_cat	-	-
śol	ɕol	SOL	wiktionary_cat	-	-
śoṃ	ɕom	SOM	wiktionary_cat	-	-
śre	ɕre	SRE	wiktionary_cat	-	-
śtwar	ɕtwar	STWAR	wiktionary_cat	-	-
śwāl	ɕwaːl	SWAL	wiktionary_cat	-	-
śäk	ɕək	SEK	wiktionary_cat	-	-
śäktālyi	ɕəktaːʎi	SEKTAI	wiktionary_cat	-	-
śärme	ɕərme	SERME	wiktionary_cat	-	-
śäṃ	ɕəm	SEM	wiktionary_cat	-	-
ṣar	ʂar	SAR	wiktionary_cat	-	-
ṣkäṣt	ʂkəʂt	SKEST	wiktionary_cat	-	-
ṣkārā	ʂkaːraː	SKARA	wiktionary_cat	-	-
ṣme	ʂme	SME	wiktionary_cat	-	-
ṣotre	ʂotre	SOTRE	wiktionary_cat	-	-
ṣpät	ʂpət	SPET	wiktionary_cat	-	-
ṣpäṃ	ʂpəm	SPEM	wiktionary_cat	-	-
ṣtäm-	ʂtəm-	STEM	wiktionary_cat	-	-
ṣtām	ʂtaːm	STAM	wiktionary_cat	-	-
ṣul	ʂul	SUL	wiktionary_cat	-	-
ṣurm	ʂurm	SURM	wiktionary_cat	-	-
ṣäk	ʂək	SEK	wiktionary_cat	-	-
ṣälyp	ʂəʎp	SEP	wiktionary_cat	-	-
ṣäptänt	ʂəptənt	SEPTENT	wiktionary_cat	-	-
ṣäṃs-	ʂəms-	SEMS	wiktionary_cat	-	-
