Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
jᴕ̈ɣɜ-	jᴕ̈ɣɜ-	YG	wiktionary_cat	-	-
kaja	kaja	KAYA	wiktionary_cat	-	-
kaje	kaje	KAYE	wiktionary_cat	-	-
kajwa-	kajwa-	KAYWA	wiktionary_cat	-	-
kakta	kakta	KAKTA	wiktionary_cat	-	-
kakteksa	kakteksa	KAKTEKSA	wiktionary_cat	-	-
kala	kala	KALA	wiktionary_cat	-	-
kala-	kala-	KALA	wiktionary_cat	-	-
kale-	kale-	KALE	wiktionary_cat	-	-
kalma	kalma	KALMA	wiktionary_cat	-	-
kama	kama	KAMA	wiktionary_cat	-	-
kamte	kamte	KAMTE	wiktionary_cat	-	-
kane-	kane-	KANE	wiktionary_cat	-	-
kanta-	kanta-	KANTA	wiktionary_cat	-	-
kare	kare	KARE	wiktionary_cat	-	-
karketa	karketa	KARKETA	wiktionary_cat	-	-
karne	karne	KARNE	wiktionary_cat	-	-
kaća	katɕa	KATSA	wiktionary_cat	-	-
kaća-	katɕa-	KATSA	wiktionary_cat	-	-
kačka-	katʃka-	KATSKA	wiktionary_cat	-	-
kaďa-	kaďa-	KAA	wiktionary_cat	-	-
kaďaw-	kaďaw-	KAAW	wiktionary_cat	-	-
kaŋe-	kaŋe-	KANE	wiktionary_cat	-	-
ke	ke	KE	wiktionary_cat	-	-
kepä	kepæ	KEPA	wiktionary_cat	-	-
kerjä-	kerjæ-	KERYA	wiktionary_cat	-	-
kesä	kesæ	KESA	wiktionary_cat	-	-
kete	kete	KETE	wiktionary_cat	-	-
keččä	ketʃtʃæ	KETSTSA	wiktionary_cat	-	-
kečɜ	ketʃɜ	KETS	wiktionary_cat	-	-
keŋä	keŋæ	KENA	wiktionary_cat	-	-
kije	kije	KIYE	wiktionary_cat	-	-
kira	kira	KIRA	wiktionary_cat	-	-
kiwe	kiwe	KIWE	wiktionary_cat	-	-
kixe-	kixe-	KIKE	wiktionary_cat	-	-
kodwa	kodwa	KODWA	wiktionary_cat	-	-
koje	koje	KOYE	wiktionary_cat	-	-
kojera	kojera	KOYERA	wiktionary_cat	-	-
kojwa	kojwa	KOYWA	wiktionary_cat	-	-
koke-	koke-	KOKE	wiktionary_cat	-	-
kolmamte	kolmamte	KOLMAMTE	wiktionary_cat	-	-
kolme	kolme	KOLME	wiktionary_cat	-	-
kolmeš	kolmeʃ	KOLMES	wiktionary_cat	-	-
kompa	kompa	KOMPA	wiktionary_cat	-	-
kone	kone	KONE	wiktionary_cat	-	-
kopa	kopa	KOPA	wiktionary_cat	-	-
koppala	koppala	KOPPALA	wiktionary_cat	-	-
koppe-	koppe-	KOPPE	wiktionary_cat	-	-
kopta	kopta	KOPTA	wiktionary_cat	-	-
kormɜ	kormɜ	KORM	wiktionary_cat	-	-
korpe-	korpe-	KORPE	wiktionary_cat	-	-
koska	koska	KOSKA	wiktionary_cat	-	-
kota	kota	KOTA	wiktionary_cat	-	-
kowse	kowse	KOWSE	wiktionary_cat	-	-
koćmɜ	kotɕmɜ	KOTSM	wiktionary_cat	-	-
kočka	kotʃka	KOTSKA	wiktionary_cat	-	-
ku-	ku-	KU	wiktionary_cat	-	-
kude	kude	KUDE	wiktionary_cat	-	-
kuje	kuje	KUYE	wiktionary_cat	-	-
kule	kule	KULE	wiktionary_cat	-	-
kule-	kule-	KULE	wiktionary_cat	-	-
kulke-	kulke-	KULKE	wiktionary_cat	-	-
kulta-	kulta-	KULTA	wiktionary_cat	-	-
kume	kume	KUME	wiktionary_cat	-	-
kumpe	kumpe	KUMPE	wiktionary_cat	-	-
kumta	kumta	KUMTA	wiktionary_cat	-	-
kumće	kumtɕe	KUMTSE	wiktionary_cat	-	-
kumɜ	kumɜ	KUM	wiktionary_cat	-	-
kupsa-	kupsa-	KUPSA	wiktionary_cat	-	-
kura	kura	KURA	wiktionary_cat	-	-
kure	kure	KURE	wiktionary_cat	-	-
kurke	kurke	KURKE	wiktionary_cat	-	-
kuse-	kuse-	KUSE	wiktionary_cat	-	-
kutke	kutke	KUTKE	wiktionary_cat	-	-
kutte	kutte	KUTTE	wiktionary_cat	-	-
kuwle-	kuwle-	KUWLE	wiktionary_cat	-	-
kuće	kutɕe	KUTSE	wiktionary_cat	-	-
kuďe-	kuďe-	KUE	wiktionary_cat	-	-
kuńa-	kuɲa-	KUNA	wiktionary_cat	-	-
kuńśe	kuɲɕe	KUNSE	wiktionary_cat	-	-
kuŋe	kuŋe	KUNE	wiktionary_cat	-	-
kuśka	kuɕka	KUSKA	wiktionary_cat	-	-
kuδa-	kuδa-	KUA	wiktionary_cat	-	-
käjä	kæjæ	KAYA	wiktionary_cat	-	-
käktä	kæktæ	KAKTA	wiktionary_cat	-	-
käle	kæle	KALE	wiktionary_cat	-	-
kälew	kælew	KALEW	wiktionary_cat	-	-
kälä-	kælæ-	KALA	wiktionary_cat	-	-
kämä	kæmæ	KAMA	wiktionary_cat	-	-
käsä	kæsæ	KASA	wiktionary_cat	-	-
käte	kæte	KATE	wiktionary_cat	-	-
kätke-	kætke-	KATKE	wiktionary_cat	-	-
käwde	kæwde	KAWDE	wiktionary_cat	-	-
käďwä	kæďwæ	KAWA	wiktionary_cat	-	-
këčče-	këtʃtʃe-	KTSTSE	wiktionary_cat	-	-
këŋere	këŋere	KNERE	wiktionary_cat	-	-
küljä	kyljæ	KULYA	wiktionary_cat	-	-
külmä	kylmæ	KULMA	wiktionary_cat	-	-
külä	kylæ	KULA	wiktionary_cat	-	-
künte	kynte	KUNTE	wiktionary_cat	-	-
künče	kyntʃe	KUNTSE	wiktionary_cat	-	-
künčä-	kyntʃæ-	KUNTSA	wiktionary_cat	-	-
kütke-	kytke-	KUTKE	wiktionary_cat	-	-
kütɜ	kytɜ	KUT	wiktionary_cat	-	-
küńele	kyɲele	KUNELE	wiktionary_cat	-	-
küńä	kyɲæ	KUNA	wiktionary_cat	-	-
lapa	lapa	LAPA	wiktionary_cat	-	-
lappɜ	lappɜ	LAPP	wiktionary_cat	-	-
le-	le-	LE	wiktionary_cat	-	-
lelew	lelew	LELEW	wiktionary_cat	-	-
lewe-	lewe-	LEWE	wiktionary_cat	-	-
lewle	lewle	LEWLE	wiktionary_cat	-	-
lešmä	leʃmæ	LESMA	wiktionary_cat	-	-
lome	lome	LOME	wiktionary_cat	-	-
lowkke	lowkke	LOWKKE	wiktionary_cat	-	-
lońća	loɲtɕa	LONTSA	wiktionary_cat	-	-
luka	luka	LUKA	wiktionary_cat	-	-
luke-	luke-	LUKE	wiktionary_cat	-	-
lunta	lunta	LUNTA	wiktionary_cat	-	-
lupsa	lupsa	LUPSA	wiktionary_cat	-	-
luwe	luwe	LUWE	wiktionary_cat	-	-
läkte-	lækte-	LAKTE	wiktionary_cat	-	-
läkä	lækæ	LAKA	wiktionary_cat	-	-
läme	læme	LAME	wiktionary_cat	-	-
lämä	læmæ	LAMA	wiktionary_cat	-	-
läppä	læppæ	LAPPA	wiktionary_cat	-	-
läśä-	læɕæ-	LASA	wiktionary_cat	-	-
lëkśe-	lëkɕe-	LKSE	wiktionary_cat	-	-
lënte	lënte	LNTE	wiktionary_cat	-	-
lümpe	lympe	LUMPE	wiktionary_cat	-	-
lüpsä	lypsæ	LUPSA	wiktionary_cat	-	-
lütte-	lytte-	LUTTE	wiktionary_cat	-	-
lᴕńćɜ	lᴕɲtɕɜ	LNTS	wiktionary_cat	-	-
lᴕ̈ppɜ	lᴕ̈ppɜ	LPP	wiktionary_cat	-	-
-m	-m	M	wiktionary_cat	-	-
maja	maja	MAYA	wiktionary_cat	-	-
makša	makʃa	MAKSA	wiktionary_cat	-	-
mačta-	matʃta-	MATSTA	wiktionary_cat	-	-
me	me	ME	wiktionary_cat	-	-
meke-	meke-	MEKE	wiktionary_cat	-	-
mekše	mekʃe	MEKSE	wiktionary_cat	-	-
melä	melæ	MELA	wiktionary_cat	-	-
mene-	mene-	MENE	wiktionary_cat	-	-
mertä	mertæ	MERTA	wiktionary_cat	-	-
mete	mete	METE	wiktionary_cat	-	-
mi	mi	MI	wiktionary_cat	-	-
minä	minæ	MINA	wiktionary_cat	-	-
mixe-	mixe-	MIKE	wiktionary_cat	-	-
mińel	miɲel	MINEL	wiktionary_cat	-	-
mińä	miɲæ	MINA	wiktionary_cat	-	-
mone	mone	MONE	wiktionary_cat	-	-
moĺɜ	moʎɜ	MO	wiktionary_cat	-	-
moŋa	moŋa	MONA	wiktionary_cat	-	-
moŋke	moŋke	MONKE	wiktionary_cat	-	-
mośke-	moɕke-	MOSKE	wiktionary_cat	-	-
mu	mu	MU	wiktionary_cat	-	-
muja-	muja-	MUYA	wiktionary_cat	-	-
mule-	mule-	MULE	wiktionary_cat	-	-
muna	muna	MUNA	wiktionary_cat	-	-
mura-	mura-	MURA	wiktionary_cat	-	-
muďa	muďa	MUA	wiktionary_cat	-	-
mäkte	mækte	MAKTE	wiktionary_cat	-	-
mäle	mæle	MALE	wiktionary_cat	-	-
mälke	mælke	MALKE	wiktionary_cat	-	-
mëksa	mëksa	MKSA	wiktionary_cat	-	-
mërja	mërja	MRYA	wiktionary_cat	-	-
mëtka	mëtka	MTKA	wiktionary_cat	-	-
mëxe	mëxe	MKE	wiktionary_cat	-	-
mᴕnɜ-	mᴕnɜ-	MN	wiktionary_cat	-	-
mᴕńće-	mᴕɲtɕe-	MNTSE	wiktionary_cat	-	-
mᴕ̈ŋkɜ	mᴕ̈ŋkɜ	MNK	wiktionary_cat	-	-
-n	-n	N	wiktionary_cat	-	-
-na	-na	NA	wiktionary_cat	-	-
nataw	nataw	NATAW	wiktionary_cat	-	-
nejde	nejde	NEYDE	wiktionary_cat	-	-
neljä	neljæ	NELYA	wiktionary_cat	-	-
nime	nime	NIME	wiktionary_cat	-	-
niŋä	niŋæ	NINA	wiktionary_cat	-	-
nojta	nojta	NOYTA	wiktionary_cat	-	-
numɜ	numɜ	NUM	wiktionary_cat	-	-
nuse-	nuse-	NUSE	wiktionary_cat	-	-
näke-	næke-	NAKE	wiktionary_cat	-	-
näre	nære	NARE	wiktionary_cat	-	-
nüde	nyde	NUDE	wiktionary_cat	-	-
nᴕje-	nᴕje-	NYE	wiktionary_cat	-	-
ojwa	ojwa	OYWA	wiktionary_cat	-	-
oksa	oksa	OKSA	wiktionary_cat	-	-
okse-	okse-	OKSE	wiktionary_cat	-	-
ola	ola	OLA	wiktionary_cat	-	-
omte	omte	OMTE	wiktionary_cat	-	-
ona	ona	ONA	wiktionary_cat	-	-
ora	ora	ORA	wiktionary_cat	-	-
orja	orja	ORYA	wiktionary_cat	-	-
owdeme	owdeme	OWDEME	wiktionary_cat	-	-
owe	owe	OWE	wiktionary_cat	-	-
ońća	oɲtɕa	ONTSA	wiktionary_cat	-	-
ońćarɜ	oɲtɕarɜ	ONTSAR	wiktionary_cat	-	-
oŋke	oŋke	ONKE	wiktionary_cat	-	-
padɜ	padɜ	PAD	wiktionary_cat	-	-
pajiw	pajiw	PAYIW	wiktionary_cat	-	-
pajńa-	pajɲa-	PAYNA	wiktionary_cat	-	-
pakta-	pakta-	PAKTA	wiktionary_cat	-	-
pala	pala	PALA	wiktionary_cat	-	-
pala-	pala-	PALA	wiktionary_cat	-	-
panča-	pantʃa-	PANTSA	wiktionary_cat	-	-
para	para	PARA	wiktionary_cat	-	-
parma	parma	PARMA	wiktionary_cat	-	-
pata	pata	PATA	wiktionary_cat	-	-
peje-	peje-	PEYE	wiktionary_cat	-	-
peksä-	peksæ-	PEKSA	wiktionary_cat	-	-
pele-	pele-	PELE	wiktionary_cat	-	-
peljä	peljæ	PELYA	wiktionary_cat	-	-
penä	penæ	PENA	wiktionary_cat	-	-
pere	pere	PERE	wiktionary_cat	-	-
perä	peræ	PERA	wiktionary_cat	-	-
pese-	pese-	PESE	wiktionary_cat	-	-
pesä	pesæ	PESA	wiktionary_cat	-	-
pečä	petʃæ	PETSA	wiktionary_cat	-	-
peńɜ	peɲɜ	PEN	wiktionary_cat	-	-
peŋärä	peŋæræ	PENARA	wiktionary_cat	-	-
pide	pide	PIDE	wiktionary_cat	-	-
pije	pije	PIYE	wiktionary_cat	-	-
pilwe	pilwe	PILWE	wiktionary_cat	-	-
pire	pire	PIRE	wiktionary_cat	-	-
pićlä	pitɕlæ	PITSLA	wiktionary_cat	-	-
piľme	piľme	PIME	wiktionary_cat	-	-
piŋe	piŋe	PINE	wiktionary_cat	-	-
pišä	piʃæ	PISA	wiktionary_cat	-	-
pojka	pojka	POYKA	wiktionary_cat	-	-
pola	pola	POLA	wiktionary_cat	-	-
polwe	polwe	POLWE	wiktionary_cat	-	-
ponče	pontʃe	PONTSE	wiktionary_cat	-	-
pore-	pore-	PORE	wiktionary_cat	-	-
poske	poske	POSKE	wiktionary_cat	-	-
počaw	potʃaw	POTSAW	wiktionary_cat	-	-
poŋŋe	poŋŋe	PONNE	wiktionary_cat	-	-
pośe	poɕe	POSE	wiktionary_cat	-	-
pukta-	pukta-	PUKTA	wiktionary_cat	-	-
puna	puna	PUNA	wiktionary_cat	-	-
puna-	puna-	PUNA	wiktionary_cat	-	-
pura-	pura-	PURA	wiktionary_cat	-	-
puske-	puske-	PUSKE	wiktionary_cat	-	-
puwa-	puwa-	PUWA	wiktionary_cat	-	-
puwe	puwe	PUWE	wiktionary_cat	-	-
pučke	putʃke	PUTSKE	wiktionary_cat	-	-
puše-	puʃe-	PUSE	wiktionary_cat	-	-
puδase	puδase	PUASE	wiktionary_cat	-	-
päjwä	pæjwæ	PAYWA	wiktionary_cat	-	-
päkkɜ-	pækkɜ-	PAKK	wiktionary_cat	-	-
päkšnä	pækʃnæ	PAKSNA	wiktionary_cat	-	-
pälkä	pælkæ	PALKA	wiktionary_cat	-	-
pälä	pælæ	PALA	wiktionary_cat	-	-
pälɜ	pælɜ	PAL	wiktionary_cat	-	-
pänä-	pænæ-	PANA	wiktionary_cat	-	-
pärtä	pærtæ	PARTA	wiktionary_cat	-	-
pätäre-	pætære-	PATARE	wiktionary_cat	-	-
päŋe	pæŋe	PANE	wiktionary_cat	-	-
päškɜ	pæʃkɜ	PASK	wiktionary_cat	-	-
pëkka-	pëkka-	PKKA	wiktionary_cat	-	-
pëŋka	pëŋka	PNKA	wiktionary_cat	-	-
pürke-	pyrke-	PURKE	wiktionary_cat	-	-
püŋe	pyŋe	PUNE	wiktionary_cat	-	-
repäć	repætɕ	REPATS	wiktionary_cat	-	-
reŋe	reŋe	RENE	wiktionary_cat	-	-
riŋeše	riŋeʃe	RINESE	wiktionary_cat	-	-
ruŋke-	ruŋke-	RUNKE	wiktionary_cat	-	-
räppä	ræppæ	RAPPA	wiktionary_cat	-	-
sake	sake	SAKE	wiktionary_cat	-	-
sala	sala	SALA	wiktionary_cat	-	-
salkɜ-	salkɜ-	SALK	wiktionary_cat	-	-
sarka	sarka	SARKA	wiktionary_cat	-	-
saxe-	saxe-	SAKE	wiktionary_cat	-	-
sańśa-	saɲɕa-	SANSA	wiktionary_cat	-	-
sejpä	sejpæ	SEYPA	wiktionary_cat	-	-
sente-	sente-	SENTE	wiktionary_cat	-	-
sentew-	sentew-	SENTEW	wiktionary_cat	-	-
sewe-	sewe-	SEWE	wiktionary_cat	-	-
sitta	sitta	SITTA	wiktionary_cat	-	-
siwe	siwe	SIWE	wiktionary_cat	-	-
soja	soja	SOYA	wiktionary_cat	-	-
sokse	sokse	SOKSE	wiktionary_cat	-	-
sorme	sorme	SORME	wiktionary_cat	-	-
soske-	soske-	SOSKE	wiktionary_cat	-	-
soŋe-	soŋe-	SONE	wiktionary_cat	-	-
soŋkɜ	soŋkɜ	SONK	wiktionary_cat	-	-
sukse	sukse	SUKSE	wiktionary_cat	-	-
suwďa	suwďa	SUWA	wiktionary_cat	-	-
suxe-	suxe-	SUKE	wiktionary_cat	-	-
suxta-	suxta-	SUKTA	wiktionary_cat	-	-
suŋe	suŋe	SUNE	wiktionary_cat	-	-
säje	sæje	SAYE	wiktionary_cat	-	-
säksä	sæksæ	SAKSA	wiktionary_cat	-	-
sälä-	sælæ-	SALA	wiktionary_cat	-	-
säppä	sæppæ	SAPPA	wiktionary_cat	-	-
särä	særæ	SARA	wiktionary_cat	-	-
särńä	særɲæ	SARNA	wiktionary_cat	-	-
säwnä	sæwnæ	SAWNA	wiktionary_cat	-	-
säŋe	sæŋe	SANE	wiktionary_cat	-	-
sëksa	sëksa	SKSA	wiktionary_cat	-	-
sëne	sëne	SNE	wiktionary_cat	-	-
sënte-	sënte-	SNTE	wiktionary_cat	-	-
sükśe	sykɕe	SUKSE	wiktionary_cat	-	-
süle	syle	SULE	wiktionary_cat	-	-
sᴕ̈	sᴕ̈	S	wiktionary_cat	-	-
-t	-t	T	wiktionary_cat	-	-
-ta	-ta	TA	wiktionary_cat	-	-
-ta-	-ta-	TA	wiktionary_cat	-	-
taka	taka	TAKA	wiktionary_cat	-	-
talwa-	talwa-	TALWA	wiktionary_cat	-	-
tamme	tamme	TAMME	wiktionary_cat	-	-
tappa-	tappa-	TAPPA	wiktionary_cat	-	-
tarke-	tarke-	TARKE	wiktionary_cat	-	-
tarttɜ-	tarttɜ-	TARTT	wiktionary_cat	-	-
taśa	taɕa	TASA	wiktionary_cat	-	-
taškɜ	taʃkɜ	TASK	wiktionary_cat	-	-
te	te	TE	wiktionary_cat	-	-
teje	teje	TEYE	wiktionary_cat	-	-
teke-	teke-	TEKE	wiktionary_cat	-	-
terä	teræ	TERA	wiktionary_cat	-	-
tewä	tewæ	TEWA	wiktionary_cat	-	-
tinä	tinæ	TINA	wiktionary_cat	-	-
tiwä	tiwæ	TIWA	wiktionary_cat	-	-
to	to	TO	wiktionary_cat	-	-
tole-	tole-	TOLE	wiktionary_cat	-	-
tolwa	tolwa	TOLWA	wiktionary_cat	-	-
tora	tora	TORA	wiktionary_cat	-	-
toras	toras	TORAS	wiktionary_cat	-	-
totke	totke	TOTKE	wiktionary_cat	-	-
towe	towe	TOWE	wiktionary_cat	-	-
towke	towke	TOWKE	wiktionary_cat	-	-
towle	towle	TOWLE	wiktionary_cat	-	-
toxe-	toxe-	TOKE	wiktionary_cat	-	-
tošte-	toʃte-	TOSTE	wiktionary_cat	-	-
tuktɜ	tuktɜ	TUKT	wiktionary_cat	-	-
tule	tule	TULE	wiktionary_cat	-	-
tulka	tulka	TULKA	wiktionary_cat	-	-
tumte-	tumte-	TUMTE	wiktionary_cat	-	-
tuna-	tuna-	TUNA	wiktionary_cat	-	-
turpa	turpa	TURPA	wiktionary_cat	-	-
tä	tæ	TA	wiktionary_cat	-	-
täje	tæje	TAYE	wiktionary_cat	-	-
täktä	tæktæ	TAKTA	wiktionary_cat	-	-
tälwä	tælwæ	TALWA	wiktionary_cat	-	-
tälćɜ-	tæltɕɜ-	TALTS	wiktionary_cat	-	-
täwde	tæwde	TAWDE	wiktionary_cat	-	-
täwe	tæwe	TAWE	wiktionary_cat	-	-
täŋkɜ	tæŋkɜ	TANK	wiktionary_cat	-	-
täštä	tæʃtæ	TASTA	wiktionary_cat	-	-
tëkte	tëkte	TKTE	wiktionary_cat	-	-
tërka	tërka	TRKA	wiktionary_cat	-	-
tüŋe	tyŋe	TUNE	wiktionary_cat	-	-
uje-	uje-	UYE	wiktionary_cat	-	-
ulke	ulke	ULKE	wiktionary_cat	-	-
urɜ	urɜ	UR	wiktionary_cat	-	-
utka	utka	UTKA	wiktionary_cat	-	-
uče	utʃe	UTSE	wiktionary_cat	-	-
uškɜ	uʃkɜ	USK	wiktionary_cat	-	-
waje	waje	WAYE	wiktionary_cat	-	-
wajće	wajtɕe	WAYTSE	wiktionary_cat	-	-
wajŋe	wajŋe	WAYNE	wiktionary_cat	-	-
wajɜ	wajɜ	WAY	wiktionary_cat	-	-
wala	wala	WALA	wiktionary_cat	-	-
wala-	wala-	WALA	wiktionary_cat	-	-
wale-	wale-	WALE	wiktionary_cat	-	-
wamta	wamta	WAMTA	wiktionary_cat	-	-
wanča-	wantʃa-	WANTSA	wiktionary_cat	-	-
wanša	wanʃa	WANSA	wiktionary_cat	-	-
warᴈ	warᴈ	WAR	wiktionary_cat	-	-
wasa	wasa	WASA	wiktionary_cat	-	-
watka-	watka-	WATKA	wiktionary_cat	-	-
waśke	waɕke	WASKE	wiktionary_cat	-	-
waδ’kɜ	waδ’kɜ	WAK	wiktionary_cat	-	-
weneš	weneʃ	WENES	wiktionary_cat	-	-
were	were	WERE	wiktionary_cat	-	-
wete	wete	WETE	wiktionary_cat	-	-
wetä-	wetæ-	WETA	wiktionary_cat	-	-
wexe-	wexe-	WEKE	wiktionary_cat	-	-
wešnä	weʃnæ	WESNA	wiktionary_cat	-	-
wide-	wide-	WIDE	wiktionary_cat	-	-
wideme	wideme	WIDEME	wiktionary_cat	-	-
witte	witte	WITTE	wiktionary_cat	-	-
wixe-	wixe-	WIKE	wiktionary_cat	-	-
wiča-	witʃa-	WITSA	wiktionary_cat	-	-
wiŋe	wiŋe	WINE	wiktionary_cat	-	-
woje-	woje-	WOYE	wiktionary_cat	-	-
wole-	wole-	WOLE	wiktionary_cat	-	-
wolka	wolka	WOLKA	wiktionary_cat	-	-
wolnɜ	wolnɜ	WOLN	wiktionary_cat	-	-
worka-	worka-	WORKA	wiktionary_cat	-	-
wosa	wosa	WOSA	wiktionary_cat	-	-
woča	wotʃa	WOTSA	wiktionary_cat	-	-
woča-	wotʃa-	WOTSA	wiktionary_cat	-	-
woŋke	woŋke	WONKE	wiktionary_cat	-	-
wune-	wune-	WUNE	wiktionary_cat	-	-
wuwa	wuwa	WUWA	wiktionary_cat	-	-
wuďe	wuďe	WUE	wiktionary_cat	-	-
wäke	wæke	WAKE	wiktionary_cat	-	-
wäntɜ-	wæntɜ-	WANT	wiktionary_cat	-	-
wärkɜ	wærkɜ	WARK	wiktionary_cat	-	-
wäŋew	wæŋew	WANEW	wiktionary_cat	-	-
wëlka-	wëlka-	WLKA	wiktionary_cat	-	-
wëlketa	wëlketa	WLKETA	wiktionary_cat	-	-
wëre	wëre	WRE	wiktionary_cat	-	-
wülä	wylæ	WULA	wiktionary_cat	-	-
äjjä	æjjæ	AYYA	wiktionary_cat	-	-
äjmä	æjmæ	AYMA	wiktionary_cat	-	-
äktä-	æktæ-	AKTA	wiktionary_cat	-	-
älä	ælæ	ALA	wiktionary_cat	-	-
älɜ-	ælɜ-	AL	wiktionary_cat	-	-
äne	æne	ANE	wiktionary_cat	-	-
ärä-	æræ-	ARA	wiktionary_cat	-	-
äŋɜ	æŋɜ	AN	wiktionary_cat	-	-
-ë	-ë		wiktionary_cat	-	-
ëde	ëde	DE	wiktionary_cat	-	-
ëkta-	ëkta-	KTA	wiktionary_cat	-	-
ëla	ëla	LA	wiktionary_cat	-	-
ëmta-	ëmta-	MTA	wiktionary_cat	-	-
ënɜppe	ënɜppe	NPPE	wiktionary_cat	-	-
ëppe	ëppe	PPE	wiktionary_cat	-	-
ëpte	ëpte	PTE	wiktionary_cat	-	-
ëńa	ëɲa	NA	wiktionary_cat	-	-
ëśe-	ëɕe-	SE	wiktionary_cat	-	-
ëśew-	ëɕew-	SEW	wiktionary_cat	-	-
üje	yje	UYE	wiktionary_cat	-	-
ükte	ykte	UKTE	wiktionary_cat	-	-
ükteksä	ykteksæ	UKTEKSA	wiktionary_cat	-	-
üwä	ywæ	UWA	wiktionary_cat	-	-
ćala-	tɕala-	TSALA	wiktionary_cat	-	-
ćara-	tɕara-	TSARA	wiktionary_cat	-	-
ćejŋe	tɕejŋe	TSEYNE	wiktionary_cat	-	-
ćilmä	tɕilmæ	TSILMA	wiktionary_cat	-	-
ćolme	tɕolme	TSOLME	wiktionary_cat	-	-
ćona	tɕona	TSONA	wiktionary_cat	-	-
ćuke-	tɕuke-	TSUKE	wiktionary_cat	-	-
ćura	tɕura	TSURA	wiktionary_cat	-	-
ćure	tɕure	TSURE	wiktionary_cat	-	-
ćäjćemä	tɕæjtɕemæ	TSAYTSEMA	wiktionary_cat	-	-
ćärke-	tɕærke-	TSARKE	wiktionary_cat	-	-
čača-	tʃatʃa-	TSATSA	wiktionary_cat	-	-
čaŋa-	tʃaŋa-	TSANA	wiktionary_cat	-	-
čaŋaw-	tʃaŋaw-	TSANAW	wiktionary_cat	-	-
čaše	tʃaʃe	TSASE	wiktionary_cat	-	-
čijče	tʃijtʃe	TSIYTSE	wiktionary_cat	-	-
čikere	tʃikere	TSIKERE	wiktionary_cat	-	-
čonče	tʃontʃe	TSONTSE	wiktionary_cat	-	-
čukka-	tʃukka-	TSUKKA	wiktionary_cat	-	-
čučke	tʃutʃke	TSUTSKE	wiktionary_cat	-	-
čäke	tʃæke	TSAKE	wiktionary_cat	-	-
