Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
qalopan	ʔalopan	HALOPAN	wiktionary_cat	-	-
qanitu	ʔanitu	HANITU	wiktionary_cat	-	-
qapu	ʔapu	HAPU	wiktionary_cat	-	-
qarop	ʔarop	HAROP	wiktionary_cat	-	-
qate	ʔate	HATE	wiktionary_cat	-	-
qatop	ʔatop	HATOP	wiktionary_cat	-	-
qaʀus	ʔaʀus	HARUS	wiktionary_cat	-	-
qoti	ʔoti	HOTI	wiktionary_cat	-	-
qupi	ʔupi	HUPI	wiktionary_cat	-	-
quraŋ	ʔuraŋ	HURAN	wiktionary_cat	-	-
qusan	ʔusan	HUSAN	wiktionary_cat	-	-
qutan	ʔutan	HUTAN	wiktionary_cat	-	-
ramaʀ	ramaʀ	RAMAR	wiktionary_cat	-	-
ranum	ranum	RANUM	wiktionary_cat	-	-
raqan	raʔan	RAHAN	wiktionary_cat	-	-
raqan kayu	raʔan kaju	RAHANKAYU	wiktionary_cat	-	-
raun	raun	RAUN	wiktionary_cat	-	-
roŋoʀ	roŋoʀ	RONOR	wiktionary_cat	-	-
rua	rua	RUA	wiktionary_cat	-	-
ruʀi	ruʀi	RURI	wiktionary_cat	-	-
saku-layaʀ	saku-lajaʀ	SAKULAYAR	wiktionary_cat	-	-
salan	salan	SALAN	wiktionary_cat	-	-
salaq	salaʔ	SALAH	wiktionary_cat	-	-
saman	saman	SAMAN	wiktionary_cat	-	-
suluq	suluʔ	SULUH	wiktionary_cat	-	-
susu	susu	SUSU	wiktionary_cat	-	-
taci	taci	TAKI	wiktionary_cat	-	-
taliŋa	taliŋa	TALINA	wiktionary_cat	-	-
talos	talos	TALOS	wiktionary_cat	-	-
tamʷata	tamʷata	TAMATA	wiktionary_cat	-	-
taqun	taʔun	TAHUN	wiktionary_cat	-	-
tasik	tasik	TASIK	wiktionary_cat	-	-
taumataq	taumataʔ	TAUMATAH	wiktionary_cat	-	-
taŋis	taŋis	TANIS	wiktionary_cat	-	-
taŋiʀi	taŋiʀi	TANIRI	wiktionary_cat	-	-
tian	tian	TIAN	wiktionary_cat	-	-
timuʀ	timuʀ	TIMUR	wiktionary_cat	-	-
tiʀom	tiʀom	TIROM	wiktionary_cat	-	-
tokon	tokon	TOKON	wiktionary_cat	-	-
tolu	tolu	TOLU	wiktionary_cat	-	-
toŋoʀ	toŋoʀ	TONOR	wiktionary_cat	-	-
tuli	tuli	TULI	wiktionary_cat	-	-
tuna	tuna	TUNA	wiktionary_cat	-	-
tunu	tunu	TUNU	wiktionary_cat	-	-
tupa	tupa	TUPA	wiktionary_cat	-	-
unus	unus	UNUS	wiktionary_cat	-	-
waiʀ	waiʀ	WAIR	wiktionary_cat	-	-
waiʀ ni mata	waiʀ ni mata	WAIRNIMATA	wiktionary_cat	-	-
waiʀ paq	waiʀ paʔ	WAIRPAH	wiktionary_cat	-	-
(w)akaʀ	(w)akaʀ	WAKAR	wiktionary_cat	-	-
ñamuk	ɲamuk	NAMUK	wiktionary_cat	-	-
ʀumaq	ʀumaʔ	RUMAH	wiktionary_cat	-	-
