Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
tabahaza	tabaxatsa	TABAKATSA	wiktionary	sky	-
tali	tali	TALI	wiktionary	a_priest	-
tawa	tawa	TAWA	wiktionary	eye	-
tedi	tedi	TEDI	wiktionary	a_father	-
teteri	teteri	TETERI	wiktionary	four	-
tewi	tewi	TEWI	wiktionary	evil	-
trbbi	trbbi	TRBBI	wiktionary	against	-
trei	trei	TREI	wiktionary	three	-
tri	tri	TRI	wiktionary	three	-
tuhes	tuxes	TUKES	wiktionary	nephew	-
tuta	tuta	TUTA	wiktionary	an_army	-
tuwa	tuwa	TUWA	wiktionary	two	-
uni	uni	UNI	wiktionary	that	-
uta	uta	UTA	wiktionary	a_priest	-
utetu	utetu	UTETU	wiktionary	to_bring	-
uwe	uwe	UWE	wiktionary	a_person	-
uwedri	uwedri	UWEDRI	wiktionary	a_community	-
wakssa	wakssa	WAKSSA	wiktionary	courage	-
wawa	wawa	WAWA	wiktionary	a_bull	-
wazala	watsala	WATSALA	wiktionary	a_warrior	-
wazzis	watstsis	WATSTSIS	wiktionary	an_army	-
wedri	wedri	WEDRI	wiktionary	a_city	-
xabe	xabe	KABE	wiktionary	a_river	-
xabwa	xabwa	KABWA	wiktionary	a_sheep	-
xnna	xnna	KNNA	wiktionary	a_mother	-
xnta	xnta	KNTA	wiktionary	first	-
zajala	tsajala	TSAYALA	wiktionary	a_criminal	-
zbali	tsbali	TSBALI	wiktionary	a_deity	-
ziw	tsiw	TSIW	wiktionary	god	-
zrigali	tsriɡali	TSRIGALI	wiktionary	a_warrior	-
zrqqi	tsrkʷkʷi	TSRKKI	wiktionary	to_fight	-
zusi	tsusi	TSUSI	wiktionary	zeus	-
a-	a	A	palaeolexicon	to_do	-
Abaqmãme	Abakʷmãme	0BAKMME	palaeolexicon	personal_name	-
adai(je)-	aðai(je)	ADAIYE	palaeolexicon	pertaining_to_ade-	-
Adam̃mñna	Adam̃mɲna	0DAMMNNA	palaeolexicon	personal_name	-
adra-	aðra	ADRA	palaeolexicon	bowl	-
adẽ	aðẽ	AD	palaeolexicon	unit_of_measure	-
adãma	aðãma	ADMA	palaeolexicon	name	-
ah-	ax-	AK	palaeolexicon	to_be	-
ahaman	axaman	AKAMAN	palaeolexicon	existence	-
ahamãsi	axamãsi	AKAMSI	palaeolexicon	personal_name	-
ahata	axata	AKATA	palaeolexicon	peace	-
Ahbalawija	Axbalawija	0KBALAWIYA	palaeolexicon	personal_name	-
Ahqqadi	Axkʷkʷadi	0KKKADI	palaeolexicon	personal_name	-
ahñta-	axɲta-	AKNTA	palaeolexicon	property	-
ai-	ai	AI	palaeolexicon	do	-
aite	aite	AITE	palaeolexicon	they_have_made	-
aitãta	aitãta	AITTA	palaeolexicon	eight	-
aladahali-	aladaxali-	ALADAKALI	palaeolexicon	one_who_lays_out	-
alaha-	alaxa-	ALAKA	palaeolexicon	to_arrange	-
Alaxssañtra	Alaxssaɲtra	0LAKSSANTRA	palaeolexicon	personal_name	-
ammaman-	ammaman	AMMAMAN	palaeolexicon	fine	-
Anuzaba	Anutsaba	0NUTSABA	palaeolexicon	personal_name	-
Apnnatama	apnnatama	APNNATAMA	palaeolexicon	personal_name	-
app-	app	APP	palaeolexicon	to_take	-
Apuwaza	Apuwatsa	0PUWATSA	palaeolexicon	personal_name	-
ara-	ara	ARA	palaeolexicon	rite	-
Arailise	arailise	ARAILISE	palaeolexicon	personal_name	-
arawa-	arawa	ARAWA	palaeolexicon	freedom	-
arawazije-	arawatsije-	ARAWATSIYE	palaeolexicon	monument	-
Araxa	araqa	ARAKA	palaeolexicon	personal_name	-
Araθθi	araθθi	ARATTI	palaeolexicon	personal_name_or_place_name	-
Arkkazuma	Arkkatsuma	0RKKATSUMA	palaeolexicon	personal_name	-
Arm̃ma-	arm̃ma	ARMMA	palaeolexicon	moongod	-
Arm̃maxutawi	arm̃maqutawi	ARMMAKUTAWI	palaeolexicon	personal_name	-
Arm̃pa	arm̃pa	ARMPA	palaeolexicon	personal_name	-
Arm̃palitxa	arm̃palitqa	ARMPALITKA	palaeolexicon	personal_name	-
Arnnas(e)-	arnnas(e)	ARNNASE	palaeolexicon	xanthian	-
Arppaxu	arppaqu	ARPPAKU	palaeolexicon	personal_name	-
Arssãma	arssãma	ARSSMA	palaeolexicon	personal_name	-
Arttum̃para	arttum̃para	ARTTUMPARA	palaeolexicon	personal_name	-
Arus-	arus	ARUS	palaeolexicon	xanthos	-
arus-	arus	ARUS	palaeolexicon	citizenry	-
aruwãt(i)-	aruwãt(i)	ARUWTI	palaeolexicon	high	-
Aruwãtijese	aruwãtijese	ARUWTIYESE	palaeolexicon	personal_name	-
Arñna	Arɲna	0RNNA	palaeolexicon	xanthos	-
Arñnas	Arɲnas	0RNNAS	palaeolexicon	personal_name	-
as-	as	AS	palaeolexicon	do	-
asa-	asa	ASA	palaeolexicon	favor	-
Asawãzala	Asawãtsala	0SAWTSALA	palaeolexicon	personal_name	-
asaxlaza-	asaxlatsa-	ASAKLATSA	palaeolexicon	governor	-
Atibinẽ	atibinẽ	ATIBIN	palaeolexicon	personal_name	-
atla / atra	atla / atra	ATLAATRA	palaeolexicon	person	-
Atãna	atãna	ATNA	palaeolexicon	athens	-
Atãnaze	Atãnatse	0TNATSE	palaeolexicon	athenian	-
awah(a)i-	awax(a)i-	AWAKAI	palaeolexicon	burial	-
awasi-	awasi	AWASI	palaeolexicon	laying_down	-
axa-	aqa	AKA	palaeolexicon	animal_sacrifice	-
azzala-	atstsala-	ATSTSALA	palaeolexicon	decree	-
Dapara	ðapara	DAPARA	palaeolexicon	personal_name	-
Ddapssmma	ððapssmma	DDAPSSMMA	palaeolexicon	personal_name	-
Ddaqasa	Ddakʷasa	0DAKASA	palaeolexicon	personal_name	-
Ddawahãma	Ddawaxãma	0DAWAKMA	palaeolexicon	personal_name	-
Ddawãparta	ððawãparta	DDAWPARTA	palaeolexicon	personal_name	-
Ddedi	ððeði	DDEDI	palaeolexicon	personal_name	-
Ddenewele	ððenewele	DDENEWELE	palaeolexicon	personal_name	-
Ddepñnewe	Ddepɲnewe	0DEPNNEWE	palaeolexicon	personal_name	-
dderi	ððeri	DDERI	palaeolexicon	curse	-
ddewe-	ððewe	DDEWE	palaeolexicon	gift	-
Ddxuga	Ddxuɡa	0DKUGA	palaeolexicon	personal_name	-
eb(e)-	eb(e)	EBE	palaeolexicon	he	-
ebe-	ebe	EBE	palaeolexicon	this	-
ebei	ebei	EBEI	palaeolexicon	here	-
ebi	ebi	EBI	palaeolexicon	or	-
ebi(je)	ebi(je)	EBIYE	palaeolexicon	local	-
Ebẽla	ebẽla	EBLA	palaeolexicon	personal_name	-
Edrijeuse	eðrijeuse	EDRIYEUSE	palaeolexicon	personal_name	-
ehbi(je)-	exbi(je)-	EKBIYE	palaeolexicon	his	-
Ehetẽme	Exetẽme	0KETME	palaeolexicon	personal_name	-
Ekatamla	ekatamla	EKATAMLA	palaeolexicon	personal_name	-
Elijãna-	elijãna	ELIYNA	palaeolexicon	nymph	-
Elpuweti	elpuweti	ELPUWETI	palaeolexicon	personal_name	-
epa-	epa	EPA	palaeolexicon	to_take_possession_of	-
epenẽtija	epenẽtija	EPENTIYA	palaeolexicon	to_act_as_a_seller	-
epewẽtlm̃me-	epewẽtlm̃me	EPEWTLMME	palaeolexicon	neighbour	-
epi	epi	EPI	palaeolexicon	upon	-
epi=de	epi=ðe	EPIDE	palaeolexicon	moreover	-
epirije-	epirije	EPIRIYE	palaeolexicon	to_sell	-
Eppleme	eppleme	EPPLEME	palaeolexicon	personal_name	-
epre	epre	EPRE	palaeolexicon	back	-
epttehe	epttexe	EPTTEKE	palaeolexicon	their	-
epñ	epɲ	EPN	palaeolexicon	afterwards	-
epñnẽne	epɲnẽne	EPNNNE	palaeolexicon	younger_brother	-
epñte	epɲte	EPNTE	palaeolexicon	thereafter	-
erbbe	erbbe	ERBBE	palaeolexicon	strife	-
Erbbina	erbbina	ERBBINA	palaeolexicon	personal_name	-
eri(je)	eri(je)	ERIYE	palaeolexicon	to_raise	-
Erijamãna	erijamãna	ERIYAMNA	palaeolexicon	personal_name	-
Erikle	erikle	ERIKLE	palaeolexicon	personal_name	-
Erimñnuha	Erimɲnuxa	0RIMNNUKA	palaeolexicon	personal_name	-
Erm̃menẽni	erm̃menẽni	ERMMENNI	palaeolexicon	personal_name	-
Ertaxssiraza	Ertaxssiratsa	0RTAKSSIRATSA	palaeolexicon	personal_name	-
Ertelijese	ertelijese	ERTELIYESE	palaeolexicon	personal_name	-
Ertllẽni	ertllẽni	ERTLLNI	palaeolexicon	personal_name	-
Erttimeli	erttimeli	ERTTIMELI	palaeolexicon	personal_name	-
Ertẽme	ertẽme	ERTME	palaeolexicon	artemis	-
erublije	erublije	ERUBLIYE	palaeolexicon	monument	-
eruwe	eruwe	ERUWE	palaeolexicon	to_raise	-
Erzesinube	Ertsesinube	0RTSESINUBE	palaeolexicon	personal_name	-
Erκκazuma	Erκκatsuma	0RATSUMA	palaeolexicon	deity_name	-
es-	es	ES	palaeolexicon	to_be	-
esbe	esbe	ESBE	palaeolexicon	horse	-
esbẽt	esbẽt	ESBT	palaeolexicon	horseman	-
ese-	ese	ESE	palaeolexicon	with	-
Esedeplẽme	eseðeplẽme	ESEDEPLME	palaeolexicon	personal_name	-
Eseimija	eseimija	ESEIMIYA	palaeolexicon	personal_name	-
Esete	esete	ESETE	palaeolexicon	personal_name	-
Esitm̃mãta	esitm̃mãta	ESITMMTA	palaeolexicon	personal_name	-
eti	eti	ETI	palaeolexicon	father	-
Exeteija	eqeteija	EKETEIYA	palaeolexicon	personal_name	-
Galandrẽma	γalanðrẽma	ALANDRMA	palaeolexicon	personal_name	-
gara	ɡara	GARA	palaeolexicon	agora	-
Garãi	γarãi	ARI	palaeolexicon	personal_name	-
gasabala	ɡasabala	GASABALA	palaeolexicon	a_title	-
ha-	xa-	KA	palaeolexicon	to_release	-
Habuda	habuða	HABUDA	palaeolexicon	personal_name	-
Hanadaza	Hanadatsa	HANADATSA	palaeolexicon	personal_name	-
Haqaduwehe	Hakʷaduwexe	HAKADUWEKE	palaeolexicon	personal_name	-
haxlaza-	xaxlatsa-	KAKLATSA	palaeolexicon	a_title	-
Haxãna	haqãna	HAKNA	palaeolexicon	personal_name	-
Herikle	herikle	HERIKLE	palaeolexicon	herakles	-
Hla	hla	HLA	palaeolexicon	personal_name	-
hlm̃me	xlm̃me	KLMME	palaeolexicon	addition	-
Hlm̃midewe	hlm̃miðewe	HLMMIDEWE	palaeolexicon	personal_name	-
Hm̃prãma	hm̃prãma	HMPRMA	palaeolexicon	personal_name	-
hri-qla	xri-kʷla	KRIKLA	palaeolexicon	acropolis	-
hri-xñtawata	xri-xɲtawata	KRIKNTAWATA	palaeolexicon	supreme_rule	-
hrihe	xrixe	KRIKE	palaeolexicon	supreme_power	-
Hrixm̃ma	hriqm̃ma	HRIKMMA	palaeolexicon	personal_name	-
Hrixttbili	hriqttbili	HRIKTTBILI	palaeolexicon	personal_name	-
hrm̃ma-	xrm̃ma-	KRMMA	palaeolexicon	land	-
Hrppidube	hrppiðube	HRPPIDUBE	palaeolexicon	personal_name	-
hruttle-	xruttle-	KRUTTLE	palaeolexicon	part_of_a_monument	-
hrzze	xrtstse	KRTSTSE	palaeolexicon	upper	-
httẽme	xttẽme	KTTME	palaeolexicon	angry	-
httẽmi	xttẽmi	KTTMI	palaeolexicon	anger	-
humeli	xumeli	KUMELI	palaeolexicon	legitimate	-
Humrxxa	humrqqa	HUMRKKA	palaeolexicon	personal_name	-
Hunipla	hunipla	HUNIPLA	palaeolexicon	personal_name	-
Hura	hura	HURA	palaeolexicon	personal_name	-
Hurttuweti	hurttuweti	HURTTUWETI	palaeolexicon	personal_name	-
huwedr	xuwedr	KUWEDR	palaeolexicon	all	-
Huwetẽne	huwetẽne	HUWETNE	palaeolexicon	personal_name	-
Huzeimi	Hutseimi	HUTSEIMI	palaeolexicon	personal_name	-
Huzetẽi	Hutsetẽi	HUTSETI	palaeolexicon	personal_name	-
hẽmen-	xẽmen-	KMEN	palaeolexicon	combined	-
hãta-	xãta-	KTA	palaeolexicon	deceased	-
Hñtihãma	Hɲtixãma	HNTIKMA	palaeolexicon	personal_name	-
Hñtruma	Hɲtruma	HNTRUMA	palaeolexicon	personal_name	-
Ida	iða	IDA	palaeolexicon	personal_name	-
Idazzala	Idatstsala	0DATSTSALA	palaeolexicon	personal_name	-
Idãb-	iðãb	IDB	palaeolexicon	idebessos	-
Idãxre	iðãqre	IDKRE	palaeolexicon	personal_name	-
Ijaeusas	ijaeusas	IYAEUSAS	palaeolexicon	iasos	-
Ijamara	ijamara	IYAMARA	palaeolexicon	personal_name	-
ije-	ije	IYE	palaeolexicon	to_buy	-
Ijetruxle	ijetruqle	IYETRUKLE	palaeolexicon	personal_name	-
Ijãna	ijãna	IYNA	palaeolexicon	ionian	-
Ijãnis	ijãnis	IYNIS	palaeolexicon	ionia	-
Ikeze	Iketse	0KETSE	palaeolexicon	of_ikos	-
Ikkuwemi	ikjuwemi	IKYUWEMI	palaeolexicon	personal_name	-
Ikuwe	ikjuwe	IKYUWE	palaeolexicon	personal_name	-
iprehe	iprexe	IPREKE	palaeolexicon	animal_of_the_open_country	-
isbazije	isbatsije	ISBATSIYE	palaeolexicon	bench	-
Isñta-	Isɲta-	0SNTA	palaeolexicon	town_name	-
itaze	itatse	ITATSE	palaeolexicon	treasury	-
ite-	ite	ITE	palaeolexicon	pact	-
itlehe	itlexe	ITLEKE	palaeolexicon	foederatus	-
Iuba	Iuba	0UBA	palaeolexicon	personal_name	-
Ixtta	iqta	IKTA	palaeolexicon	personal_name	-
Izraza	Itsratsa	0TSRATSA	palaeolexicon	personal_name	-
Jañ	Jaɲ	0AN	palaeolexicon	personal_name	-
Katamla	kjatamla	KYATAMLA	palaeolexicon	personal_name	-
kbatra-	kbatra	KBATRA	palaeolexicon	daughter	-
kbihu	kbixu	KBIKU	palaeolexicon	twice	-
kbijẽt	kbijẽt	KBIYT	palaeolexicon	double	-
kbisñne	kbisɲne	KBISNNE	palaeolexicon	two-year-old	-
kbisñtãta	kbisɲtãta	KBISNTTA	palaeolexicon	twenty	-
kebi-	kebi	KEBI	palaeolexicon	small	-
Kerθθi	kerθθi	KERTTI	palaeolexicon	place_name	-
Kijeze	Kijetse	0IYETSE	palaeolexicon	chian	-
Kiru	kjiru	KYIRU	palaeolexicon	personal_name	-
Kizzaprñna	Kitstsaprɲna	0ITSTSAPRNNA	palaeolexicon	personal_name	-
km̃me	kəm.me	KEMME	palaeolexicon	whole	-
Krehẽnube	Krexẽnube	0REKNUBE	palaeolexicon	personal_name	-
Krupsse	kjrupsse	KYRUPSSE	palaeolexicon	personal_name	-
Krustti	kjrustti	KYRUSTTI	palaeolexicon	personal_name	-
Krzzubi	Krtstsubi	0RTSTSUBI	palaeolexicon	personal_name	-
krzzãnase	krtstsãnase	KRTSTSNASE	palaeolexicon	peninsula	-
Krñna	Krɲna	0RNNA	palaeolexicon	personal_name	-
Kub	kjub	KYUB	palaeolexicon	personal_name	-
Kudala	kjuðala	KYUDALA	palaeolexicon	personal_name	-
kumalihe	kumalixe	KUMALIKE	palaeolexicon	sacrificial	-
kumezi	kumetsi	KUMETSI	palaeolexicon	to_sacrifice	-
Kuprlle	kjuprlle	KYUPRLLE	palaeolexicon	personal_name	-
la-	la	LA	palaeolexicon	to_be_dead	-
lataza	latatsa	LATATSA	palaeolexicon	the_dead	-
latã	latã	LAT	palaeolexicon	death	-
laθθi	laθθi	LATTI	palaeolexicon	in-law	-
Lusñtre	Lusɲtre	0USNTRE	palaeolexicon	personal_name	-
m̃ma-	m̃ma	MMA	palaeolexicon	to_build	-
M̃mije	əmmije	EMMIYE	palaeolexicon	personal_name	-
m̃mẽ	m̃mẽ	MM	palaeolexicon	except	-
M̃para	m̃para	MPARA	palaeolexicon	place_name	-
Magabata	Maɡabata	0AGABATA	palaeolexicon	personal_name	-
maha	maxa	MAKA	palaeolexicon	god	-
Mahanepijemi	Maxanepijemi	0AKANEPIYEMI	palaeolexicon	personal_name	-
malija	malija	MALIYA	palaeolexicon	goddess_name	-
Mam̃maha	Mam̃maxa	0AMMAKA	palaeolexicon	personal_name	-
mar-	mar	MAR	palaeolexicon	to_order	-
maraza-	maratsa-	MARATSA	palaeolexicon	judge	-
marazije	maratsije	MARATSIYE	palaeolexicon	court	-
maruwa	maruwa	MARUWA	palaeolexicon	red	-
Masa	Masa	0ASA	palaeolexicon	personal_name	-
Masauwẽti	Masauwẽti	0ASAUWTI	palaeolexicon	personal_name	-
Maxa	maga	MAGA	palaeolexicon	personal_name	-
Maxzza	Maxtstsa	0AKTSTSA	palaeolexicon	personal_name	-
Mede	meðe	MEDE	palaeolexicon	ethnic_or_personal_name	-
Medemudi	meðemuði	MEDEMUDI	palaeolexicon	personal_name	-
Medes	meðes	MEDES	palaeolexicon	ethnonym	-
Mejere	mejere	MEYERE	palaeolexicon	personal_name	-
Memle	memle	MEMLE	palaeolexicon	personal_name	-
mere-	mere	MERE	palaeolexicon	law	-
Merehi	Merexi	0EREKI	palaeolexicon	personal_name	-
Merimawa	Merimawa	0ERIMAWA	palaeolexicon	personal_name	-
Mexisttẽne	meqisttẽne	MEKISTTNE	palaeolexicon	personal_name	-
Mida	miða	MIDA	palaeolexicon	personal_name	-
Milasãñtra	Milasãɲtra	0ILASNTRA	palaeolexicon	personal_name	-
Mizretije	Mitsretije	0ITSRETIYE	palaeolexicon	personal_name	-
Mizu	Mitsu	0ITSU	palaeolexicon	personal_name	-
Miθrapata	Miθrapata	0ITRAPATA	palaeolexicon	personal_name	-
miñti	miɲti	MINTI	palaeolexicon	a_local_supervisory_authority_of_elders	-
mle	mle	MLE	palaeolexicon	sacrificial_offering	-
Mlejeusi	Mlejeusi	0LEYEUSI	palaeolexicon	personal_name	-
mlu-	mlu	MLU	palaeolexicon	to_care_for	-
mluhidaza-	mluxidatsa-	MLUKIDATSA	palaeolexicon	a_title	-
Mlẽtederi	mlẽteðeri	MLTEDERI	palaeolexicon	personal_name	-
mlãñnaze	mlãɲnatse	MLNNATSE	palaeolexicon	one_in_charge_of_the_memorials	-
mmaite	mmaite	MMAITE	palaeolexicon	they_have_established	-
Mrexisa	mreqisa	MREKISA	palaeolexicon	personal_name	-
Mukale	mukale	MUKALE	palaeolexicon	place_name	-
Mula	Mula	0ULA	palaeolexicon	personal_name	-
Mulesi	Mulesi	0ULESI	palaeolexicon	personal_name	-
Mullijese	Mullijese	0ULLIYESE	palaeolexicon	personal_name	-
Muraza	Muratsa	0URATSA	palaeolexicon	personal_name	-
Murñna	Murɲna	0URNNA	palaeolexicon	personal_name	-
Musxxa	musqqa	MUSKKA	palaeolexicon	personal_name	-
Mutlẽi	Mutlẽi	0UTLI	palaeolexicon	personal_name	-
muwẽte	muwẽte	MUWTE	palaeolexicon	personal_name	-
mẽ	mẽ	M	palaeolexicon	as	-
Mẽmruwi	Mẽmruwi	0MRUWI	palaeolexicon	personal_name	-
Mẽsewe	Mẽsewe	0SEWE	palaeolexicon	personal_name	-
mẽte-	mẽte	MTE	palaeolexicon	damage	-
Mñnatahi	Mɲnataxi	0NNATAKI	palaeolexicon	personal_name	-
Mñneτeide	Mɲnetʰeide	0NNETEIDE	palaeolexicon	personal_name	-
Nagurahi	Naɡuraxi	0AGURAKI	palaeolexicon	place_name	-
Natrbbijẽmi	natrbbijẽmi	NATRBBIYMI	palaeolexicon	personal_name	-
nele₁	nele₁	NELE	palaeolexicon	settlement	-
nele₂	nele₂	NELE	palaeolexicon	deposit	-
nepe	nepe	NEPE	palaeolexicon	not	-
nipe	nipe	NIPE	palaeolexicon	not	-
Nixede	niqeðe	NIKEDE	palaeolexicon	personal_name	-
nur	nur	NUR	palaeolexicon	month	-
nuñtāta	nuɲtāta	NUNTTA	palaeolexicon	nine	-
nẽne	nẽne	NNE	palaeolexicon	brother	-
pabla-	pabla	PABLA	palaeolexicon	chase	-
Padrita	paðrita	PADRITA	palaeolexicon	aphrodite	-
Padrm̃ma	paðrm̃ma	PADRMMA	palaeolexicon	personal_name	-
Pagda	Paɡda	0AGDA	palaeolexicon	personal_name	-
Pajawa	Pajawa	0AYAWA	palaeolexicon	personal_name	-
Parmna	Parmna	0ARMNA	palaeolexicon	personal_name	-
parttala	parttala	PARTTALA	palaeolexicon	portion	-
Parza	Partsa	0ARTSA	palaeolexicon	persian	-
pddēn-	pððēn	PDDN	palaeolexicon	place	-
Pddaxñta	Pddaxɲta	0DDAKNTA	palaeolexicon	personal_name	-
pddãt-	pððãt	PDDT	palaeolexicon	place	-
pddãti[..]	pððãti[..]	PDDTI	palaeolexicon	local	-
Pedrita	peðrita	PEDRITA	palaeolexicon	theonym	-
perepñ	perepɲ	PEREPN	palaeolexicon	furthermore	-
Perikle	Perikle	0ERIKLE	palaeolexicon	personal_name	-
Pertina	Pertina	0ERTINA	palaeolexicon	personal_name	-
Pertinamuwa	Pertinamuwa	0ERTINAMUWA	palaeolexicon	personal_name	-
Petẽnẽne	Petẽnẽne	0ETNNE	palaeolexicon	personal_name	-
pibi	pibi	PIBI	palaeolexicon	give	-
Pigrẽi	Piɡrẽi	0IGRI	palaeolexicon	personal_name	-
pijata	pijata	PIYATA	palaeolexicon	gift	-
pije-	pije	PIYE	palaeolexicon	to_give	-
Pillewe	pillewe	PILLEWE	palaeolexicon	of_pinara	-
Pinale-	pinale	PINALE	palaeolexicon	pinara	-
Pinike	pinikje	PINIKYE	palaeolexicon	personal_name	-
Piturlli	piturlli	PITURLLI	palaeolexicon	personal_name	-
Pixesere	piqesere	PIKESERE	palaeolexicon	personal_name	-
Pixm̃ma	piqm̃ma	PIKMMA	palaeolexicon	personal_name	-
Pizibide	Pitsibide	0ITSIBIDE	palaeolexicon	personal_name	-
Pizzi	Pitstsi	0ITSTSI	palaeolexicon	personal_name	-
Piñteusi	Piɲteusi	0INTEUSI	palaeolexicon	personal_name	-
Plezzijehe	Pletstsijexe	0LETSTSIYEKE	palaeolexicon	personal_name	-
Ppebẽñti	Ppebẽɲti	0PEBNTI	palaeolexicon	personal_name	-
Prddewa	prððewa	PRDDEWA	palaeolexicon	personal_name	-
Prijabuhãma	Prijabuxãma	0RIYABUKMA	palaeolexicon	personal_name	-
Prijenube	Prijenube	0RIYENUBE	palaeolexicon	personal_name	-
prulije-	prulije	PRULIYE	palaeolexicon	trophies	-
przze-	prtstse-	PRTSTSE	palaeolexicon	front	-
przzid-	prtstsid-	PRTSTSID	palaeolexicon	foremost_rank/class	-
prñnawa-	prɲnawa-	PRNNAWA	palaeolexicon	to_build	-
prñnawa<sup>2</sup>	prɲnawa<sup>2</sup>	PRNNAWAHSUPHSUP	palaeolexicon	mausoleum	-
prñnezi	prɲnetsi	PRNNETSI	palaeolexicon	household	-
prñnezije	prɲnetsije	PRNNETSIYE	palaeolexicon	household_member	-
Pssure	Pssure	0SSURE	palaeolexicon	personal_name	-
Pttara	pttara	PTTARA	palaeolexicon	patara	-
Pttarazẽ	Pttaratsẽ	0TTARATS	palaeolexicon	of_patara	-
Pttlezẽi	Pttletsẽi	0TTLETSI	palaeolexicon	personal_name	-
Pttule	Pttule	0TTULE	palaeolexicon	personal_name	-
pu-	pu	PU	palaeolexicon	to_inscribe	-
Pubiele	Pubiele	0UBIELE	palaeolexicon	personal_name	-
pulenjda	pulenjða	PULENYDA	palaeolexicon	personal_name	-
Pumaza	Pumatsa	0UMATSA	palaeolexicon	personal_name	-
Punamuwe	Punamuwe	0UNAMUWE	palaeolexicon	personal_name	-
punãma-	punãma	PUNMA	palaeolexicon	totality	-
Puresi	Puresi	0URESI	palaeolexicon	personal_name	-
Purihimeiqa	Puriximeikʷa	0URIKIMEIKA	palaeolexicon	personal_name	-
Purihimete	Puriximete	0URIKIMETE	palaeolexicon	personal_name	-
Purihimrbbese	Puriximrbbese	0URIKIMRBBESE	palaeolexicon	personal_name	-
Putinezi	Putinetsi	0UTINETSI	palaeolexicon	personal_name	-
puwe-	puwe	PUWE	palaeolexicon	goat	-
Puwẽi	Puwẽi	0UWI	palaeolexicon	personal_name	-
pzzi	ptstsi	PTSTSI	palaeolexicon	to_decide	-
Pẽmudija	pẽmuðija	PMUDIYA	palaeolexicon	personal_name	-
Pñnute	Pɲnute	0NNUTE	palaeolexicon	personal_name	-
