Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
assus	asːus	ASUS	wiktionary	good	-
attas	atːas	ATAS	wiktionary	father	-
attaš	atːaš	ATA	wiktionary	father	-
aurīš	auriːš	AURI	wiktionary	watchtower,_lookout,_guardpost;_fort,_stronghold	-
awārna	awaːrna	AWARNA	wiktionary	-	-
aš	aš	A	wiktionary	third_personthird-person_pronoun	-
ašiwanz	ašiwants	AIWANTS	wiktionary	poor	-
ašāwar	ašaːwar	AAWAR	wiktionary	sheepfold,_pen	-
aššanuuzzi	aššanuːtsːi	AANUTSI	wiktionary	to_achieve,_accomplish	-
aššuwa	aššuwa	AUWA	wiktionary	northwest_anatolia	-
burud	purut	PURUT	wiktionary	i#pronouni	-
daaššuuš	taːššuːš	TAU	wiktionary	all,_whole,_entire	-
dai	tai	TAI	wiktionary	army,_military_forces	-
dassus	tasːus	TASUS	wiktionary	all	-
dug	tuk	TUK	wiktionary	voice,_cry,_sound,_noise	-
dumumunus	tumumunus	TUMUMUNUS	wiktionary	daughter	-
duttariyatiyas	tutːarijatijas	TUTARIYATIYAS	wiktionary	of_a_female_functionary_()	-
eezzi	eːtsːi	ETSI	wiktionary	-	-
eeš	eːš	E	wiktionary	-	-
eešḫaaḫru	eːšxaːxru	EKAKRU	wiktionary	tears	-
eešḫar	eːšxar	EKAR	wiktionary	bloodied	-
eešḫarnuuzzi	eːšxarnuːtsːi	EKARNUTSI	wiktionary	to_make_bloody	-
ekaan	ekaːn	EKAN	wiktionary	ice	-
ekan	ekan	EKAN	wiktionary	ice	-
ekkus	ekːus	EKUS	wiktionary	horse	-
ekunas	ekunas	EKUNAS	wiktionary	cold	-
ekuzi	ekutsi	EKUTSI	wiktionary	to_drink	-
eshar	esxar	ESKAR	wiktionary	blood	-
ezzi	etsːi	ETSI	wiktionary	to_eat	-
ešzi	eštsi	ETSI	wiktionary	-	-
ge	ke	KE	wiktionary	ina:_in,_by,_from	-
genu	kenu	KENU	wiktionary	knee	-
giman	kiman	KIMAN	wiktionary	winter	-
hapa	xapa	KAPA	wiktionary	river	-
harkis	xarkis	KARKIS	wiktionary	white	-
hastai	xastai	KASTAI	wiktionary	bone	-
hasterza	xastertsa	KASTERTSA	wiktionary	star	-
hatkus	xatkus	KATKUS	wiktionary	narrow	-
humanza	xumantsa	KUMANTSA	wiktionary	all	-
hus	xus	KUS	wiktionary	to_live	-
huwanza	xuwantsa	KUWANTSA	wiktionary	wind	-
idaaluuš	itaːluːš	ITALU	wiktionary	bad	-
idalus	italus	ITALUS	wiktionary	bad	-
iezzi	ietsːi	IETSI	wiktionary	forms_denominative_imperfective_verbs.	-
igaaizzi	ikaːitsːi	IKAITSI	wiktionary	to_cool_down	-
ikuneešzi	ikuneːštsi	IKUNETSI	wiktionary	to_become_cold	-
im	im	IM	wiktionary	an_anatolian_storm_god	-
ishimas	isximas	ISKIMAS	wiktionary	rope	-
ispanza	ispantsa	ISPANTSA	wiktionary	night	-
iti	iti	ITI	wiktionary	goes	-
itud	itut	ITUT	wiktionary	month	-
iwr̩	iwr̩	IWR	wiktionary	like,_such;_in_the_manner_of	-
iyatta	ijatːa	IYATA	wiktionary	to_walk	-
iškiyezi	iškijetsi	IKIYETSI	wiktionary	oil	-
išḫaaššaraaš	išxaːššaraːš	IKAARA	wiktionary	mistress	-
išḫimaaaš	išximaːaš	IKIMAA	wiktionary	cord,_rope	-
išḫāš	išxaːš	IKA	wiktionary	master	-
jā́nu	jaː́nu	YANU	wiktionary	knee	-
kaaaš	kaːaš	KAA	wiktionary	thus	-
kalaktar	kalaktar	KALAKTAR	wiktionary	soothing_substance,_(opium)_poppy?	-
kalankadu	kalankatu	KALANKATU	wiktionary	to_soothe,_to_satiate,_to_satisfy	-
katteraš	katːeraš	KATERA	wiktionary	lower	-
keeššar	keːššar	KEAR	wiktionary	hand	-
ker	ker	KER	wiktionary	heart	-
kessar	kesːar	KESAR	wiktionary	hand	-
kiikluba	kiːklupa	KIKLUPA	wiktionary	-	-
kiišari	kiːšari	KIARI	wiktionary	to_happen,_to_occur,_defend	-
kinuun	kinuːn	KINUN	wiktionary	now	-
kištari	kištari	KITARI	wiktionary	to_perish,_to_be_extinguished	-
ku6	ku6	KU	wiktionary	fish_(?)	-
kud	kut	KUT	wiktionary	fish	-
kuis	kuis	KUIS	wiktionary	who	-
kuit	kuit	KUIT	wiktionary	what	-
kuiš	kuiš	KUI	wiktionary	from_where	-
kuiški	kuiški	KUIKI	wiktionary	someone	-
kursas	kursas	KURSAS	wiktionary	skin	-
kursinnu	kursinnu	KURSINNU	wiktionary	skin,_hide,_fleece	-
kuwaaš	kuwaːš	KUWA	wiktionary	hound-man	-
kuwapi	kuwapi	KUWAPI	wiktionary	where	-
laamaan	laːmaːn	LAMAN	wiktionary	name	-
labaarna	lapaːrna	LAPARNA	wiktionary	royal_title	-
lalas	lalas	LALAS	wiktionary	tongue	-
lalatīna	lalatiːna	LALATINA	wiktionary	tongue	-
laman	laman	LAMAN	wiktionary	name	-
lamniezzi	lamnietsːi	LAMNIETSI	wiktionary	to_name,_to_summon,_to_call	-
leepzi	leːptsi	LEPTSI	wiktionary	to_lick	-
lepaaizzi	lepaːitsːi	LEPAITSI	wiktionary	to_lick	-
liigzi	liːktsi	LIKTSI	wiktionary	to_swear,_to_take_an_oath	-
lu	lu	LU	wiktionary	man,_as_determiner_for_male_professionals	-
lukkiyezzi	lukːijetsːi	LUKIYETSI	wiktionary	to_burn_intrans	-
luukkari	luːkːari	LUKARI	wiktionary	to_dawn,_to_light_up	-
luukkiezzi	luːkːietsːi	LUKIETSI	wiktionary	to_set_fire_to	-
maaaḫlaaš	maːaxlaːš	MAAKLA	wiktionary	(branch_of)_grape_vine	-
marsant͡s	marsant͡s	MARSANS	wiktionary	deceitful,_dishonest	-
memiyaaš	memijaːš	MEMIYA	wiktionary	word	-
miimmai	miːmmai	MIMMAI	wiktionary	to_refuse,_to_decline.	-
miirzi	miːrtsi	MIRTSI	wiktionary	to_disappear	-
mitanni	mitanni	MITANNI	wiktionary	mitanni	-
miyahuwanz	mijaxuwants	MIYAKUWANTS	wiktionary	old	-
miyaḫuwanz	mijaxuwants	MIYAKUWANTS	wiktionary	old	-
munus.lugalaš	munus.lukalaš	MUNUSLUKALA	wiktionary	queen	-
munus.lugalraaš	munus.lukalraːš	MUNUSLUKALRA	wiktionary	-	-
naakkiyaatar	naːkːijaːtar	NAKIYATAR	wiktionary	reverence,_respect	-
naaḫšaarnuzi	naːxšaːrnutsi	NAKARNUTSI	wiktionary	to_frighten,_terrify,_scare	-
nakkis	nakːis	NAKIS	wiktionary	heavy	-
natta	natːa	NATA	wiktionary	not	-
neknaš	neknaš	NEKNA	wiktionary	brother	-
nekuz	nekuts	NEKUTS	wiktionary	evening,_nightfall	-
nepis	nepis	NEPIS	wiktionary	sky	-
newas	newas	NEWAS	wiktionary	new	-
ninnudiš maš galgal	ninnutiš maš kalkal	NINNUTIMAKALKAL	wiktionary	(lú)gal_superior,_chief,_highest_ranking	-
nišili	nišili	NIILI	wiktionary	in_nešite	-
nuuzzi	nuːtsːi	NUTSI	wiktionary	used_to_form_causative_verbs_from_verbs_or_adjecti	-
nēpis	neːpis	NEPIS	wiktionary	sky	-
nēwas	neːwas	NEWAS	wiktionary	new,_fresh	-
nēšaš	neːšaš	NEA	wiktionary	nesha	-
paankuuš	paːnkuːš	PANKU	wiktionary	all,_whole,_entire	-
paaḫḫur	paːxːur	PAKUR	wiktionary	fire	-
paaḫḫuwaar	paːxːuwaːr	PAKUWAR	wiktionary	-	-
paddai	patːai	PATAI	wiktionary	to_dig	-
paddāi	patːaːi	PATAI	wiktionary	to_dig	-
pahhin	paxːin	PAKIN	wiktionary	stick	-
pahhur	paxːur	PAKUR	wiktionary	fire	-
pai	pai	PAI	wiktionary	to_give	-
palhis	palxis	PALKIS	wiktionary	wide	-
palsas	palsas	PALSAS	wiktionary	road	-
palḫis	palxis	PALKIS	wiktionary	wide,_broad	-
pankus	pankus	PANKUS	wiktionary	all	-
papranz	paprants	PAPRANTS	wiktionary	impure,_guilt	-
parai	parai	PARAI	wiktionary	to_blow	-
parhuwas	parxuwas	PARKUWAS	wiktionary	fish	-
partauwar	partauwar	PARTAUWAR	wiktionary	wing	-
parāi	paraːi	PARAI	wiktionary	to_blow_(a_horn)	-
passilas	pasːilas	PASILAS	wiktionary	stone	-
pata	pata	PATA	wiktionary	place	-
patas	patas	PATAS	wiktionary	foot	-
pattar	patːar	PATAR	wiktionary	wing	-
paḫšari	paxšari	PAKARI	wiktionary	to_protect,_guard,_defend	-
paḫḫin	paxːin	PAKIN	wiktionary	uncertain_meaning_-_something_harmful,_most_likely	-
paḫḫšnuzzi	paxːšnutsːi	PAKNUTSI	wiktionary	to_protect,_guard	-
pekkus	pekːus	PEKUS	wiktionary	sheep	-
pesnas	pesnas	PESNAS	wiktionary	man_adult	-
pessiyezzi	pesːijetsːi	PESIYETSI	wiktionary	to_throw	-
peszi	pestsi	PESTSI	wiktionary	to_rub	-
pešnaš	pešnaš	PENA	wiktionary	-	-
pittai	pitːai	PITAI	wiktionary	to_fly	-
prā	praː	PRA	wiktionary	out_of,_from	-
purut	purut	PURUT	wiktionary	earth_soil	-
pāi	paːi	PAI	wiktionary	to_give	-
pēr	peːr	PER	wiktionary	summer	-
sagan	sakan	SAKAN	wiktionary	fat	-
sakawis	sakawis	SAKAWIS	wiktionary	eye	-
sakki	sakːi	SAKI	wiktionary	to_know	-
sallis	salːis	SALIS	wiktionary	big	-
siezzi	sietsːi	SIETSI	wiktionary	to_squeeze	-
sjeus	sjeus	SYEUS	wiktionary	god	-
suppari	supːari	SUPARI	wiktionary	to_sleep	-
sígaš	síkaš	SKA	wiktionary	wool	-
sāki	saːki	SAKI	wiktionary	to_know	-
targumannu	tarkumannu	TARKUMANNU	wiktionary	to_perform_a_round_dance,_to_dance_in_twisting_man	-
taru	taru	TARU	wiktionary	tree	-
taruuḫzi	taruːxtsi	TARUKTSI	wiktionary	to_overpower	-
tawa	tawa	TAWA	wiktionary	royal_title	-
teepuuš	teːpuːš	TEPU	wiktionary	small,_few	-
tekan	tekan	TEKAN	wiktionary	earth	-
tepus	tepus	TEPUS	wiktionary	few	-
teri	teri	TERI	wiktionary	-	-
tetan	tetan	TETAN	wiktionary	breast	-
tur	tur	TUR	wiktionary	sheepfold	-
tēnawaš	teːnawaš	TENAWA	wiktionary	netherworld,_afterlife	-
tītan	tiːtan	TITAN	wiktionary	breast,_teat	-
uddār	utːaːr	UTAR	wiktionary	word,_speech	-
uhhi	uxːi	UKI	wiktionary	to_see	-
uk	uk	UK	wiktionary	i	-
ulae	ulae	ULAE	wiktionary	to_hide	-
uru	uru	URU	wiktionary	city	-
urudulappa	urutulapːa	URUTULAPA	wiktionary	a_metal_instrument,_scoop_?	-
urulaazpa	urulaːtspa	URULATSPA	wiktionary	lesbos	-
uttar	utːar	UTAR	wiktionary	to_speak_about	-
wa	wa	WA	wiktionary	-	-
waalaḫzi	waːlaxtsi	WALAKTSI	wiktionary	to_strike,_hit	-
waarnuuzzi	waːrnuːtsːi	WARNUTSI	wiktionary	to_ignite,_to_set_fire.	-
waki	waki	WAKI	wiktionary	to_bite	-
walahzi	walaxtsi	WALAKTSI	wiktionary	to_hit	-
walkuwaš	walkuwaš	WALKUWA	wiktionary	-	-
waraani	waraːni	WARANI	wiktionary	to_burn	-
warani	warani	WARANI	wiktionary	to_burn	-
warnuzzi	warnutsːi	WARNUTSI	wiktionary	to_burn_trans	-
watar	watar	WATAR	wiktionary	water	-
waššezzi	waššetsːi	WAETSI	wiktionary	to_wear,_to_clothe.	-
welku	welku	WELKU	wiktionary	grass	-
wiyanis	wijanis	WIYANIS	wiktionary	wine	-
wāki	waːki	WAKI	wiktionary	to_bite	-
wārsa	waːrsa	WARSA	wiktionary	water	-
xšap	xšap	KAP	wiktionary	night	-
zag	tsak	TSAK	wiktionary	side	-
zamankur	tsamankur	TSAMANKUR	wiktionary	beard	-
ziiik	tsiːik	TSIIK	wiktionary	you,_thou_(sg.)	-
zik	tsik	TSIK	wiktionary	you	-
zūwaš	tsuːwaš	TSUWA	wiktionary	bread	-
úul	úul	UL	wiktionary	not	-
āssa	aːsːa	ASA	wiktionary	mouth	-
āssiyatar	aːsːijatar	ASIYATAR	wiktionary	love	-
ātar	aːtar	ATAR	wiktionary	-	-
āšḫar	aːšxar	AKAR	wiktionary	blood	-
ēzzzzi	eːtsːtsːi	ETSTSI	wiktionary	to_eat	-
ēšzi	eːštsi	ETSI	wiktionary	to_be,_to_exist.	-
īṣā́	iːṣaː́	IA	wiktionary	carriage_pole	-
šakawiš	šakawiš	AKAWI	wiktionary	eye	-
šamalu	šamalu	AMALU	wiktionary	-	-
šamlu	šamlu	AMLU	wiktionary	apple,_apricot?	-
šiiezzi	šiːetsːi	IETSI	wiktionary	to_impress_(with_a_seal),_to_seal	-
šum	šum	UM	wiktionary	to_put_into/onto,_load_onto	-
šuuppari	šuːpːari	UPARI	wiktionary	to_sleep	-
šàer	šaer	AER	wiktionary	heart	-
šākizzi	šaːkitsːi	AKITSI	wiktionary	to_seek_out,_give_a_sign,_track	-
ūḫḫi	uːxːi	UKI	wiktionary	i_see	-
ḫaatkuuš	xaːtkuːš	KATKU	wiktionary	narrow,_tight	-
ḫaaštai	xaːštai	KATAI	wiktionary	bone	-
ḫalukaaš	xalukaːš	KALUKA	wiktionary	message,_announcement.	-
ḫarkiiš	xarkiːš	KARKI	wiktionary	white,_bright	-
ḫartaggaš	xartakːaš	KARTAKA	wiktionary	bear	-
ḫasterza	xastertsa	KASTERTSA	wiktionary	star	-
ḫatti	xatːi	KATI	wiktionary	-	-
ḫaššuš	xaššuš	KAU	wiktionary	king	-
ḫuišwaanza	xuišwaːntsa	KUIWANTSA	wiktionary	alive	-
ḫuuniikzi	xuːniːktsi	KUNIKTSI	wiktionary	to_bash	-
ḫuuš	xuːš	KU	wiktionary	to_live,_to_survive.	-
ḫuušnuzi	xuːšnutsi	KUNUTSI	wiktionary	to_rescue,_to_save.	-
ḫuuḫḫaaš	xuːxːaːš	KUKA	wiktionary	grandfather	-
ḫuwanza	xuwantsa	KUWANTSA	wiktionary	wind	-
ḫāras	xaːras	KARAS	wiktionary	eagle	-
ḫūmanz	xuːmants	KUMANTS	wiktionary	every,_each,_all	-
