Word	IPA	SCA	Source	Concept_ID	Cognate_Set_ID
zard	zard	SARD	wiktionary	to_grow	-
zw	zw	SW	wiktionary	to_calve	-
zwer	zwer	SWER	wiktionary	to_gather	-
zisxl	zisxl	SISKL	wiktionary	blood	-
zom	zom	SOM	wiktionary	to_measure	-
zu	zu	SU	wiktionary	to_weep	-
zura	zura	SURA	wiktionary	female	-
zɣwa	zɣwa	SGWA	wiktionary	sea	-
zɣwan	zɣwan	SGWAN	wiktionary	to_limit	-
zɣwar	zɣwar	SGWAR	wiktionary	limit	-
z₁e	ze	SE	wiktionary	upwards	-
z₁waw	zwaw	SWAW	wiktionary	avalanche	-
z₁r	zr	SR	wiktionary	to_become_damp	-
tagw	taɡw	TAGW	wiktionary	mouse	-
taw	taw	TAW	wiktionary	head	-
tapl	tapl	TAPL	wiktionary	honey	-
te	te	TE	wiktionary	light	-
teb	teb	TEB	wiktionary	to_raise	-
tel	tel	TEL	wiktionary	to_trample	-
ten	ten	TEN	wiktionary	to_become_visible	-
ter	ter	TER	wiktionary	to_drag	-
twal	twal	TWAL	wiktionary	eye	-
tm	tm	TM	wiktionary	to_endure	-
tow	tow	TOW	wiktionary	to_snow	-
tute	tute	TUTE	wiktionary	moon	-
tkw	tkw	TKW	wiktionary	to_speak	-
tkwen	tkwen	TKWEN	wiktionary	you_(plural)	-
txam	txam	TKAM	wiktionary	top	-
txar	txar	TKAR	wiktionary	to_dig	-
txewl	txewl	TKEWL	wiktionary	to_catch	-
txil	txil	TKIL	wiktionary	hazel-nut	-
tqa	tqa	TKA	wiktionary	she-goat	-
ḳaw	kʼaw	KAW	wiktionary	to_take	-
ḳal	kʼal	KAL	wiktionary	to_lack	-
ḳap̣	kʼapʼ	KAP	wiktionary	to_chatter	-
ḳar	kʼar	KAR	wiktionary	to_bind	-
ḳac₁	kʼats	KATS	wiktionary	man	-
ḳed	kʼed	KED	wiktionary	to_build	-
ḳel	kʼel	KEL	wiktionary	to_be_lame	-
ḳerṭ	kʼertʼ	KERT	wiktionary	to_pluck_out	-
ḳwam	kʼwam	KWAM	wiktionary	to_smoke	-
ḳwaml	kʼwaml	KWAML	wiktionary	smoke	-
ḳwed	kʼwed	KWED	wiktionary	to_lose	-
ḳwet	kʼwet	KWET	wiktionary	to_chop	-
ḳwer	kʼwer	KWER	wiktionary	crow	-
ḳwertx	kʼwertx	KWERTK	wiktionary	stick	-
ḳwes	kʼwes	KWES	wiktionary	to_moan	-
ḳwic₁x	kʼwitsx	KWITSK	wiktionary	leg	-
ḳwic	kʼwits	KWITS	wiktionary	mountain_she-goat	-
ḳi	kʼi	KI	wiktionary	to_cry	-
ḳid	kʼid	KID	wiktionary	to_take	-
ḳlde	kʼlde	KLDE	wiktionary	rock	-
ḳr	kʼr	KR	wiktionary	to_shine	-
ḳrṭwn	kʼrtʼwn	KRTWN	wiktionary	to_pluck	-
ḳrčxa	kʼrtʃxa	KRTSKA	wiktionary	branchy_knot	-
ḳud	kʼud	KUD	wiktionary	tail	-
ḳum	kʼum	KUM	wiktionary	to_press	-
ḳurcx	kʼurtsx	KURTSK	wiktionary	hail	-
ḳuṭu	kʼutʼu	KUTU	wiktionary	boy	-
ḳupx	kʼupx	KUPK	wiktionary	drop	-
lag	laɡ	LAG	wiktionary	to_plant	-
leqw	leqw	LEKW	wiktionary	to_melt	-
loḳ	lokʼ	LOK	wiktionary	to_lick	-
lumb	lumb	LUMB	wiktionary	to_get_wet	-
ma	ma	MA	wiktionary	what	-
mad	mad	MAD	wiktionary	not	-
mama	mama	MAMA	wiktionary	father	-
marc̣q̣w	martsʼqʼw	MARTSKW	wiktionary	strawberry	-
marʓ̌w	mardʒw	MARDSW	wiktionary	to_conquer	-
maṭl	matʼl	MATL	wiktionary	worm	-
maṭq̣l	matʼqʼl	MATKL	wiktionary	wool	-
maq̣w	maqʼw	MAKW	wiktionary	blackberry	-
men	men	MEN	wiktionary	i	-
mz₁e	mze	MSE	wiktionary	sun	-
mz₁ware	mzware	MSWARE	wiktionary	sunny_side	-
mt	mt	MT	wiktionary	cold	-
mḳerd	mkʼerd	MKERD	wiktionary	breast	-
mos	mos	MOS	wiktionary	to_get_dressed	-
msxal	msxal	MSKAL	wiktionary	pear	-
mqar	mqar	MKAR	wiktionary	shoulder	-
mqw	mqw	MKW	wiktionary	to_overthrow	-
mqc₁e	mqtse	MKTSE	wiktionary	grey_hair	-
n	n	N	wiktionary	to_want	-
neb	neb	NEB	wiktionary	palm	-
nezw	nezw	NESW	wiktionary	female_livestock	-
nena	nena	NENA	wiktionary	tongue	-
nesṭw	nestʼw	NESTW	wiktionary	nostril	-
nerc̣₁q̣w	nertsʼ₁qʼw	NERTSKW	wiktionary	saliva	-
niḳap̣	nikʼapʼ	NIKAP	wiktionary	chin	-
nisḳrṭ	niskʼrtʼ	NISKRT	wiktionary	beak	-
nu	nu	NU	wiktionary	no	-
numa	numa	NUMA	wiktionary	no	-
jor	jor	YOR	wiktionary	two	-
oboba	oboba	OBOBA	wiktionary	spider	-
ode	ode	ODE	wiktionary	hardly	-
otxo	otxo	OTKO	wiktionary	four	-
opl	opl	OPL	wiktionary	sweat	-
oqar	oqar	OKAR	wiktionary	solitary	-
p̣enṭ	pʼentʼ	PENT	wiktionary	to_scutch_wool	-
p̣er	pʼer	PER	wiktionary	lather	-
p̣erp̣er	pʼerpʼer	PERPER	wiktionary	butterfly	-
p̣erc̣ḳ	pʼertsʼkʼ	PERTSK	wiktionary	to_crack	-
p̣ir	pʼir	PIR	wiktionary	edge	-
p̣u	pʼu	PU	wiktionary	to_chop	-
panṭ	pantʼ	PANT	wiktionary	to_throw_about	-
par	par	PAR	wiktionary	to_cover	-
petk	petk	PETK	wiktionary	to_break	-
pen	pen	PEN	wiktionary	to_spread	-
pertx	pertx	PERTK	wiktionary	to_shake	-
peṭw	petʼw	PETW	wiktionary	millet	-
pekw	pekw	PEKW	wiktionary	to_grind	-
peš	peʃ	PES	wiktionary	to_dehisce	-
pešw	peʃw	PESW	wiktionary	to_feel	-
r	r	R	wiktionary	to_be	-
ratx	ratx	RATK	wiktionary	to_stretch	-
raṭq̣	ratʼqʼ	RATK	wiktionary	to_gird	-
rg	rɡ	RG	wiktionary	to_be_fit	-
reḳ	rekʼ	REK	wiktionary	to_knock	-
rekw	rekw	REKW	wiktionary	to_cover	-
reɣw	reɣw	REGW	wiktionary	to_pour	-
req̣	reqʼ	REK	wiktionary	to_drive	-
rec₁	rets	RETS	wiktionary	to_spread	-
rec₁x	retsx	RETSK	wiktionary	to_wash	-
rec̣ḳ	retsʼkʼ	RETSK	wiktionary	to_jingle	-
rkwam	rkwam	RKWAM	wiktionary	to_cover	-
rc̣₁q̣aw	rtsʼ₁qʼaw	RTSKAW	wiktionary	to_vomit	-
rʓ̌w	rdʒw	RDSW	wiktionary	to_overcome	-
sam	sam	SAM	wiktionary	three	-
sem	sem	SEM	wiktionary	to_hear	-
sen	sen	SEN	wiktionary	you_(singular)	-
sw	sw	SW	wiktionary	to_stick_in	-
sir	sir	SIR	wiktionary	bird	-
smen	smen	SMEN	wiktionary	to_listen	-
sṭw	stʼw	STW	wiktionary	to_whistle	-
sx	sx	SK	wiktionary	to_bear_fruit	-
sxep̣	sxepʼ	SKEP	wiktionary	to_make_quick_movement	-
sxerp̣	sxerpʼ	SKERP	wiktionary	to_draw	-
sxwerp̣	sxwerpʼ	SKWERP	wiktionary	to_catch	-
sxmarṭl	sxmartʼl	SKMARTL	wiktionary	medlar	-
s₁er	ser	SER	wiktionary	to_sharpen	-
s₁w	sw	SW	wiktionary	to_drink	-
s₁wan	swan	SWAN	wiktionary	svan	-
s₁wen	swen	SWEN	wiktionary	to_breathe	-
s₁wer	swer	SWER	wiktionary	sight	-
s₁iw	siw	SIW	wiktionary	to_swell	-
s₁iʓ₁e	sidze	SIDSE	wiktionary	son-in-law	-
s₁us₁	sus	SUS	wiktionary	to_be_silent	-
s₁uq	suq	SUK	wiktionary	to_grow_stout	-
s₁xaṭ	sxatʼ	SKAT	wiktionary	to_fence	-
s₁xwa	sxwa	SKWA	wiktionary	one	-
ṭba	tʼba	TBA	wiktionary	lake	-
ṭep	tʼep	TEP	wiktionary	bark	-
ṭex	tʼex	TEK	wiktionary	to_break	-
ṭwar	tʼwar	TWAR	wiktionary	to_light_up	-
ṭil	tʼil	TIL	wiktionary	louse	-
ṭiṭin	tʼitʼin	TITIN	wiktionary	to_stuff	-
ṭḳeb	tʼkʼeb	TKEB	wiktionary	to_press	-
ṭḳerc₁	tʼkʼerts	TKERTS	wiktionary	to_crack	-
ṭḳec₁	tʼkʼets	TKETS	wiktionary	to_strike	-
ṭḳwer	tʼkʼwer	TKWER	wiktionary	to_crack_nut	-
ṭl	tʼl	TL	wiktionary	to_eat_up	-
ṭuṭa	tʼutʼa	TUTA	wiktionary	ashes	-
ṭq̣ar	tʼqʼar	TKAR	wiktionary	to_defecate	-
tq̣en	tqʼen	TKEN	wiktionary	forest	-
tq̣irb	tqʼirb	TKIRB	wiktionary	spleen	-
ṭq̣oc	tʼqʼots	TKOTS	wiktionary	to_throw	-
ṭq̣ub	tʼqʼub	TKUB	wiktionary	twins	-
ṭq̣urb	tʼqʼurb	TKURB	wiktionary	mushroom	-
usx	usx	USK	wiktionary	sacrificial_ox	-
uɣ	uɣ	UG	wiktionary	yoke	-
ipxl	ipxl	IPKL	wiktionary	fern	-
mšwe	mʃwe	MSWE	wiktionary	child	-
mšwen	mʃwen	MSWEN	wiktionary	beautiful	-
marʓ̌wen	mardʒwen	MARDSWEN	wiktionary	right_hand	-
grc̣q̣il	ɡrtsʼqʼil	GRTSKIL	wiktionary	flea	-
grʓ̌ɣa	ɡrdʒɣa	GRDSGA	wiktionary	branchy_bough	-
warc₁l	wartsl	WARTSL	wiktionary	kneading_trough	-
et	et	ET	wiktionary	spin	-
sʓ₁e	sdze	SDSE	wiktionary	milk	-
